Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
,,,12.0,,,,,,,3.0,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,0
,,,,,,,,,,,,2.0,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,35.0,,,,,,0.0,1.0,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,1
1.0,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,1
,,,,,,,,,28.0,,,,,,,,,,,,,,,0
1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1
,,,24.0,,,,,2.0,,,,,,,,,,,,,,,,0
,,,,,,3.0,,,,,,,,,,,,,,,,,,0
,,,,,,,2.0,,,,1.0,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
,,,,,,3.0,,,,,,,,,,,,,,,,,,0
,10.0,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,0.0,0
,,,,,,,,,,,,,,,0.0,,,,,,,,,0
,,,24.0,,,,,,,,,,,1.0,0.0,,,,,1.0,,,,0
,,,,,,,,,,,,,,,,,,,,,,0.0,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,1
,,,,,,,,,,,,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,12.0,,,,,3.0,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,0
,,,,,,3.0,,,,,,,,,,,,,,,0.0,,,0
,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,0
,,,,,,,,,,,,,,,,0.0,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,0
,,,,,,,,3.0,,,,,,,,,1.0,,,1.0,,,0.0,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,1.0,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,1.0,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0
,,,,,,,,,,3.0,,,,,,,,,,,,,0.0,0
,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,1
,,,,,,4.0,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,,,0
2.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
4.0,,,,,,,,,,,1.0,,,,,,,0.0,,1.0,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,24.0,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,2.0,30.0,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,2.0,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,4.0,,,,,,,,,,,,,,,0.0,0
,,,,,,,,,,,,,,,,,,,,,,,,1
2.0,,,,,,,,,,,,,,,,,,,,,,,,0
4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0
,,,38.0,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1
,,,,,,,,,,,,,,,,,,,,1.0,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,3.0,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,1.0,,,,0
,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,1.0,1
,,,,,,,,,,,,,,,,,,,,1.0,,,,0
,,,,,,,,,,3.0,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,36.0,,,,,,,3.0,,,,,,,,,,,,,,0
,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,0
,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,0
,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0.0,,,,,,0
4.0,,,24.0,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,1.0,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,0
2.0,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1
,,,17.0,,,,,,,,,,1.0,,,0.0,,,0.0,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,2.0,,,,,,,,,,0
,,,,,,,,,23.0,,,,,,,,1.0,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,2.0,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
4.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,3.0,,,,,,,,,,,,,,,,,1
1.0,,,21.0,,,,,,,,,1.0,,,,,,,,1.0,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,3.0,,,,,,,,,,,,,,1
,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,1.0,0
,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,0.0,,,1
,,,27.0,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,3.0,,,,,,,,,,,1.0,,0.0,,,0
,,,,,,,,,,,,,,,,,,,,,,,0.0,0
,,,,,,,,,,,,,,,,,,,0.0,,,,,0
,,,,,,,,,,3.0,,,,,0.0,,,,0.0,,,,,0
,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,1
,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,1.0,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,1.0,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,3.0,,,,,,,,,,,,,,,,,,0
,,,,,,2.0,,,,3.0,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,0.0,,,,,,,,,0
,,,,,,,,3.0,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,0
,,,,,,,,,,,,,,,,0.0,,,,,,,,0
,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,0.0,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,11.0,,,,,,,,,,,,,0.0,,,,,,,1.0,1
,,,,,,,,1.0,,,,,,,,,,,,,,,,0
4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,1.0,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,1.0,,,,1
,,,,,,,,1.0,,3.0,,,,,,,0.0,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,0.0,,,,,1
