sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,,0.1,,,,,0
,0.52,0.415,,0.6385,,,0.171,0
,,,,,0.3615,,,1
,,,0.145,,,,,1
0.0,0.625,,,,,,0.355,1
,,,,,,0.2455,,1
,0.61,,,,,,,1
,,,,0.319,0.138,0.08,,0
,,,0.135,0.837,,,,1
,,,,,,,,0
,0.5,,,,,0.138,,1
1.0,0.55,,,,,,,0
,,,,,0.455,,,1
,0.365,,,,,,,0
0.0,0.69,,,,0.797,,,1
,,0.485,,,,,,1
0.0,,,,,,,0.45,1
,,,,,,,,0
2.0,,,,1.348,0.8985,,,1
2.0,,,,,,,0.34,1
,,0.43,,,,,,1
,,,0.175,,,,0.323,0
,,,,,,0.48,,1
,,,0.13,0.5755,0.1975,,,1
,,,,,0.628,,,1
,,,,1.5515,,,,1
,,0.39,,,,,,1
,,,,,,,0.313,0
,,,,,,,0.01,0
1.0,,,,,,,,1
,,,,,,,,1
1.0,,0.25,0.07,,,0.0335,,0
,,,,,0.1825,,,0
0.0,0.56,,0.18,,0.7755,,0.4525,1
,,,,,,,,0
,0.63,,,,,,,1
,,,,,,,,0
,,0.3,,,,,,0
,,0.485,0.18,,,,,1
,0.385,,,,,,,0
,0.625,,,,,,,1
2.0,,,,,,,,1
0.0,,0.465,,,,,,1
,,,,,0.321,,,1
,0.475,0.37,0.125,,,0.1215,0.15,1
,,,,,0.1785,,,1
,0.45,,,0.411,,,,0
,0.24,,,,0.0205,,,0
2.0,,,0.11,,,0.107,0.146,0
0.0,,,,,0.7665,0.3255,,1
1.0,,,,,,,,0
,0.61,,0.17,,,,,1
,,,,,,0.014,,0
0.0,,0.545,,,0.6565,,,1
2.0,,,,,,,,1
2.0,0.72,,,,,,0.503,1
,0.705,0.555,,,,,,1
,,,,,0.025,,,0
,0.485,0.355,0.13,0.581,,0.132,,1
,,0.465,,,,,,1
,,,,,0.3435,,0.1765,1
,,,,,,,,0
,,,,,0.1615,,0.1185,0
,,,,1.2435,,,,1
,,,0.185,1.383,,0.3315,,1
,,,,1.5475,,,,1
,,,,,,,,1
,0.47,,,,,,0.165,1
,,,,,,,,1
,,,,,,,,0
,,,,,0.0725,,,1
2.0,,,0.11,,,,,0
,,0.5,,,,,,1
,,,,,,,,1
,,,,,0.1385,,,0
,,0.605,,,,,,1
1.0,0.485,,,,,,,0
,,,0.135,0.4095,0.163,,,0
2.0,,,,0.635,,,0.175,1
2.0,,,,,0.469,0.2225,,1
,,0.395,,0.6185,0.216,,,1
,,,,,,,,0
,0.595,,,,0.434,0.184,,1
,0.595,,,1.041,,,0.365,1
,,,,,,,,1
,,0.44,0.175,,,,,1
,0.615,,,,,0.246,,1
,,,,,,,,1
,,0.43,,,,0.152,,1
2.0,,,,1.62,,,,1
,,,,1.484,,,,1
,,,,,,,,1
,,,,1.0905,,,0.355,1
,,,0.115,0.4705,,,,0
,,,,,,,,1
,,,,1.219,,,,1
,0.635,0.51,,,,,,1
,0.47,,,,,0.1285,,1
,,0.5,,,,,0.49,1
1.0,,0.475,,,0.353,,,0
,,,,1.443,,0.3845,0.353,1
1.0,,,,0.5195,,,,0
,,,,0.4745,,,,1
,,,0.12,0.4475,,,,0
,,,,0.4715,0.2075,,,0
,,,0.07,,,,,0
,,,,0.5695,0.259,,,0
,,,,,,,0.488,1
,0.63,,,,,0.295,0.315,1
,0.31,,,,0.0525,,,0
,,,,,,,,0
,0.19,,,,,,,0
,0.67,,,,,,,1
,0.545,,,,,0.158,,1
,,,,,,,,1
2.0,,,0.1,,0.0545,0.0285,,0
1.0,,,0.09,,,,,1
0.0,,,0.105,,0.165,,,1
,,,,0.17,,0.0465,,0
,,,,,,,,1
1.0,,,,,,,,1
,,,0.135,0.6615,,,,1
,,,,,,,,1
,0.505,,,,,,0.185,1
,,,,,,,,1
,,,0.15,,,,,1
,,,,,,,,1
,0.54,,,,,,0.202,1
1.0,0.325,0.24,0.075,,,,,0
,0.57,,0.17,,0.4,,0.25,1
,0.495,,0.135,,,,,1
1.0,,0.34,,,,,0.1045,1
0.0,,,,,0.2845,,,1
,,,,0.9315,,,,1
2.0,,,,,,,,1
,,,,,,,,1
0.0,,,,1.29,,,,0
,0.37,0.28,,0.2225,0.0805,,,0
2.0,0.6,,,,0.3995,,,1
,,,0.095,,,,,0
,,0.255,,,,,,0
,,0.335,0.105,,,,0.1185,0
,0.605,,,,,,,1
1.0,,,0.06,,,,,0
,,,,,,,,1
,,,0.135,,0.2225,0.129,,1
,,,0.165,,,0.2865,,1
,0.615,,,,,,0.37,1
,,,,,,0.221,,1
,,,,,,,0.08,0
0.0,,,,,,,,1
,,,,,,0.04,,0
,,,,,,,0.198,0
2.0,,,,,,,,0
,,0.495,,,,0.3195,0.335,1
,0.465,,,,,0.08,,1
,,,,,,,0.32,1
1.0,,0.215,,,,0.0155,,0
,,,,,,0.0855,,0
,,,0.17,,,,,1
2.0,,,,0.986,,,0.31,1
,,,0.15,0.9205,0.381,,,1
,,,,1.248,,,,1
,,,,,0.632,,,1
,,,,,,,,1
,0.235,,,,0.0185,,,0
,,,0.12,,,,,1
,,,,,0.0915,,,0
,,,,,,,,0
,,,0.175,,,,,1
,,,,,,,,1
,0.57,,,,,,0.245,1
,,,,1.27,,0.262,,1
2.0,,,,,,,,1
,,,,0.853,,,0.27,1
0.0,,,,,,,,1
,,,,,,,,0
0.0,,,,,0.653,,,1
,,,,0.8295,,,,1
,,,,,,,,0
,,,,,,,,1
,,,,,0.317,,,1
,,,,,,,,1
,,,,,,0.1085,,1
,,,,1.5655,0.7345,0.353,,1
,0.525,,,,,,,1
,,,,0.4715,,,,1
,,,,,,,,1
,,,,0.1755,,,0.065,0
,,,,,,,,1
,,,0.155,,0.4475,,,1
,,0.45,,0.781,,,,1
,,,,,0.246,,,0
1.0,,0.3,,,0.141,,,0
,0.525,,,,0.2355,,,1
,,,,,0.5135,,0.3,1
,,,,0.906,,,0.335,1
,0.58,,,0.824,0.3465,,,1
,,,,,,,,1
,,,,,1.03,,,1
,,,,,,,,1
,,,0.16,1.1215,0.533,,0.271,1
,,,,,,,,1
,,,0.135,,,,,1
,,,,0.4315,,,,0
,,,,,,,,1
,0.67,,,1.566,,,,1
,0.73,,,,,,0.4825,1
,0.465,,,,,,,0
,,0.46,,0.8395,,,,1
,,,,,,,,0
2.0,,,,,,,0.275,1
,,,,,,,,1
,,,,,0.266,0.112,,0
,0.575,,0.14,0.941,,,,1
,0.44,,,,,0.081,,0
,0.36,0.275,,,,0.044,,0
0.0,,,,,0.723,0.3255,,1
,,,,,,0.2195,,1
,,,0.11,,,,0.1455,0
1.0,,0.335,,,,,,0
,,,,0.1855,,,0.065,0
,0.64,,,,,,,1
,,,,0.6725,,,,0
2.0,,,,,,,,0
,0.625,,,,,,0.36,1
,,0.42,,,,0.156,,1
,,,,1.336,,,0.3245,1
,,,0.175,,,0.3005,,1
,,,,,,,,1
,,0.265,0.09,,,,,0
,,,0.13,0.539,,,,1
,0.6,,,,,,,1
,,,0.155,,0.5305,,,1
,0.505,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,0.445,,,,,,,0
,,,,,,,,1
,,,,,,0.113,0.12,0
,,,,,,,,1
,,,,0.447,0.1695,,,1
,0.74,,,,0.598,,0.71,1
,,,0.125,,,,,1
,0.51,,,,,,0.205,1
,0.56,,,0.837,,,,0
,,,,0.4645,0.196,,,0
,,,,,0.1305,,0.09,0
,0.5,,,0.6215,0.274,,,0
,,,,,0.294,0.144,,0
,,,0.085,,,,,0
