sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.5,,0.13,,0.2625,,,1
2.0,,0.43,,,,,,1
,,,0.145,,,,,1
,,0.125,,,,0.008,0.009,0
,0.465,0.35,0.11,,,,,0
,,,,,,,,0
,,,,,,,0.273,1
0.0,0.495,,0.13,,,0.179,,1
2.0,,,,0.3865,0.128,0.07,0.148,1
,,,0.115,,,0.084,,0
,,,0.175,,,0.287,,1
,,,,,,,,0
0.0,,,,,0.367,,,1
,,,,,,,,1
,0.435,,,,0.194,,,0
0.0,,,0.175,,,,,1
,,0.45,,0.8615,,,,1
1.0,,0.33,0.11,,,0.096,0.096,0
1.0,,0.335,,,,0.071,0.11,0
,0.59,,,,0.4675,,,1
,,,0.135,,0.2015,0.132,0.162,1
,,,,0.459,,,,0
,,,0.16,1.2395,,0.273,,1
,,,,0.778,0.368,,,1
1.0,,0.275,0.09,,,,0.07,0
,0.625,,,,0.7465,,,1
,0.28,,0.07,,,0.0215,,0
1.0,,,0.095,,,,0.115,0
,0.665,,,,0.621,0.302,,0
,,0.47,,1.179,,,,1
,0.52,,,,,,,1
,,,0.145,0.515,,0.098,,1
,,0.44,0.16,,,,,1
,0.57,,0.15,,,0.2155,,1
,,,,1.1075,0.4485,0.2165,,0
0.0,,0.52,0.175,,,0.2595,,1
,,,,0.1965,,,,0
,0.495,,,,,,,0
2.0,,0.41,,0.7605,0.2505,,,1
,,,,,0.391,0.2295,,1
2.0,,0.375,,,,0.122,,1
,0.7,0.555,,,,,,1
,,,0.18,,0.336,,,0
,0.595,,,,,,0.2725,0
,0.45,0.355,,,,,,1
,,,,,0.0125,0.01,,0
,,,0.09,0.384,0.1795,0.068,,0
,,,0.09,,0.1245,,0.085,0
,,,0.195,,0.4935,,0.465,1
2.0,,0.53,0.18,,,0.3115,,1
1.0,0.47,0.35,,,,,,1
,0.295,,0.085,,,,0.043,0
0.0,0.525,,,0.7155,,,,1
2.0,,,,2.1945,,0.482,,1
,,,,,,0.0365,,0
0.0,,,0.115,,,,0.125,1
2.0,0.575,0.47,,,,0.196,0.276,1
,,0.38,,,,,0.1,1
,,,,0.985,,,,1
,,,,1.233,0.592,,,1
,,,,,,0.1525,,1
,0.565,,,,,0.2,0.375,1
,0.51,,,0.5775,,,,1
,,0.36,,,0.191,0.0865,,1
2.0,0.61,,,1.0225,,,,1
1.0,0.39,,,,0.0955,,0.085,0
,,,,,0.426,,,1
2.0,0.65,,0.155,,,0.288,,1
,,,,,,,,0
,,,,,,,,1
,,,0.135,,0.4225,,0.156,0
,,,,,,,,0
,,,,0.314,,0.0555,,1
,,0.215,0.075,,,,0.035,0
,,0.43,,0.742,,,,1
,,,,1.0115,,0.237,,1
,,0.59,,,,,,1
,0.595,,0.14,,0.4655,,,1
,,0.11,,,,,0.005,0
,0.625,,,1.1955,,,0.3145,1
2.0,0.63,,0.18,1.2435,,,0.37,1
,0.505,0.41,,,0.285,,,1
,,0.545,0.16,1.5415,0.5985,0.2565,,1
0.0,,,,,,,,1
0.0,0.675,,,,,,0.455,1
,,0.375,,,0.196,,,0
1.0,0.55,,,0.6755,,,0.21,1
,0.46,0.345,0.105,,,,,0
,,,,,,,,0
,,,,0.635,,,0.135,0
,,,,,,,,1
1.0,,,0.095,0.302,,0.0615,,0
,,0.49,,,0.4265,0.2285,,1
,,,0.14,,,,,1
,,0.42,,,0.273,0.1515,,1
,,0.5,,1.148,,,,1
,,,,,0.394,,,1
,,0.495,,,,,,1
,,0.355,,0.415,,0.0925,,1
,,,,,,0.2955,,1
1.0,,,0.09,,,,0.079,0
0.0,,,,,,0.114,0.165,1
,0.5,,0.12,,,,0.152,0
2.0,0.52,0.465,0.15,,0.456,,,0
,,,0.185,1.171,,0.2535,,1
,,,,0.4895,0.2185,0.107,,0
2.0,,,0.2,,,,0.529,1
,,,,1.5245,0.653,,,1
,,,,1.4275,0.69,0.306,,1
,,0.51,,1.363,,,,1
,,0.36,0.145,,0.2825,0.137,,0
,0.535,0.4,0.135,,,,,0
,0.65,0.525,0.185,1.622,,,,1
,,0.265,,,,,0.053,0
,0.695,0.57,,,,,0.685,1
,,,,,0.248,,,0
,,,,,,,,1
,,0.365,,,,,,0
,,,,,0.0585,,0.045,0
,,0.435,,0.9205,,0.2275,0.255,0
2.0,,,0.175,1.724,,0.4575,,1
2.0,0.35,,,,0.0725,,0.06,1
,,,,,,,,1
,,,,,,,,1
,0.3,,0.08,,,,,0
,,,,,0.605,,,1
0.0,0.595,,,,,0.178,,1
,0.515,,,0.6725,0.2555,,0.235,1
1.0,,0.455,0.155,,,,,0
,,,,,,,,1
,,,0.155,1.0805,0.52,,0.32,1
0.0,0.545,,0.175,,0.3465,,,1
,,,,1.0055,,0.244,,1
,,0.23,,,,0.0265,,0
,,,,,0.497,,,1
,,0.425,0.155,,0.507,0.1955,,1
,,,0.185,,0.6295,,,1
1.0,,,,,,,0.114,1
,,,0.12,,,,0.17,1
,,,,1.243,,,0.3,1
,,,,,0.113,,,0
,,,,,0.083,,,1
,,,,0.717,,0.166,,1
2.0,,0.35,,,,,,1
,,,0.125,0.642,,,,1
,,0.36,,,,0.1025,,0
,,0.23,,,,0.0345,,0
,,0.5,0.18,,0.539,,0.35,1
,,,0.115,,,,,1
,,,,,0.575,,0.3885,1
,,0.465,,,,,,1
,,,,0.741,,0.1435,0.2665,1
1.0,,,0.095,,0.1385,0.064,,0
,,0.36,,,,,,0
0.0,,,0.2,,0.667,,,1
0.0,,,,1.604,,,0.453,1
,0.53,,,,0.2565,,,1
2.0,,,,0.8455,0.401,0.191,0.222,1
,,,,,0.2985,,0.265,1
,0.55,,,,,,,1
1.0,,,,,,,,0
0.0,0.61,,,,,0.25,,1
,,,0.18,0.9995,,0.277,,1
,0.66,,0.185,1.346,0.546,,,1
,0.44,,,,,,,0
,,,,,,0.1065,,1
,,,,,,,,1
,0.62,,,,0.5315,0.2005,,0
,,,,,,,0.18,1
,0.55,,,,,,,1
,0.5,,,0.577,,,0.1535,1
2.0,,,,1.7375,,,,1
,0.55,,,,,,,1
,,,,0.872,0.4625,,,1
0.0,,0.465,,,,0.2665,,1
0.0,0.665,,,,,,,1
,,,,,,,0.1525,1
0.0,,0.405,,,,,0.181,1
,0.63,,,,0.6605,0.2425,,1
,,,,0.0705,,,0.021,0
1.0,0.395,,,,0.1265,,,0
,,0.505,,,0.5565,0.211,,1
2.0,,,,,,,,1
,,,,,,,,1
,0.625,,,,0.456,,0.233,1
1.0,,,,0.0785,,,,0
,0.555,0.395,0.13,,,,0.17,1
,,,,,,0.0235,,0
2.0,,0.6,,2.2385,0.984,0.411,,1
2.0,0.62,,0.155,,,0.231,,1
1.0,,,,,0.0445,0.017,0.03,0
,0.435,,,,,,,1
1.0,,,,,,,0.315,1
,,,,0.813,0.385,,,1
