sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
1.0,0.5,,,0.596,,,,0
0.0,0.605,,,,0.433,,0.357,1
2.0,,0.47,,0.861,,0.164,,0
,0.42,,,,,,0.088,0
0.0,,,0.145,,,0.153,,1
,0.42,,0.1,,,,,0
,,,,0.4495,,0.1125,,1
0.0,,,,1.406,,,0.37,1
0.0,,,,,,,,1
,0.445,,,,0.18,,0.123,1
,0.59,,0.15,,,,,1
,0.61,0.47,0.15,,,,0.3085,1
,,0.495,0.185,,,,0.485,1
,,0.32,0.1,,0.126,,,0
,,0.365,0.115,0.459,0.2175,,0.1165,0
,0.73,,0.225,2.2305,,,,1
1.0,0.48,0.38,,,,,,1
1.0,0.36,,,,,0.0515,0.055,0
2.0,0.515,,0.145,,,,,1
,0.5,,0.12,,,,,1
0.0,,0.5,,1.0705,0.371,,,0
,0.37,,,,,,,1
2.0,,,,,,,,1
,,,0.135,,,,0.16,1
,,0.405,,,,0.1845,,0
1.0,0.45,,,0.3715,,,0.0975,0
0.0,,,0.155,,,,,1
,,,,,,,0.08,0
,,,0.145,,0.3045,0.157,,1
,0.415,,0.115,,,,0.094,0
,,0.335,,,0.1405,,,0
1.0,0.465,0.355,0.12,0.4975,,0.099,,0
2.0,0.43,,,,,,0.135,1
1.0,0.34,,0.085,,0.0815,,,0
2.0,0.28,0.205,,,,,0.03,0
,0.405,0.3,0.085,,,,,0
,,,,0.6355,0.2505,0.1635,,1
2.0,,0.455,0.15,1.1315,,,,1
,0.45,,,,,0.0925,,0
,0.635,,0.165,,,,,1
,,,0.145,,,,,1
,,,,1.6195,0.7815,0.322,,1
,,0.375,,,,,,0
,,,0.1,0.3555,0.146,0.072,0.105,1
,,0.42,0.145,0.926,,0.1965,0.25,1
,,,,1.1745,0.5255,,,1
,0.38,,0.09,,0.1655,,0.082,0
2.0,0.515,,,,,,0.146,1
1.0,,,,0.0685,0.0295,,,0
,,,0.145,0.6775,,,,1
2.0,,,,,0.0525,0.034,,0
,,,,0.745,,,,1
,,,,0.636,0.294,,,0
,0.53,,0.145,,,0.185,,1
,,,0.13,,,,,0
,,0.395,,,,,,1
,,,,,,,,0
,,0.46,,,0.4565,,0.3085,1
,,,,1.1285,0.377,,,1
,0.445,,,0.378,,,0.12,0
1.0,0.46,,,0.386,,0.0875,0.0965,0
,0.565,,0.21,,,0.279,,1
,,0.525,0.18,1.429,,,,1
,,,,,,,,0
2.0,,,0.085,0.1905,,0.0485,,0
,,,,1.062,0.5065,0.1785,,1
2.0,,,,1.046,0.4695,,,0
,,,,,0.1325,,,0
0.0,,,0.105,,,0.1035,,1
1.0,0.335,,,,,0.0495,,0
0.0,,,,0.5685,0.249,0.1375,,1
2.0,,,0.095,,0.0795,0.0375,,1
0.0,,,,,0.3985,,,0
2.0,0.56,,,,,,,1
,0.435,,0.11,,,0.1005,,1
,,,,1.2705,0.548,,,1
,,,,1.1435,,0.2345,,1
,,,,,,,,0
,,,,0.0465,,,0.015,0
,,,,1.522,,,,1
0.0,,,0.175,,,,0.45,1
,0.53,,0.135,,,,,1
2.0,,0.355,,0.48,,0.1015,0.135,0
,,,0.15,,,0.145,,1
,,,,,,0.026,0.045,1
,,,,0.6645,,0.17,0.1425,0
,,,0.175,,,0.247,,1
,0.485,,0.105,,,,0.182,0
1.0,0.455,,,,0.215,,0.15,1
,,,,,0.544,,,1
,,,,,,0.337,,1
,,,,,0.566,0.3835,,1
,,0.26,,,0.0915,,,0
,0.505,0.375,,,,0.12,0.167,1
,0.65,0.51,,,0.4955,,0.385,1
,,0.115,0.025,0.024,,,0.0075,0
,,0.365,,,,0.0885,0.156,1
,,,0.065,0.1065,,,0.0285,0
,0.54,0.475,,,,,0.26,1
2.0,,0.355,0.12,0.547,,0.1615,,1
1.0,,,,0.529,,0.139,,1
,,0.205,,0.1055,0.039,0.041,,0
,0.63,,,1.1955,0.492,0.247,0.37,1
,0.41,,0.095,,,,0.09,0
,,,,1.255,,,,1
,,0.42,,0.754,0.256,,0.275,1
,0.37,,,,,,,1
1.0,,0.395,,,,,,1
,,0.41,,0.7145,,,,1
0.0,,0.5,,,0.642,0.3255,0.405,1
,0.75,0.595,,,1.083,0.421,,1
,0.325,,0.075,0.152,,0.0305,0.045,0
,,,,,1.0715,,,1
0.0,0.59,,,1.161,,0.2455,,1
2.0,,,,,,,0.23,1
,0.635,,,,,0.3055,0.365,1
,,,,,,,,1
1.0,0.48,,0.105,,,,,0
,0.65,,,,0.6215,0.2305,0.399,1
,0.43,,,,,0.08,0.098,0
,,,,,,,0.31,1
1.0,,0.18,,,,,,0
,,0.54,0.175,1.5585,,,,1
,,,,,0.2625,,0.1835,1
,0.44,,0.1,0.379,,0.0815,,0
,0.27,,0.08,0.1,,,,0
,,0.41,,,,,0.1975,1
,,,,,,,,1
,,,,,,,,1
,,0.38,,,0.303,,0.159,0
