sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.52,,,,0.2795,,0.26,1
1.0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,0
2.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,1
1.0,,,0.09,,0.048,0.031,0.04,0
1.0,0.495,0.385,0.125,0.585,0.2755,,0.165,0
,,,0.15,0.838,,0.146,0.23,0
2.0,,,0.14,0.681,0.3095,,,0
0.0,,,,1.3485,0.5255,,0.3925,1
1.0,0.46,,0.14,,,0.133,,1
,0.355,,0.095,0.2275,,0.0475,0.0715,0
1.0,,0.255,0.085,0.1655,0.063,0.039,0.06,0
0.0,,0.4,0.155,0.6445,0.242,0.1325,0.205,1
1.0,0.415,,0.1,0.3645,0.1765,,,0
2.0,,0.5,0.16,,0.672,,0.315,1
1.0,,,,,0.3845,0.156,,1
,,0.4,0.11,,,,0.16,0
1.0,0.455,,0.135,0.441,0.1515,0.1165,0.145,1
,0.65,0.525,0.19,1.4995,,,,1
,0.44,0.32,0.12,0.4565,0.2435,,0.1025,0
,,,,,0.3905,0.2355,0.4,1
2.0,,0.525,0.195,1.3135,0.4935,,,1
1.0,0.56,,0.13,0.7235,,,,0
1.0,,0.305,,0.2645,,,0.085,0
1.0,,0.245,0.09,,,,0.06,0
,0.465,,0.14,0.7615,0.362,,0.209,1
0.0,0.705,,0.205,,0.9915,0.5005,0.624,1
,0.35,,,0.18,0.09,0.0245,0.055,0
0.0,0.6,,,,,0.25,0.28,1
,,,0.115,0.6785,0.2945,0.138,0.195,1
1.0,0.47,0.345,0.14,0.4615,,0.1105,0.116,1
0.0,0.58,0.455,,,,0.2735,0.265,1
2.0,0.62,,,,,0.243,0.305,1
2.0,0.46,0.36,,,0.2165,,0.19,0
,,0.43,0.165,,,0.1945,0.2515,1
1.0,0.21,,0.055,0.0465,0.017,0.012,0.015,0
1.0,0.55,0.415,0.15,0.7915,,,0.236,1
2.0,,0.255,,,0.1,,,1
,,0.48,0.175,,,0.2305,0.356,1
1.0,,,,,0.293,,,0
0.0,0.655,,0.175,1.2905,0.6205,,,1
1.0,0.235,0.175,0.055,0.067,,0.0125,0.018,0
1.0,0.435,,0.12,,0.13,0.056,0.1185,0
,,,0.085,0.1785,0.071,,,1
2.0,,,,0.7395,,0.1395,0.2645,1
0.0,0.565,0.45,0.175,1.2365,,,0.308,1
2.0,0.66,0.5,,1.3195,,,0.341,1
,0.44,,0.11,0.3705,,0.084,0.12,0
1.0,0.225,0.165,0.055,0.059,0.027,0.0125,,0
,0.215,0.165,,0.059,,0.0125,0.0185,0
2.0,0.66,0.485,0.155,,0.61,,,0
1.0,0.28,0.21,,0.1195,0.053,0.0265,0.03,0
0.0,0.49,0.365,0.145,,0.1995,0.1625,0.22,1
0.0,0.635,,0.175,,,0.2725,0.323,1
,0.665,,,1.2975,0.6035,0.291,,1
0.0,0.645,0.52,,1.3105,,0.288,,1
2.0,0.6,0.41,0.145,0.939,0.4475,,0.268,0
2.0,0.44,,,,,,0.155,1
,,,0.145,0.6095,0.248,0.159,0.175,1
,,,0.1,0.2665,0.115,,0.075,1
0.0,,0.53,,,0.75,,,1
,0.58,,0.155,,0.6715,,0.2955,1
1.0,0.37,,0.095,0.232,,0.041,0.0615,0
,,,,0.2255,,0.04,0.09,0
1.0,,0.27,0.09,0.2055,0.075,,0.062,0
0.0,,0.435,0.15,0.839,,,0.192,0
2.0,0.58,0.45,0.14,,,0.1765,0.263,1
1.0,,,,0.3915,0.1575,,0.115,1
2.0,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,1
0.0,0.57,0.45,0.17,1.098,,0.187,,1
,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,1
,0.66,0.53,,1.3905,0.5905,,0.453,1
,0.51,,0.12,,0.229,0.131,,1
,0.64,0.53,0.165,,,,,1
,0.45,0.35,0.125,,0.2235,,,0
,,0.405,0.15,0.5965,0.253,0.126,0.185,1
,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,1
,0.545,,,0.7335,,,0.2185,1
2.0,0.625,0.465,,,0.4825,,,1
0.0,0.565,,0.15,0.8205,,0.159,0.26,1
0.0,0.29,0.225,0.075,0.14,0.0515,,,0
2.0,0.6,0.46,0.17,1.1805,0.456,0.337,,1
2.0,0.565,,0.175,1.122,,0.2,0.375,1
,0.375,,0.09,0.238,,,0.07,0
,0.255,,,,0.0345,0.0205,,0
,0.7,0.525,0.19,,,0.365,0.43,1
,0.415,,0.1,0.3005,0.1215,,,1
0.0,0.665,0.5,0.175,1.4355,,,0.37,1
0.0,,0.47,0.155,1.084,,,0.246,1
1.0,0.445,,0.12,,,,0.105,1
1.0,0.405,,,,0.172,,0.093,0
0.0,0.68,0.55,,,0.8225,0.3655,0.515,1
0.0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,1
2.0,0.52,,0.12,,,0.1805,,1
,0.55,,,0.7665,0.339,,0.21,0
2.0,,0.355,0.115,,0.18,0.1185,0.155,1
0.0,,0.36,0.125,0.4995,0.2035,0.1,0.17,1
2.0,0.625,,,,0.5805,,,1
1.0,0.475,,,0.5035,0.2535,0.091,,0
0.0,0.525,,0.16,0.8355,,,,1
,0.57,,,,0.405,0.277,0.295,1
1.0,,0.395,0.13,0.575,0.247,0.115,0.183,1
0.0,0.68,,0.17,1.3435,0.657,0.297,0.355,1
1.0,,0.29,0.08,0.2545,0.108,,,0
2.0,,0.525,0.17,,0.715,0.3025,,1
1.0,0.6,0.445,,1.057,0.383,,,1
,,,,0.3685,0.1525,,,0
2.0,0.375,,0.09,0.3245,,0.0565,0.095,0
,,,0.145,1.7855,0.675,,0.3245,1
0.0,0.55,0.43,,0.785,0.289,0.227,0.233,1
2.0,,,0.16,,,0.139,0.48,1
0.0,0.575,0.48,0.165,,,0.2095,0.306,1
1.0,0.33,0.265,0.085,0.196,,,0.0445,0
2.0,0.52,,0.135,0.5825,,,0.175,0
,,0.445,0.15,0.9525,,,0.287,1
,0.58,,0.14,,0.38,0.216,,1
2.0,0.575,,0.185,,,,,1
2.0,0.555,,0.165,0.7575,,0.1635,,1
,,0.515,0.18,1.8445,,0.4655,0.341,1
,0.515,,,0.659,0.2705,0.179,,1
2.0,,0.515,,1.1805,0.5235,0.283,,1
,0.545,0.4,,,,0.1455,0.18,1
2.0,,0.53,0.195,1.39,,0.2945,,1
2.0,,0.495,0.15,1.081,0.4825,0.242,0.31,1
1.0,0.29,0.21,,,0.0415,,,0
0.0,,0.495,0.165,1.262,,0.318,,1
1.0,,0.275,,0.2205,,,0.066,0
2.0,0.715,0.535,0.19,,0.889,,,1
2.0,0.715,0.525,0.2,1.89,,0.436,0.4305,1
0.0,0.55,,0.125,,,0.159,0.215,0
1.0,0.435,0.32,,,0.1485,0.0635,0.105,1
0.0,0.595,,0.15,0.98,0.4115,0.196,0.2255,1
,,,,1.2015,,0.231,0.3355,1
0.0,0.375,0.29,,0.282,0.1405,,0.08,0
1.0,0.48,0.335,0.125,,,,0.145,0
0.0,,0.4,0.15,1.224,,0.275,,1
,0.525,0.405,0.16,0.658,0.2655,,,1
,,,0.155,0.9595,0.4455,0.189,0.295,1
,0.32,0.255,,0.1755,,,0.065,0
,,0.525,0.185,1.488,0.665,0.337,0.378,1
,0.485,,,,0.251,0.1345,0.169,0
1.0,0.47,0.355,0.145,,,0.102,0.123,0
2.0,0.585,0.46,0.15,1.206,0.581,,,1
2.0,0.74,0.535,,1.65,0.734,0.4505,0.335,1
,,0.46,0.17,1.127,0.535,,0.296,0
0.0,0.65,0.495,0.16,1.3105,0.577,,,1
2.0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,1
1.0,0.41,,0.095,,0.1,0.0515,0.09,0
,0.725,0.58,0.185,1.523,,,,1
,,0.245,0.085,0.171,0.0655,,0.055,1
0.0,,,0.185,1.153,,,,0
,,,0.16,1.006,0.456,,,1
1.0,,0.24,0.075,0.163,,0.033,0.048,0
,0.425,0.33,0.115,0.3265,0.1315,0.077,,0
1.0,0.31,0.225,0.075,0.155,0.065,0.037,,0
1.0,0.53,0.405,0.12,,0.2715,0.148,0.1875,1
2.0,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,0
1.0,0.47,,0.135,0.567,,,,1
0.0,,0.49,0.155,1.2085,0.465,,,1
0.0,,0.44,,0.7745,0.2985,0.1875,0.265,1
2.0,,,0.145,0.9565,,0.2365,,1
1.0,0.535,0.4,,0.775,0.368,,0.2055,0
2.0,0.485,0.37,0.155,0.968,0.419,,0.2365,1
2.0,0.545,0.42,0.13,0.879,0.374,,,1
1.0,,,0.085,,0.098,,0.075,0
1.0,0.41,0.315,0.095,0.2805,,,0.11,0
2.0,0.605,,0.14,0.9755,0.419,,,1
1.0,0.375,0.285,0.09,0.237,0.106,,,0
0.0,,0.39,,0.6905,0.219,0.155,0.2,1
2.0,0.61,0.47,,1.214,0.5315,0.2835,0.325,1
1.0,0.55,0.405,0.15,0.6755,0.3015,,0.21,1
0.0,0.6,0.45,,0.9625,0.4375,0.2225,,1
1.0,0.43,0.34,0.11,,0.159,0.0855,0.105,0
,,,0.095,,,0.0515,,0
,0.54,0.395,,0.6555,0.2705,,,1
,0.69,,0.195,,0.73,0.3975,,1
2.0,0.72,0.565,0.2,1.787,0.718,,0.529,1
2.0,,0.515,0.155,,,0.3555,0.335,1
,,,0.115,0.5895,0.2635,,,1
2.0,0.44,,0.11,0.394,,,0.122,1
0.0,0.585,0.45,0.17,,0.3325,,0.27,1
,0.31,0.225,0.08,,0.054,0.024,0.05,0
2.0,0.69,0.54,,1.71,0.7725,,0.4325,0
0.0,0.615,,,1.0385,0.427,0.2315,0.345,1
1.0,0.155,0.105,0.05,,0.005,0.0035,0.005,0
0.0,0.675,0.525,,1.4785,0.628,0.3405,,1
2.0,,0.5,0.175,1.3375,0.554,0.308,0.415,1
2.0,0.71,0.565,0.2,,0.706,0.321,0.45,1
1.0,0.075,,,0.002,,0.0005,0.0015,0
2.0,0.685,0.51,,,0.6315,0.3105,,1
0.0,,,0.18,1.596,0.617,0.317,0.37,1
2.0,0.565,0.45,0.155,1.0595,,,,1
,0.725,0.6,0.2,1.737,,0.3585,0.595,1
,0.355,0.29,,0.3275,,0.086,0.09,1
,0.605,0.455,0.16,1.1215,0.533,0.273,,1
1.0,0.55,,0.125,0.672,,0.1365,,1
1.0,,0.36,0.105,,0.22,0.159,0.1035,1
,,0.34,0.12,,,0.1075,,0
2.0,0.575,0.48,0.15,0.9465,0.4355,0.2605,,1
0.0,,0.465,,0.9965,0.417,0.247,,0
2.0,0.59,,0.145,,0.4545,,,1
,,0.245,,0.2015,0.096,0.0405,0.048,0
2.0,0.62,,0.15,1.309,,,0.325,1
,,,0.175,1.15,0.5475,0.256,,1
,0.55,,0.14,,0.2565,0.186,,1
1.0,,,,0.833,0.354,0.144,0.2815,1
1.0,0.455,,,0.457,,0.0855,0.147,1
,0.28,,0.1,,,0.0285,,0
1.0,0.49,0.365,,,,0.126,,1
,0.61,0.47,0.17,1.1185,0.5225,,0.31,1
1.0,,0.265,0.08,0.192,0.081,,0.053,0
2.0,0.325,,0.085,0.173,,0.038,0.05,0
0.0,0.675,,,,,,0.453,1
2.0,0.665,0.525,0.175,1.443,0.6635,,0.353,1
,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,1
2.0,0.7,,0.23,,0.8105,0.4045,,1
,0.365,,0.09,,0.108,0.051,,0
0.0,,0.43,,0.834,0.367,0.2,0.23,0
2.0,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,1
2.0,0.6,0.495,0.165,,0.485,,0.34,1
2.0,0.575,0.445,,0.847,0.415,0.1945,0.22,1
,0.36,0.295,0.13,0.2765,,0.057,,1
2.0,,0.265,0.11,0.2965,0.1365,0.063,,0
0.0,0.62,0.5,0.15,1.293,0.596,0.3135,,1
,0.565,0.455,0.13,1.058,0.439,,0.3,1
2.0,,0.525,0.175,,0.696,,,1
,0.525,,0.12,0.8665,0.2825,0.176,0.29,1
,0.575,,,0.9575,,0.1945,,1
0.0,0.395,0.295,0.095,0.2245,0.078,,0.08,1
,0.545,,,,0.272,0.1455,0.2765,1
,0.52,,0.155,,0.297,0.123,,1
0.0,,,,0.265,0.1075,,0.0865,1
