sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
0.0,0.555,0.445,0.175,1.1465,,0.244,,0
,0.475,0.355,,,0.279,,0.1325,0
2.0,0.56,,,0.9355,,0.1645,,1
1.0,0.375,0.28,0.085,,0.0855,0.0485,0.072,0
0.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,1
0.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,1
2.0,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,1
1.0,,0.255,0.08,0.187,,0.0505,0.058,0
1.0,0.31,0.24,0.09,,,0.0315,0.045,0
0.0,,0.44,0.155,0.9705,0.4315,0.263,,1
,,0.48,,1.0855,0.481,0.2575,,1
2.0,0.595,0.47,0.175,,0.382,0.2395,0.5,1
2.0,,0.455,,0.852,0.41,0.1725,0.225,0
0.0,0.72,0.55,0.2,1.9965,,0.469,0.5215,1
0.0,0.64,0.5,0.18,,0.593,,0.431,1
,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,1
2.0,,0.49,,,0.5275,0.2535,0.344,1
2.0,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,0
,,,0.115,0.379,0.162,0.091,,1
0.0,0.62,0.475,0.16,,,0.233,0.3275,1
1.0,,0.4,0.145,0.578,0.2545,0.1305,0.1645,0
,0.495,0.37,,0.4775,0.185,,0.169,1
,0.63,0.5,,1.22,,0.3,0.345,1
2.0,0.575,0.45,0.135,0.9215,,0.209,,1
,0.365,0.27,,0.1875,0.081,,0.058,0
1.0,,,0.09,0.2155,0.1005,0.049,0.0655,0
0.0,0.62,0.485,0.165,1.166,,0.238,0.355,1
0.0,0.605,0.475,0.145,1.0185,0.4695,0.225,,1
2.0,0.2,0.14,0.055,0.035,0.0145,0.008,,0
1.0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,0
0.0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,1
0.0,0.635,0.5,0.15,,0.6495,0.361,0.31,1
0.0,0.645,0.525,,1.4635,0.6615,0.3435,0.435,1
1.0,0.23,,0.05,0.057,0.026,0.013,0.016,0
2.0,0.585,,0.165,1.409,,0.229,0.295,1
1.0,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,0
2.0,0.615,0.475,0.155,1.0735,0.4375,0.2585,,1
,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,1
1.0,0.295,0.22,,0.1365,0.0575,0.0295,0.035,0
,0.57,0.445,0.145,0.7405,0.306,,,1
,,0.23,0.085,0.1695,0.079,0.026,0.0505,0
2.0,,0.515,0.165,1.4465,,0.298,0.3755,1
1.0,,0.25,0.095,0.2085,,0.0395,0.052,0
1.0,0.32,,,0.1575,0.07,0.0265,0.0425,0
0.0,0.675,0.51,0.185,1.473,0.6295,0.3025,,1
2.0,0.385,0.31,0.1,0.2845,0.1065,,0.1,1
1.0,0.28,0.215,,,0.063,0.0215,,0
,0.555,0.44,0.145,0.8815,0.43,0.1975,,0
0.0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,0
0.0,,0.42,0.13,,0.3125,0.1565,0.2035,0
2.0,,0.21,,0.1185,0.055,0.0285,0.04,0
,0.27,0.19,0.06,,0.0445,0.017,,0
,0.57,,0.16,0.8615,0.3725,0.2175,0.255,1
2.0,0.485,0.39,,,0.2945,0.103,,0
1.0,0.4,0.315,0.085,0.2675,,0.0585,0.0765,0
2.0,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,0
1.0,0.32,,0.09,0.183,0.098,0.0335,,0
0.0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,1
,0.55,0.45,0.175,1.0985,0.3765,,,1
1.0,0.53,0.415,0.145,0.944,0.3845,,0.265,1
1.0,0.385,,,0.2505,0.112,0.061,0.08,0
0.0,0.53,0.42,,0.828,0.41,0.208,0.1505,0
0.0,0.595,0.465,0.15,1.1005,0.5415,0.166,,0
0.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,,1
1.0,0.38,0.275,,0.2505,,,0.075,0
1.0,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,0
1.0,0.47,,0.12,0.487,0.196,,,0
,0.6,0.475,0.15,1.13,0.575,0.196,,1
1.0,,0.43,0.165,,,0.207,0.2725,0
,0.415,0.315,0.1,0.3645,,0.0795,0.095,0
,,0.34,0.135,0.495,0.1655,0.117,0.185,1
1.0,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,1
2.0,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,1
1.0,0.455,0.355,,0.452,0.2165,0.0995,0.125,1
,0.46,0.355,0.11,,0.215,0.082,0.13,1
0.0,,,0.125,0.765,0.33,0.2125,0.245,1
2.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,,1
0.0,,0.43,,0.834,0.367,0.2,0.23,0
2.0,0.685,0.55,0.2,,0.813,,,1
2.0,,0.45,0.14,,0.477,0.1605,0.2515,0
0.0,,0.46,0.155,0.957,0.4255,,,0
2.0,0.525,0.395,0.165,0.782,0.285,0.1405,,1
,0.68,0.515,,1.6115,0.8415,0.306,,1
2.0,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,1
,0.66,0.515,0.18,,0.54,,,1
0.0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,1
0.0,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,1
1.0,,0.285,,0.248,0.0935,0.066,0.07,0
1.0,0.45,0.33,0.105,0.3715,0.1865,,,0
,0.6,0.485,0.175,,0.4995,0.2815,0.38,1
2.0,0.5,0.375,,0.636,0.2535,0.145,0.19,1
0.0,0.58,,0.18,1.0515,0.4095,0.2595,0.276,0
2.0,0.47,0.37,0.13,0.5225,,0.133,0.165,0
,,,,1.362,0.6765,,0.3705,1
0.0,,0.555,0.205,1.925,0.713,0.358,0.4535,1
2.0,,0.55,0.2,1.8465,,0.472,,1
1.0,0.475,,0.115,0.498,0.2375,0.099,0.14,0
,0.35,0.265,0.11,0.209,0.066,0.059,0.075,1
0.0,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,1
2.0,0.445,,0.14,0.476,0.2055,0.1015,0.1085,1
,0.45,0.335,0.095,0.3505,,0.0625,0.1185,0
2.0,0.585,0.455,0.15,,0.4095,,0.2335,0
1.0,0.35,,,,,,0.068,0
1.0,0.565,0.43,0.15,0.8215,,,0.29,1
,0.465,0.355,0.11,0.474,,0.1005,0.12,0
0.0,0.505,0.405,0.16,0.6835,0.271,0.145,,1
0.0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,1
2.0,0.59,0.475,,0.9455,0.3815,,0.27,1
1.0,,0.22,0.065,0.096,,0.0205,0.03,0
0.0,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,1
1.0,0.535,,0.135,0.728,,0.1845,0.265,1
1.0,,0.285,0.1,0.2225,0.0865,,0.075,0
0.0,0.67,0.54,0.165,1.5015,0.518,,0.505,1
,0.42,0.31,0.1,0.2805,0.1125,0.0615,,0
0.0,0.63,0.51,0.185,1.235,0.5115,,0.3065,1
1.0,0.375,0.28,0.085,,0.187,,0.067,0
0.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,1
,0.335,,0.08,0.1695,0.0695,,0.0495,0
2.0,0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,0
,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,1
1.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,0
1.0,0.43,0.325,0.11,0.3675,0.1355,,0.12,1
0.0,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,1
2.0,,0.335,0.125,0.4475,0.2165,0.126,0.11,0
2.0,0.655,0.53,,1.388,,0.2735,0.41,1
2.0,0.64,0.515,0.165,1.369,0.632,,0.358,1
,,,,,0.6635,0.3845,0.353,1
,0.5,0.39,,0.5955,,,0.173,0
0.0,,0.59,0.22,1.662,0.77,0.378,,1
2.0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,1
0.0,0.62,0.5,0.15,1.293,,0.3135,0.354,1
1.0,,0.29,0.085,0.2285,,,0.075,0
,0.38,0.28,0.095,0.2885,,0.0435,0.067,0
2.0,,0.42,0.14,0.8745,,,0.25,0
2.0,,0.55,0.175,,0.6565,0.2985,0.375,1
,0.71,0.575,0.175,1.555,0.6465,,0.52,1
0.0,0.57,0.445,0.145,,0.412,0.217,0.22,0
0.0,0.64,,0.17,1.12,0.4955,,0.32,1
1.0,0.4,0.295,,0.252,,0.0575,,0
,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,1
2.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,1
,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,1
0.0,0.685,0.54,0.16,1.6675,0.833,0.3775,,1
,0.165,0.125,0.04,0.0245,0.0095,,,0
1.0,0.275,0.2,,0.096,0.037,0.0225,0.03,0
,0.67,0.505,0.16,,0.6255,0.311,0.308,1
1.0,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,1
0.0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,1
,,0.5,0.16,1.015,0.3995,0.1735,,1
0.0,0.595,0.47,,1.283,0.462,0.2475,0.445,1
1.0,0.53,,0.13,0.781,0.3905,,0.215,1
2.0,0.595,0.475,0.14,1.0305,0.4925,,0.278,1
1.0,0.55,0.425,,,0.339,0.176,0.21,0
,0.275,0.205,0.07,0.094,,0.02,0.0325,0
2.0,0.64,0.505,0.165,,,,,1
0.0,0.72,0.545,0.185,1.7185,0.7925,,0.468,1
2.0,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,1
1.0,0.235,,0.06,,0.022,0.0145,0.018,0
2.0,0.605,0.49,,1.3,0.517,0.3285,0.31,1
0.0,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,1
0.0,0.605,0.475,,1.056,0.433,0.2195,,1
,0.6,0.465,,1.193,0.5145,,,0
1.0,0.415,0.325,0.1,,,,0.105,1
0.0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,1
2.0,0.715,0.535,0.19,1.6755,0.889,0.313,,1
0.0,0.5,0.38,,,0.277,0.143,0.1785,0
2.0,0.65,,0.155,1.202,0.565,0.3135,0.294,1
,0.74,,,,0.9115,,0.446,1
1.0,,,0.105,0.3975,,,0.1175,0
2.0,0.61,0.475,0.175,1.024,0.409,0.261,0.322,1
0.0,0.65,0.545,,,0.59,0.326,0.495,1
0.0,,0.435,0.14,0.8085,0.3235,0.183,0.22,1
1.0,0.385,0.3,0.09,,0.1525,0.056,0.0835,0
2.0,0.275,0.2,,0.099,0.037,0.024,0.03,0
1.0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0
0.0,0.65,0.515,0.195,1.4005,0.5195,,0.44,1
2.0,0.635,,0.185,1.4065,0.684,0.3,,1
2.0,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,1
2.0,0.475,0.36,0.1,,0.1965,0.099,,0
2.0,0.495,0.395,0.135,0.6335,,0.1295,0.1495,0
,,,0.18,1.659,0.8715,0.2655,,1
2.0,0.45,,0.115,0.478,0.18,0.1185,0.155,1
2.0,0.425,0.35,0.105,0.393,0.13,0.063,0.165,1
1.0,0.33,0.225,0.075,,,0.0395,,0
,0.315,,0.09,0.1285,0.043,0.04,0.04,0
2.0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
1.0,0.525,0.4,0.13,0.6455,0.325,,0.17,0
0.0,0.695,,,,0.694,0.3005,0.44,1
2.0,,0.49,0.14,,0.419,0.206,0.315,1
2.0,,0.51,,1.155,0.4955,,0.385,1
1.0,,0.18,0.055,0.0555,0.0235,,0.018,0
,0.475,,0.115,,0.186,0.1025,0.21,1
2.0,0.67,0.525,0.17,1.4005,,0.3025,0.387,1
0.0,0.575,0.465,0.14,0.958,0.442,,,1
0.0,,0.44,0.15,0.8945,0.3145,0.151,0.32,1
1.0,0.4,0.315,,0.33,,0.068,,0
1.0,0.32,0.255,0.085,0.1745,0.072,0.033,0.057,0
0.0,0.58,0.45,0.155,0.93,0.385,0.246,0.265,1
1.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,1
1.0,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,1
2.0,,0.4,0.14,,,0.1575,,1
1.0,,0.215,0.075,0.116,0.037,0.0295,0.04,0
1.0,0.54,0.415,0.135,,0.3195,0.174,0.185,1
1.0,0.495,0.355,,0.4965,0.214,,,0
1.0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,0
0.0,0.7,,0.17,1.31,,0.314,0.42,1
2.0,0.6,0.48,,1.014,0.451,,,1
0.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,,1
0.0,0.675,0.54,0.21,1.593,0.686,,0.45,1
,,0.225,,0.155,,0.037,0.0365,0
2.0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,0
,,0.565,,1.751,0.895,,0.446,1
1.0,,0.355,0.115,0.4385,0.184,,,1
0.0,0.675,0.55,,1.6885,0.562,0.3705,,1
2.0,0.55,,,,0.4405,,0.225,1
,0.49,0.38,0.14,0.6385,0.2305,0.142,,1
1.0,0.5,0.4,0.12,0.616,0.261,0.143,,0
2.0,0.67,0.52,0.175,1.4755,0.6275,0.379,,1
0.0,,,0.165,,,0.2175,0.288,1
0.0,,0.515,0.165,1.3115,0.4945,,,1
1.0,0.415,,0.1,,0.167,,0.125,0
0.0,0.59,0.46,,0.9905,0.453,0.2205,0.275,0
1.0,0.475,,,0.5035,,0.091,0.14,0
1.0,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,0
2.0,0.385,0.305,,0.2775,0.109,0.0515,0.1,1
2.0,0.655,0.59,0.2,1.5455,0.654,0.3765,,1
1.0,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,0
0.0,0.72,0.525,0.18,1.445,0.631,0.3215,,0
1.0,0.43,0.345,0.115,,0.212,0.108,0.109,0
2.0,0.53,0.42,0.135,0.675,0.294,0.156,,1
0.0,0.56,0.455,0.19,0.714,0.283,0.129,0.275,1
0.0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,1
0.0,0.605,0.49,0.15,,,0.2525,0.35,1
,0.56,,0.145,,,0.1615,0.235,1
2.0,0.72,0.56,0.18,1.5865,0.691,,0.4425,1
,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,1
2.0,0.535,,0.155,0.7845,0.3285,0.169,0.245,1
,0.475,,0.135,0.592,,0.1645,0.2,1
1.0,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,0
1.0,0.63,0.49,0.17,1.217,0.5515,0.212,,1
2.0,0.57,,,1.02,,0.204,0.25,1
0.0,0.595,0.485,,1.2515,0.5035,0.2925,0.33,1
2.0,0.76,0.605,,2.173,,0.4915,0.646,1
,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,0
2.0,0.56,0.41,0.165,,,,0.3,1
1.0,0.435,0.325,0.11,0.367,,0.08,0.105,0
,0.63,0.49,,1.13,0.458,,,1
2.0,,0.515,0.195,1.5655,0.7345,,,1
1.0,0.315,0.23,,0.144,0.053,0.0305,0.04,0
,0.28,0.21,,0.0905,0.035,0.02,0.03,0
2.0,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,0
1.0,0.725,0.55,0.22,,0.7735,0.4405,0.655,1
0.0,0.37,,0.08,0.227,,0.0625,0.07,0
2.0,0.56,0.45,0.155,,0.3595,0.271,,1
1.0,0.66,0.525,0.215,1.786,0.6725,,0.4065,1
0.0,0.655,,0.16,1.494,0.6895,0.331,0.1825,1
2.0,0.62,0.48,,1.266,0.6285,0.2575,0.309,1
0.0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,1
2.0,0.665,0.535,0.225,,0.7535,0.391,0.885,1
2.0,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,0
0.0,0.57,0.45,0.165,0.903,,,0.295,1
1.0,0.36,0.275,,0.2335,0.095,0.0525,0.085,1
,0.535,0.415,0.185,0.8415,0.314,0.1585,,1
2.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,0
0.0,0.72,,0.18,1.52,0.637,0.325,,1
0.0,0.475,0.35,,0.487,0.194,0.1455,,1
1.0,0.385,,0.1,0.2755,0.1305,,0.0725,0
0.0,0.505,0.41,0.15,0.6345,0.243,,0.215,1
,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,0
2.0,0.685,0.55,,1.885,0.89,0.41,0.4895,1
2.0,0.645,0.525,0.16,1.5075,0.7455,,0.4325,1
2.0,0.5,,,0.721,0.3055,0.1725,0.22,1
2.0,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,1
0.0,0.58,0.46,0.15,1.1155,0.5575,0.2255,,0
,0.56,0.45,0.14,0.9,0.472,,0.218,0
2.0,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,1
,,0.27,0.105,0.271,0.1425,,0.0735,1
,0.52,0.405,0.14,,,0.146,,1
,0.58,,,0.953,0.475,0.2165,0.2095,1
2.0,0.63,0.495,0.16,,,0.221,0.315,1
2.0,0.64,0.495,0.165,1.307,0.678,0.292,0.266,1
,0.5,,0.165,0.825,0.254,0.205,0.285,1
2.0,0.54,0.42,0.12,,0.392,0.1455,0.2235,1
0.0,0.64,0.525,0.215,1.779,0.4535,0.2855,,1
2.0,0.48,0.365,0.13,,0.2405,,0.139,0
0.0,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,1
2.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,1
2.0,0.52,0.415,0.175,0.753,0.258,0.171,0.255,0
0.0,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,0
1.0,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,0
0.0,0.64,0.505,,1.2765,,0.328,,1
1.0,0.47,0.345,0.14,0.4615,,0.1105,0.116,1
0.0,,0.435,0.175,0.892,0.322,0.174,0.335,1
0.0,0.595,0.465,,1.026,0.4645,0.112,0.305,1
1.0,0.5,0.365,0.125,,0.229,0.103,,1
1.0,,,0.075,0.1785,0.0785,0.035,,0
