sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.29,,,,,,0.031,0
2.0,,0.6,0.23,,0.8105,0.4045,,1
2.0,0.64,,0.08,1.042,0.515,0.1755,0.175,1
,0.67,0.505,0.16,1.2585,,,0.308,1
,,0.575,0.195,2.1505,1.0745,0.382,,1
1.0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,0
0.0,0.585,,0.17,0.9945,0.4255,,0.2845,1
0.0,0.565,,0.13,1.058,,0.2645,,1
1.0,0.35,,0.09,0.2055,,0.0575,0.062,0
0.0,,0.46,0.145,1.1185,,0.2945,0.2985,1
2.0,,0.41,0.115,,,0.157,,1
2.0,,0.53,0.19,1.3185,,0.233,0.42,1
2.0,,,,1.065,0.5315,0.199,0.2885,1
,0.32,,0.06,0.129,0.0615,,0.0355,0
1.0,0.335,,0.095,,,0.0495,0.055,0
2.0,0.59,0.5,0.2,,0.412,,0.37,1
2.0,0.59,,0.165,,0.4525,0.2395,0.235,1
2.0,,,,0.4775,,0.0815,0.19,1
2.0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,0
2.0,0.78,0.6,,2.548,1.1945,,,1
1.0,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,0
2.0,0.65,0.51,0.19,1.542,,0.3735,0.375,1
1.0,0.43,0.34,0.12,,0.151,,0.1045,1
1.0,,0.45,0.125,0.78,0.3275,0.188,0.235,1
,0.6,0.475,0.18,,0.4345,,0.425,1
2.0,0.52,,,0.745,,0.157,,1
,,,0.155,1.2525,,,,1
1.0,,,0.085,0.1285,,,0.0365,0
1.0,0.59,,0.145,1.022,0.428,0.268,0.265,1
0.0,,0.48,0.195,1.1435,0.4915,0.2345,,1
0.0,0.58,,0.14,0.953,0.475,0.2165,,1
1.0,0.555,,0.145,0.6975,,,0.24,1
1.0,,0.335,0.11,0.383,0.1555,,0.135,1
1.0,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,0
0.0,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,1
0.0,0.635,0.52,0.165,1.3405,,0.296,0.412,1
1.0,0.575,0.45,0.135,0.8715,0.45,,,1
1.0,,0.43,0.15,0.783,0.345,0.1755,0.247,1
0.0,,,,,,0.274,0.322,1
,0.47,0.375,0.115,,,0.0755,,0
,0.515,0.42,0.135,0.6295,0.2815,,0.215,1
,,0.45,0.16,1.142,0.539,,0.307,1
2.0,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,1
,,0.49,0.18,1.227,0.48,0.287,0.35,1
,0.51,,0.145,0.5775,0.231,,0.177,1
0.0,0.49,0.4,0.145,0.6635,0.21,0.1295,,1
1.0,,0.17,,0.0515,0.019,0.012,0.017,0
0.0,,,0.1,0.4755,0.1675,0.0805,,1
2.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,1
1.0,,0.35,0.1,,,0.077,0.123,0
,,,0.095,0.378,,0.08,0.1045,0
,0.58,,,,0.3665,,0.245,1
2.0,0.635,0.48,0.19,1.467,0.5825,,0.42,1
,0.62,,,1.0855,,0.2575,0.305,1
2.0,,0.385,0.13,,0.343,,0.19,0
2.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,1
1.0,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,0
2.0,,0.335,,0.397,,,0.1035,0
,0.62,0.51,0.175,1.615,0.5105,,0.675,1
,0.49,0.365,,,0.165,,0.205,1
1.0,0.575,0.44,0.125,0.8515,0.4555,,,1
2.0,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,1
,0.66,,0.195,1.5655,0.7345,0.353,0.386,1
,0.625,,,1.4105,0.691,,0.3465,1
1.0,0.365,0.265,,0.2215,0.105,0.047,0.0605,0
