0,1,2,3,class
5.4,3.0,,1.5,1
4.5,2.3,1.3,0.3,0
4.9,3.1,1.5,0.1,0
,3.0,,1.4,1
6.7,3.0,5.2,2.3,2
4.9,,4.5,1.7,2
5.0,2.3,,,1
6.4,3.1,5.5,1.8,2
,3.3,,1.6,1
6.3,2.8,5.1,1.5,2
5.5,2.4,3.7,1.0,1
4.3,,1.1,0.1,0
,3.0,4.4,1.4,1
5.5,4.2,1.4,0.2,0
5.7,3.8,1.7,,0
6.0,,4.5,1.6,1
6.3,2.5,,1.5,1
5.1,3.3,1.7,0.5,0
4.7,3.2,1.6,0.2,0
5.2,2.7,,,1
,2.4,,1.1,1
6.1,2.9,,1.4,1
6.8,,4.8,1.4,1
5.6,2.8,4.9,2.0,2
,,5.6,2.4,2
7.2,3.0,5.8,,2
,2.8,5.1,2.4,2
5.8,2.7,,1.2,1
6.4,3.2,5.3,,2
,,,0.2,0
6.5,3.2,,2.0,2
5.0,3.0,1.6,0.2,0
4.9,3.6,,,0
4.8,3.1,1.6,0.2,0
,3.0,1.4,0.2,0
5.1,3.5,1.4,,0
,2.6,6.9,2.3,2
5.8,2.6,,1.2,1
5.7,,4.5,1.3,1
6.0,3.0,4.8,,2
7.3,,6.3,1.8,2
6.1,2.6,5.6,,2
,,,1.9,2
6.2,3.4,5.4,2.3,2
7.2,3.6,6.1,2.5,2
,3.5,,0.6,0
6.5,3.0,,,2
6.3,,5.6,2.4,2
,3.2,,,0
5.8,2.7,5.1,1.9,2
5.4,3.4,1.7,0.2,0
5.6,,,1.1,1
6.3,2.5,5.0,,2
,3.8,1.9,0.4,0
6.7,3.1,4.7,1.5,1
6.1,,4.7,1.2,1
6.1,2.8,4.0,1.3,1
4.7,3.2,1.3,,0
5.8,2.7,,1.0,1
5.1,3.5,1.4,0.2,0
5.4,3.9,1.7,0.4,0
,,4.0,1.3,1
4.8,3.4,1.6,0.2,0
6.6,2.9,4.6,1.3,1
5.0,3.3,,0.2,0
,,4.1,1.3,1
,2.3,,1.3,1
7.7,2.8,6.7,,2
,2.9,1.4,0.2,0
6.5,,,2.0,2
5.4,3.7,1.5,,0
5.9,,4.2,1.5,1
6.4,2.8,,2.2,2
6.0,,4.0,,1
,2.6,3.5,,1
5.4,3.9,10.283433828015218,0.4,0
6.1,3.0,4.9,1.8,2
7.6,3.0,6.6,2.1,2
8.430092249472331,2.7,-4.328893436975915,1.6,1
6.4,3.2,4.5,1.5,1
5.7,0.7029622047646789,4.1,1.3,1
5.0,2.0,-0.7816560123602554,2.710552227954001,1
5.7,3.0,4.2,1.2,1
8.618493659867266,3.1,-5.013787583326348,0.2,0
6.7,3.0,5.0,1.7,1
6.3,3.3,6.0,2.5,2
7.9,4.345419331420344,6.4,2.0,2
9.102195351560342,3.0,1.3,0.2,0
5.3,3.7,1.5,0.2,0
5.1,3.8,1.6,3.044549810402312,0
6.9,1.0768644487047014,5.1,2.3,2
5.9,3.0,0.0927169013971918,1.8,2
5.0,3.5,1.3,0.3,0
5.0,3.2,1.2,0.2,0
6.2,2.9,7.891682663524932,-0.6903431737240231,1
9.268518788823256,2.9,7.450173180586319,1.3,1
5.0,3.4,-0.9003031620160971,0.2,0
4.8,4.664148917716497,1.9,0.2,0
5.1,3.8,1.5,0.3,0
8.41828416509612,0.6591989062446245,4.4,1.2,1
6.9,3.2,5.7,-1.8590016123332809,2
1.694411519150278,2.2,4.5,1.5,1
5.6,3.0,-1.609319649251276,1.5,1
6.3,2.7,4.9,3.3447455479016597,2
2.3206615289391217,0.8630224972283838,-1.1629347353306452,1.5,1
