0,1,2,3,class
5.4,,,1.5,1
4.5,2.3,1.3,0.3,0
4.9,3.1,1.5,,0
,3.0,,1.4,1
6.7,3.0,5.2,2.3,2
4.9,,4.5,1.7,2
,2.3,,,1
6.4,3.1,5.5,1.8,2
,,,1.6,1
,2.8,,1.5,2
,2.4,3.7,,1
4.3,,1.1,0.1,0
,3.0,4.4,1.4,1
5.5,4.2,1.4,0.2,0
,3.8,1.7,,0
6.0,,4.5,1.6,1
,2.5,,1.5,1
5.1,,1.7,0.5,0
4.7,3.2,1.6,0.2,0
5.2,2.7,,,1
,2.4,,1.1,1
6.1,2.9,,1.4,1
6.8,,4.8,1.4,1
5.6,2.8,4.9,2.0,2
,,5.6,2.4,2
7.2,3.0,5.8,,2
,2.8,5.1,2.4,2
5.8,2.7,,1.2,1
6.4,3.2,5.3,,2
,,,0.2,0
6.5,3.2,,2.0,2
5.0,3.0,,0.2,0
4.9,,,,0
4.8,3.1,1.6,,0
,3.0,1.4,0.2,0
5.1,3.5,1.4,,0
,2.6,6.9,2.3,2
,2.6,,1.2,1
5.7,,,1.3,1
,3.0,,,2
7.3,,6.3,1.8,2
6.1,2.6,5.6,,2
,,,1.9,2
6.2,3.4,5.4,2.3,2
7.2,3.6,6.1,2.5,2
,3.5,,,0
6.5,3.0,,,2
,,5.6,2.4,2
,3.2,,,0
5.8,2.7,,1.9,2
,3.4,1.7,0.2,0
5.6,,,1.1,1
6.3,2.5,5.0,,2
,3.8,1.9,0.4,0
6.7,3.1,4.7,,1
6.1,,4.7,1.2,1
6.1,2.8,4.0,1.3,1
4.7,3.2,1.3,,0
5.8,,,1.0,1
5.1,3.5,1.4,0.2,0
,,1.7,0.4,0
,,,1.3,1
4.8,,1.6,0.2,0
6.6,2.9,4.6,1.3,1
5.0,3.3,,0.2,0
,,4.1,1.3,1
,2.3,,1.3,1
7.7,2.8,6.7,,2
,2.9,1.4,0.2,0
6.5,,,2.0,2
,3.7,1.5,,0
5.9,,4.2,1.5,1
6.4,,,2.2,2
6.0,,4.0,,1
,2.6,3.5,,1
5.4,5.582500243547791,-2.2584312255903076,0.4,0
6.1,3.0,4.9,1.8,2
7.6,3.0,6.6,3.535453450670338,2
1.9279595422557243,2.7,11.77000018821148,1.6,1
6.4,3.2,4.5,1.5,1
5.7,4.982417993896019,4.1,1.3,1
9.141872900025334,2.0,8.693005645611985,-1.1495527746676233,1
5.7,3.0,4.2,1.2,1
9.103051473140482,0.15758176477289,-2.941081232902022,0.2,0
9.516533410122067,3.0,12.05554022845004,1.7,1
2.02223287233397,3.3,6.0,5.243939047255441,2
7.9,4.770192712614831,6.4,2.0,2
3.433766938490513,3.0,1.3,0.2,0
5.3,3.7,1.5,0.2,0
9.665474731264215,3.8,1.6,-0.7821538236561126,0
6.9,5.468844861149319,5.1,2.3,2
3.7819987907279145,3.0,-2.6119858117587147,1.8,2
5.0,5.995863758104303,1.3,0.3,0
5.0,3.2,1.2,0.2,0
6.2,2.9,8.773054259599064,-1.5812754440991417,1
4.353537658098743,2.9,0.25765680529785184,1.3,1
5.0,3.4,-1.4395948206174392,0.2,0
4.8,6.0220698768302,1.9,0.2,0
5.1,3.8,1.5,0.3,0
10.266758569760794,5.071213773724433,4.4,1.2,1
6.9,3.2,5.7,4.3336178840325275,2
8.649544803554141,2.2,4.5,1.5,1
5.6,3.0,9.102663395636649,1.5,1
6.3,2.7,4.9,-1.2560504927865217,2
2.3166604939991355,1.5045346028197162,-4.8955145416808,1.5,1
6.9,3.1,11.188886412379677,1.5,1
7.1,3.0,8.28342398261835,2.1,2
6.9,5.227024764082577,-0.5711313128848068,-2.0703427691614915,2
6.8,3.0,5.5,4.036219910460012,2
3.967666230724026,3.5,1.5,0.2,0
4.9,3.1,1.5,4.482443229608334,0
3.80009844923462,3.3,5.7,2.1,2
2.2085404273341274,3.4,8.721212427592402,0.3,0
7.2,5.1463939647042505,-3.084648220834955,1.8,2
1.9951450916228604,2.8,-6.025605255455972,-2.535522323007177,2
6.7,1.1301236707468167,4.4,1.4,1
6.7,3.3,5.7,3.266646262687839,2
8.35907885843273,5.07894405579432,7.337399777381302,0.3,0
5.7,4.4,1.5,0.4,0
5.2,4.1,1.5,0.1,0
9.485365855446203,3.6,9.111463017964887,2.975599648875025,0
5.5,3.5,0.8296574769995648,-0.4044595280355472,0
9.124028051467777,0.3319878876379548,5.1,1.9,2
10.151881447908952,3.0,10.232835078524179,3.035359927209469,2
5.1,2.5,7.757085878939556,1.1,1
11.644088992785065,4.0,1.2,0.2,0
7.7,4.828444165738099,7.804101484914506,2.2,2
5.0,3.4,1.6,-0.0018335980105739225,0
9.612454368609102,2.2,5.0,1.5,2
7.7,3.0,6.1,-1.8065094471410275,2
6.7,4.940663528402789,5.8,1.8,2
6.0,2.9,4.5,1.5,1
5.7,2.9,4.2,4.267625770291238,1
5.6,1.3331101877836427,8.637329717174723,1.3,1
4.8,3.0,1.4,0.1,0
11.506706840012116,0.305022043206177,1.4,0.2,0
1.3690046232811752,4.67902789012206,-4.5400099124257105,1.8,2
5.6,4.710309304796418,3.6,1.3,1
5.1,3.7,1.5,0.4,0
5.2,3.4,10.103403132008708,0.2,0
3.1577540710537,5.440975459257142,3.3,1.0,1
2.649985407132493,2.3,12.010205765632227,1.3,1
6.2,2.8,4.8,-0.22281643643127835,2
3.8716070921148553,3.2,1.4,0.2,0
6.8,1.869774962033407,-0.5973354248813774,2.3,2
3.1296681424010546,2.5,5.0,3.3797442730891345,2
7.0,1.0828394106683212,4.7,1.4,1
5.4,1.025181186654536,7.891258540865032,0.4,0
5.9,1.0530997645327662,4.8,3.3273772342718284,1
9.78727447891976,2.7,5.3,4.061835787302773,2
