Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
1,6,4,12,5,5,3,4,1,67,3,0,1,2,1,0,0,1,0,0,1,0,0,1,0
2,48,2,60,0,3,2,2,1,22,3,1,1,1,1,1,0,1,0,0,1,1,1,1,1
4,12,4,21,1,6,0,3,1,49,3,1,2,1,1,0,0,1,1,1,1,0,1,0,0
0,42,2,105,-1,4,5,4,2,45,4,1,2,1,1,0,0,0,0,0,0,0,0,1,0
1,78,3,-22,1,3,3,0,4,53,3,2,2,1,1,1,0,1,0,0,0,0,0,1,1
4,36,2,91,5,6,3,4,4,35,3,1,2,2,1,0,0,1,0,0,0,0,1,0,0
4,24,2,104,3,5,3,4,2,53,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
-1,36,2,69,1,3,3,2,-1,35,3,0,1,2,0,0,1,1,0,1,1,0,0,0,0
6,-38,2,31,4,4,0,5,1,61,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0
-1,30,0,100,1,1,4,2,3,28,3,5,1,1,1,1,0,1,0,0,1,1,0,0,1
2,12,2,13,6,2,2,1,0,25,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
1,48,2,43,-2,2,4,0,2,24,3,1,2,0,1,0,0,1,0,0,0,1,0,0,1
2,12,2,16,-3,3,2,1,4,102,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
1,24,4,128,1,5,3,4,3,60,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1
1,15,2,14,1,3,2,4,3,28,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1,24,2,13,2,5,4,2,0,32,3,1,1,2,1,0,0,1,0,1,1,0,1,0,1
4,24,4,24,5,5,0,4,2,53,3,2,1,1,1,0,0,1,0,0,1,0,0,1,0
1,30,6,138,5,2,5,3,3,25,1,4,1,1,2,0,0,0,0,0,1,0,1,1,0
4,24,2,34,3,5,3,2,3,31,3,1,0,2,1,0,1,0,0,0,1,0,0,1,0
4,0,-1,-63,1,6,3,4,3,48,3,3,2,2,1,1,1,0,0,0,0,0,0,1,0
1,6,2,26,3,3,3,-1,1,44,3,1,2,1,1,0,0,1,0,1,0,0,0,1,0
1,10,4,22,1,2,3,3,1,48,3,6,2,1,2,1,0,1,0,1,0,0,1,0,0
2,12,4,18,2,2,3,4,2,44,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
4,10,4,21,5,3,4,1,3,26,3,0,0,1,2,0,0,0,1,0,1,0,1,1,0
1,6,2,14,1,3,3,2,1,36,1,0,1,2,1,1,0,1,0,1,1,0,1,0,0
4,3,0,4,1,5,4,4,3,15,3,1,1,1,1,0,0,1,1,1,1,0,1,0,0
3,12,1,4,4,3,2,3,1,42,3,2,2,1,1,0,1,1,0,1,0,0,0,1,0
2,7,2,135,1,7,3,2,1,87,4,1,1,1,1,0,0,0,1,0,0,0,0,1,0
4,60,3,-49,0,5,3,4,4,-4,3,2,0,2,1,0,0,1,0,0,1,0,0,1,1
2,18,5,19,4,2,4,3,0,36,1,1,2,0,1,1,0,1,0,0,1,0,0,1,0
1,24,2,40,1,3,3,2,3,27,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2,18,2,59,2,0,3,2,3,30,3,2,1,2,1,1,0,1,0,0,1,0,0,1,0
4,-19,4,13,5,5,3,0,4,57,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0
3,12,2,-56,0,2,0,1,0,33,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0
6,45,4,-36,1,2,3,2,2,17,3,2,1,1,2,0,0,1,1,0,1,0,1,0,1
4,70,4,61,1,3,3,6,0,31,1,1,1,2,1,1,0,1,0,0,0,0,1,1,0
4,60,2,115,8,3,3,2,-1,37,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1
3,10,2,12,1,3,3,2,3,37,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0
2,9,2,5,1,-1,0,4,1,14,3,1,1,1,1,0,0,0,0,1,1,1,0,1,0
4,30,2,23,0,5,0,2,3,30,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
2,12,2,0,3,3,1,-1,5,26,3,1,1,2,1,0,0,1,0,0,1,0,0,1,0
2,18,0,62,1,3,3,4,1,44,3,0,0,2,1,0,1,1,0,1,1,0,1,0,0
1,30,-2,62,2,4,5,4,3,24,3,4,1,1,1,0,1,1,0,1,0,0,0,1,0
1,89,4,61,1,5,2,4,4,76,2,0,1,1,1,0,1,1,0,0,0,0,1,0,1
4,11,-1,-28,5,2,2,0,4,35,3,2,1,1,1,1,0,1,1,0,1,0,0,0,0
4,36,2,23,3,-1,3,5,3,89,0,1,1,1,2,0,0,1,0,0,1,0,0,1,0
0,6,2,-66,3,1,2,2,2,93,3,1,1,2,2,0,1,1,0,1,1,1,0,0,0
4,11,4,-8,1,3,3,4,2,39,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0
5,12,5,21,2,3,2,5,1,28,3,1,0,0,2,0,0,0,0,0,1,0,0,1,0
2,24,3,23,5,0,0,2,2,29,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4,27,3,60,1,5,3,2,3,30,3,2,1,2,1,0,1,1,0,0,1,0,0,0,0
5,12,2,103,1,3,3,2,3,25,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0
4,18,2,34,5,3,3,1,5,31,3,0,2,0,1,0,1,1,0,0,1,0,0,1,0
2,36,3,22,1,0,3,4,4,57,1,2,1,2,1,1,0,1,0,0,0,0,0,1,1
4,6,1,8,5,5,3,4,1,26,2,1,2,1,1,0,0,0,0,1,1,0,1,0,0
2,12,-1,65,5,1,6,1,4,52,3,1,1,2,1,0,0,0,0,0,1,0,0,1,1
4,36,4,96,6,3,2,2,3,31,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0
3,18,2,-17,8,0,2,2,3,23,3,1,2,1,1,1,1,1,0,1,0,0,0,1,0
1,36,4,-45,1,2,2,4,4,23,3,2,1,2,1,0,0,0,1,0,0,0,0,0,1
2,-4,2,14,1,3,4,1,1,99,1,5,1,2,2,0,0,1,0,0,1,0,0,1,0
2,15,4,15,5,5,3,4,1,16,3,2,0,2,1,0,0,0,0,0,1,1,0,1,0
2,36,0,20,-1,5,3,4,4,61,3,1,1,0,1,0,0,1,0,0,0,0,0,1,1
4,24,2,32,1,2,2,4,2,26,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
4,27,2,98,5,5,5,4,2,48,3,4,2,2,1,0,0,1,0,0,1,1,0,1,0
4,12,2,22,1,2,2,2,3,105,4,1,2,1,1,0,0,1,0,0,1,0,0,1,0
2,12,2,10,4,0,-1,1,1,78,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,67,2,18,1,3,3,4,4,37,2,1,2,2,0,0,0,1,0,0,0,0,0,1,1
4,36,2,24,5,3,2,4,3,25,3,1,1,1,1,0,0,1,0,0,1,0,1,1,0
4,36,2,81,1,3,2,4,0,30,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
5,7,0,7,5,5,3,0,2,46,3,2,1,2,1,0,1,1,0,0,0,1,1,0,0
4,8,4,12,1,5,3,4,4,51,1,0,2,2,1,0,0,1,0,1,0,0,1,0,0
2,74,4,60,0,4,2,1,1,99,1,2,1,2,1,1,0,1,0,0,0,0,1,0,0
7,36,2,20,5,5,3,4,4,40,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1
1,-42,4,15,1,5,3,4,4,66,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0
1,95,2,40,7,2,3,3,3,74,3,4,1,1,1,0,0,1,0,0,1,0,0,1,1
2,-14,4,48,1,4,3,4,2,51,3,1,1,1,2,1,1,1,0,0,0,0,0,0,0
4,54,0,94,5,3,0,2,2,39,3,1,2,1,0,0,1,1,0,0,1,0,1,0,0
6,3,2,38,1,2,4,0,2,22,3,1,0,1,1,1,0,1,1,0,1,0,0,1,0
4,24,2,101,5,2,2,1,4,44,3,2,1,2,1,0,0,1,0,1,1,0,0,1,1
4,15,2,12,-1,6,3,3,4,47,2,4,1,2,1,0,0,0,0,0,1,0,0,1,0
4,18,2,16,7,3,2,4,2,24,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0
0,24,2,121,1,5,2,4,1,58,3,0,1,2,1,0,1,0,0,0,1,0,1,1,0
1,10,2,23,1,5,3,4,1,52,3,1,1,0,1,0,0,1,0,1,1,1,1,0,0
4,12,4,14,1,3,2,2,0,29,3,2,1,2,1,0,0,0,0,0,1,1,0,0,0
2,-3,4,13,1,2,2,1,2,27,3,2,1,0,1,0,0,1,0,0,1,0,0,1,0
1,-16,2,22,2,4,3,6,3,30,3,1,2,2,1,1,0,1,0,0,1,0,0,0,0
1,12,0,145,1,4,3,3,1,28,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1
4,12,6,6,1,5,5,4,1,56,3,1,0,1,1,0,0,0,0,0,1,0,0,1,0
1,102,4,14,8,5,3,3,1,-9,3,1,1,0,1,0,1,1,0,0,1,0,0,1,0
4,12,4,8,5,0,2,3,2,33,1,1,2,1,2,0,0,1,0,0,1,0,1,0,1
3,-16,4,36,5,5,3,4,4,20,4,2,1,1,1,0,0,0,1,1,0,0,0,1,0
2,12,2,116,4,5,3,4,1,54,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0
4,12,4,20,5,4,2,2,3,61,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0
2,18,-1,26,2,3,5,4,3,84,3,1,1,0,2,0,0,1,0,0,1,0,0,1,0
2,36,-1,23,1,5,3,4,1,36,0,5,1,1,1,0,0,1,0,0,1,0,0,1,0
2,20,3,71,5,4,3,4,2,36,1,2,2,0,1,0,1,1,0,1,0,1,0,0,0
6,24,2,131,2,5,4,4,1,8,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0
2,36,2,23,1,0,3,4,3,24,3,1,1,1,2,0,0,1,0,1,0,0,0,1,0
4,-9,3,9,1,3,2,2,1,-2,3,1,0,2,1,0,0,1,1,0,1,0,0,1,0
2,-13,4,116,1,0,3,3,4,35,3,5,1,2,1,0,0,0,0,1,0,0,0,1,0
4,12,2,24,5,0,4,4,3,97,3,5,2,2,1,1,1,1,0,1,0,0,0,1,0
4,-7,1,65,-1,5,3,4,4,39,1,2,0,2,1,1,0,1,0,0,0,0,0,1,1
2,93,0,61,1,4,3,0,6,32,4,1,2,1,1,1,0,1,0,0,1,0,0,1,0
1,24,2,77,5,2,2,2,0,30,3,0,1,2,2,0,0,1,0,0,1,0,0,1,0
2,14,2,-46,3,5,4,5,1,35,3,1,1,2,1,0,0,0,0,0,1,1,0,0,0
2,6,3,14,2,5,4,2,3,31,1,2,0,1,2,0,0,1,0,0,1,1,1,1,0
3,100,5,4,1,-1,2,4,2,23,3,1,1,0,1,0,1,1,0,1,1,0,0,1,0
2,18,-2,159,1,4,3,3,-1,106,3,1,1,1,1,1,1,1,0,1,0,0,1,0,0
4,36,4,79,1,3,2,-1,1,25,2,2,1,2,1,1,0,1,0,0,1,0,1,1,1
1,12,2,17,3,5,4,1,1,35,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0
4,48,4,36,5,0,3,1,1,47,3,5,1,0,1,0,0,0,0,1,1,0,1,1,0
1,42,5,72,5,4,2,-1,3,30,3,1,1,2,1,0,1,1,0,1,1,1,0,0,1
1,10,4,21,5,0,2,3,1,27,3,4,1,1,2,0,0,0,1,1,0,0,0,1,0
1,33,4,43,3,3,2,4,3,23,3,2,1,1,1,0,0,1,1,0,1,0,0,1,1
-1,12,4,24,3,6,0,4,3,36,3,1,1,2,1,1,0,1,0,0,1,1,0,0,0
1,21,2,18,1,3,0,4,1,25,3,2,1,2,0,0,0,0,0,0,1,0,0,1,1
4,24,4,39,1,5,2,2,3,41,3,2,1,2,1,0,1,1,0,0,0,0,0,0,0
4,12,2,18,1,3,3,2,1,24,3,4,2,1,2,0,0,1,0,1,0,0,1,0,0
0,10,4,8,1,5,3,4,4,63,3,4,1,2,2,1,1,1,0,0,0,0,0,0,0
-1,18,0,19,5,2,0,3,1,27,3,0,1,1,1,0,0,1,0,1,0,0,0,1,1
1,12,5,21,1,3,3,2,6,85,3,2,1,1,1,1,1,1,0,0,1,0,1,1,0
1,12,2,7,1,3,4,2,1,40,3,1,1,1,1,0,0,1,0,0,1,0,1,1,0
2,12,-2,6,1,3,3,2,3,30,-1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
2,12,-2,19,1,1,3,2,3,34,3,2,1,2,0,0,1,1,0,0,1,0,1,0,0
1,81,6,125,1,3,2,2,0,10,3,2,1,0,1,1,0,0,1,0,1,0,1,1,1
2,-19,2,85,5,4,0,2,3,-6,3,4,0,1,1,1,0,0,0,0,1,0,1,1,0
1,36,3,154,1,3,3,3,5,29,2,1,1,2,1,0,0,1,0,0,1,0,1,1,1
4,15,2,27,1,2,3,6,2,27,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0
5,-23,2,20,1,3,0,4,0,47,1,2,0,1,1,0,0,1,0,0,0,0,0,1,0
4,12,4,-24,5,5,2,2,1,38,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0
4,27,3,86,4,3,0,2,5,27,3,2,1,1,0,0,1,1,0,0,1,0,0,1,0
2,12,2,8,3,-1,3,3,1,66,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1
2,15,4,27,5,4,3,2,1,35,1,3,2,2,0,0,0,0,0,0,1,0,0,1,0
5,12,2,19,1,3,2,2,3,44,3,1,1,2,0,0,0,1,0,1,1,1,0,0,0
3,78,2,7,4,2,4,2,1,-2,3,1,1,1,2,1,0,1,0,0,1,1,0,0,0
0,36,2,48,0,2,2,1,4,81,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0
1,27,2,34,1,3,3,2,5,27,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0
-1,18,2,-32,1,3,3,2,3,22,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
4,21,5,23,1,2,4,4,2,23,3,1,0,2,1,0,0,1,0,0,1,0,0,1,0
4,48,-1,36,2,4,3,0,3,78,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
1,6,4,9,7,5,2,4,4,39,3,2,1,2,2,1,0,1,0,0,1,0,0,1,0
4,12,4,7,2,4,2,3,3,51,3,4,1,2,2,1,0,1,0,0,0,0,0,1,0
1,36,4,102,8,3,3,0,2,28,3,2,1,1,2,1,0,1,0,0,1,0,1,1,0
4,18,4,16,4,5,3,6,3,46,3,2,1,1,2,0,0,1,0,0,0,0,0,1,0
-1,6,2,13,2,0,3,4,4,42,3,1,2,2,2,0,0,1,0,0,0,0,0,1,0
4,10,0,19,1,3,0,4,2,38,4,1,1,2,2,0,0,1,0,0,1,0,0,1,0
3,36,2,58,7,3,3,6,3,24,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
0,24,4,78,8,5,2,4,-1,29,3,1,1,2,1,0,1,1,1,1,0,0,0,1,0
2,-18,3,70,2,4,3,4,3,36,3,0,0,2,1,0,0,1,0,1,0,0,0,0,0
5,12,2,13,1,3,5,4,5,20,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
1,9,4,13,2,5,3,4,1,48,3,5,2,1,2,0,0,0,0,0,1,1,0,1,0
1,12,1,3,1,-1,4,0,3,45,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
6,24,0,128,5,4,4,3,3,38,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0
4,6,4,123,5,0,3,2,4,-1,3,2,3,2,1,0,1,1,0,0,1,1,1,0,0
4,85,4,29,2,5,3,4,1,36,3,1,2,2,1,0,0,1,0,0,1,0,0,1,0
4,18,4,11,1,2,2,1,2,30,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0
4,15,2,13,3,4,3,3,0,75,3,2,1,2,1,0,0,1,0,0,1,0,0,1,0
2,10,2,73,0,0,3,4,4,70,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0
4,-16,2,9,3,-1,3,4,2,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0
4,6,2,139,3,3,3,2,0,-10,3,1,1,2,1,0,0,1,0,0,1,1,0,1,0
1,75,2,11,1,1,0,2,3,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1
0,63,2,16,4,2,2,0,4,20,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0
4,-23,2,40,1,4,0,4,2,25,3,1,0,2,1,0,0,1,0,1,0,0,0,1,0
6,24,4,19,-1,5,4,4,1,31,3,2,1,2,1,0,0,1,0,0,1,0,1,1,1
5,-12,0,10,1,-1,3,0,0,90,3,2,2,1,1,1,0,1,0,1,0,0,0,1,1
4,12,2,8,1,3,2,1,1,26,3,1,1,2,1,0,1,1,0,0,1,0,0,1,0
2,76,3,21,7,1,2,2,2,34,3,1,1,3,2,0,1,0,0,0,1,0,0,0,1
4,8,-1,14,7,3,0,2,5,33,3,1,0,1,2,0,0,0,0,0,1,1,0,1,0
1,-35,3,34,1,2,3,4,2,26,3,2,1,2,0,0,0,1,0,0,1,0,0,1,1
4,30,1,75,5,1,0,1,-1,53,1,5,1,2,1,0,1,0,0,0,1,0,0,0,1
1,12,2,2,1,3,1,-1,3,42,3,0,1,1,1,1,0,1,0,0,1,0,1,1,0
1,6,4,-52,7,7,3,0,3,52,3,2,1,1,2,0,0,1,0,1,1,0,0,1,0
4,12,2,20,5,4,0,2,3,31,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0
