Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
7,6,4,-51,-3,5,3,0,1,67,3,6,1,2,2,1,1,1,0,0,1,0,0,1,0
7,66,0,-43,1,6,6,2,1,22,3,5,2,1,0,1,0,1,0,0,1,0,0,1,1
4,12,4,21,1,4,0,5,5,49,3,1,2,1,0,0,0,1,1,0,1,0,0,0,0
1,42,6,79,8,4,3,4,2,45,3,1,2,0,2,0,1,1,0,1,0,0,0,1,0
1,24,3,49,1,3,3,4,0,91,3,2,2,1,0,1,0,0,0,0,0,1,0,1,1
4,75,2,91,0,-3,0,-1,4,6,3,1,2,2,0,0,1,1,1,0,1,0,1,0,0
4,24,-3,28,0,6,3,4,2,53,0,1,2,1,1,1,0,0,0,0,1,1,1,1,0
0,68,2,118,-1,0,3,2,4,35,3,0,2,2,2,0,1,1,1,1,0,1,0,0,0
4,-42,2,31,9,0,1,7,-1,61,-1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
0,30,4,52,7,6,4,0,-1,16,3,2,1,1,1,1,0,1,1,0,1,0,0,0,1
5,120,2,-94,1,2,2,-1,3,25,4,1,1,2,2,1,0,0,0,1,0,0,1,1,1
4,48,2,43,-4,5,0,0,6,107,0,4,1,1,1,0,0,1,0,1,0,0,0,0,1
2,12,2,136,1,6,0,1,6,91,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0
1,95,-1,12,-1,5,3,4,5,133,-2,5,1,2,2,1,1,1,0,0,1,0,1,1,1
1,-18,4,14,0,3,5,5,3,-15,3,6,0,0,2,1,0,0,0,1,1,0,1,1,0
0,24,2,136,0,3,4,0,0,32,3,4,3,1,0,0,0,0,0,0,1,1,0,0,1
-1,24,-2,138,-1,5,3,6,0,53,3,2,2,1,1,1,0,1,1,0,0,0,0,1,0
1,80,0,81,5,2,3,3,3,146,1,6,3,0,2,1,0,1,0,0,1,0,1,0,0
0,24,2,34,3,5,0,5,3,9,4,6,2,2,2,0,0,1,0,0,1,0,0,1,0
4,9,4,21,1,3,5,4,0,48,4,3,2,2,1,1,0,0,0,0,0,1,1,0,0
-1,6,0,105,-2,-1,6,3,-2,44,0,1,2,3,0,0,0,1,0,0,0,0,0,1,0
6,61,4,22,1,8,4,-2,1,48,0,2,0,3,2,1,0,0,0,1,1,0,1,0,0
2,67,4,103,-1,5,4,6,2,78,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0
-1,-43,4,-63,0,3,4,0,-1,126,0,2,1,1,2,0,0,1,0,0,1,0,0,1,0
1,6,6,14,7,3,3,4,1,36,1,1,3,2,1,0,0,1,1,0,1,1,1,1,0
4,6,7,174,-2,5,0,4,3,39,0,6,2,2,2,0,0,1,0,0,0,0,1,0,0
3,-8,4,4,5,7,2,3,1,86,0,4,1,1,3,1,0,1,0,1,0,0,1,1,0
2,109,7,24,-2,6,0,0,1,84,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0
0,60,-1,68,1,6,3,0,4,63,3,4,1,0,2,1,0,1,1,0,1,0,0,0,1
2,61,2,106,-3,2,6,3,0,36,1,1,2,0,1,0,0,1,1,1,0,0,1,1,0
1,-16,2,40,-2,6,0,4,0,27,2,1,0,2,2,0,0,1,1,0,1,0,0,1,0
4,77,2,127,7,-3,-1,2,3,80,0,4,0,0,1,1,0,1,0,1,1,0,0,1,0
-1,12,6,13,5,5,3,6,4,57,0,1,2,1,2,0,0,1,1,1,0,0,1,0,0
3,-58,2,-7,-3,7,2,1,2,33,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0
2,-73,4,122,1,2,5,-2,6,77,3,0,1,2,0,0,0,1,0,0,0,1,1,0,1
-1,-18,-1,97,0,-1,3,0,4,122,0,1,3,2,2,0,1,1,0,0,0,1,0,1,0
3,-14,5,152,5,7,3,0,1,37,-1,1,3,0,1,0,0,0,1,1,1,0,1,1,1
3,99,0,210,1,3,3,0,5,115,-1,4,1,2,2,0,0,1,1,0,0,0,0,1,0
2,60,2,187,1,-1,4,0,4,3,3,5,0,1,2,0,0,1,0,0,0,1,1,1,0
5,30,2,23,8,5,3,2,6,-7,4,0,1,1,3,0,0,1,0,0,0,0,0,0,0
2,91,2,12,6,0,1,1,3,-39,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
2,18,4,62,0,3,3,4,0,44,4,1,2,0,2,1,0,0,0,1,1,0,1,1,0
0,30,-1,62,2,-2,4,6,3,24,5,5,1,0,3,1,0,1,1,1,0,1,0,1,0
1,48,4,61,1,6,6,4,4,-24,4,2,1,1,1,0,0,1,1,0,0,0,1,1,1
4,11,-2,191,1,6,0,0,3,-2,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
7,36,0,23,5,0,0,5,3,39,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
