Unnamed: 0,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,class
1,6,4,214,5,5,6,4,1,101,3,2,2,3,2,0,0,0,0,0,1,0,1,1,0
2,-69,2,139,8,5,2,2,1,22,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
4,82,-2,177,1,-2,6,0,1,81,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0
1,42,2,120,1,4,3,4,0,45,3,6,2,3,3,0,0,0,1,0,0,0,0,1,0
1,-16,3,49,1,3,3,6,4,53,3,2,2,1,1,1,0,1,0,0,1,0,0,1,1
4,-3,2,91,5,3,3,6,0,83,5,1,2,0,2,0,1,1,0,0,0,0,1,1,0
4,-58,6,148,0,5,3,0,0,53,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0
5,36,2,69,-1,-2,0,2,4,-9,3,1,2,3,0,1,0,1,0,1,1,0,0,1,0
0,-49,6,124,8,6,1,5,1,61,0,1,1,2,1,0,0,1,0,1,1,0,1,0,0
6,119,4,52,1,1,4,4,7,80,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1
2,12,2,-69,0,2,2,4,3,120,3,0,1,1,1,1,0,1,0,1,1,1,0,1,1
1,87,2,43,8,2,2,6,2,-4,4,1,0,3,2,0,0,0,0,1,0,1,0,1,1
0,105,-2,181,1,-1,4,0,3,83,3,5,2,0,2,0,0,1,0,0,1,1,1,0,0
4,-12,4,12,1,0,3,4,0,121,4,2,1,1,1,0,1,1,1,0,0,0,0,0,1
1,-22,2,14,9,0,-1,4,3,79,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0
5,-13,9,13,9,0,2,4,4,-4,4,1,0,2,1,0,0,1,1,0,0,0,1,0,1
5,24,4,24,-2,5,0,4,4,53,3,4,0,2,2,0,0,1,0,0,0,0,1,1,0
0,105,0,131,5,2,4,3,0,99,4,4,3,0,2,0,0,1,0,0,0,0,0,0,0
4,-19,4,108,6,-2,3,5,3,31,4,0,2,2,2,0,0,1,0,1,1,0,0,1,0
4,9,4,21,1,3,5,4,3,48,3,3,0,2,1,1,1,1,0,1,0,0,0,1,0
4,6,2,150,3,3,3,3,1,123,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0
1,-27,4,-23,1,2,0,0,-2,48,3,0,0,3,2,0,0,1,0,1,1,0,1,0,0
7,-60,-3,-2,5,6,0,4,5,44,3,1,0,3,1,0,1,1,0,0,1,1,0,0,0
4,10,4,140,-1,3,7,1,7,12,3,0,1,1,2,1,0,1,0,0,1,0,0,1,0
1,-17,6,14,6,3,6,-1,1,101,4,1,2,3,0,0,0,1,0,0,0,0,1,0,0
4,6,0,109,1,6,-2,4,7,-24,3,1,2,0,1,0,0,1,0,0,1,1,1,1,0
0,12,-3,4,4,-2,2,3,1,42,5,5,0,1,1,1,0,1,1,1,1,0,0,1,0
0,7,2,24,0,-1,3,0,-2,34,3,4,1,0,0,0,0,0,0,0,0,1,0,1,0
0,60,3,-27,-1,5,3,0,6,81,3,2,1,2,0,1,0,0,1,0,0,0,0,1,1
4,104,-2,19,0,5,0,3,5,36,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,73,2,40,7,3,4,2,5,0,0,-1,0,1,2,0,1,0,1,1,1,1,0,1,0
2,72,2,-18,2,0,6,2,4,2,3,7,2,2,1,0,0,0,0,0,1,1,0,1,0
4,12,4,13,5,0,3,4,-1,57,3,5,2,1,1,0,0,1,0,0,1,0,0,0,0
5,12,4,15,8,2,2,5,5,33,1,-1,1,0,2,0,0,1,0,0,1,0,0,1,0
0,116,6,-31,1,2,3,2,2,103,3,2,0,2,3,0,1,0,0,0,1,1,1,0,1
0,110,4,61,9,3,0,7,4,1,0,1,1,3,1,0,0,1,0,0,1,0,0,1,0
5,18,4,21,5,3,4,0,0,37,2,6,1,0,0,0,0,0,1,0,0,0,0,1,1
5,10,2,-38,1,6,3,5,3,37,3,1,1,2,2,1,1,0,0,0,1,0,0,1,0
0,115,-2,5,9,0,5,3,1,-16,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0
5,99,5,209,6,6,3,0,-1,30,0,5,1,0,2,0,0,1,0,0,1,0,0,1,0
2,12,2,-35,-1,3,0,-1,5,82,-2,1,1,2,0,1,0,1,0,0,0,0,0,1,0
4,-15,3,62,1,9,3,4,0,111,3,5,2,0,0,0,0,1,0,0,0,0,1,1,0
1,0,6,139,2,4,4,4,5,24,3,0,1,0,1,0,1,1,1,1,0,0,0,0,0
6,-15,4,-44,0,5,-1,4,6,58,2,-1,1,3,0,0,0,1,0,0,0,0,1,0,1
4,11,0,117,9,6,5,4,3,35,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0
4,-24,2,23,10,5,0,4,3,109,-1,4,0,1,1,1,1,1,0,1,1,0,0,1,0
1,-48,5,-25,3,8,5,4,0,85,4,0,0,0,2,0,1,1,0,1,0,0,0,1,0
4,11,-1,72,10,3,3,4,2,39,4,-1,1,1,2,1,0,0,0,0,1,0,1,0,0
6,12,6,157,0,0,0,2,1,110,0,-2,2,3,1,0,1,0,1,0,1,1,1,0,0
2,-37,6,112,5,9,5,0,2,29,1,4,2,0,0,0,1,1,0,1,1,0,0,0,0
2,27,5,60,-3,8,3,0,3,30,3,2,0,2,2,0,1,1,0,0,1,0,0,0,0
4,12,4,136,5,-5,3,0,3,19,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0
0,101,6,34,9,-2,4,0,5,-19,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0
0,36,7,22,0,0,0,4,4,-27,1,4,2,2,1,1,0,1,0,0,0,0,0,0,1
6,6,4,-41,-2,6,7,2,0,13,3,1,0,0,1,1,1,0,1,1,1,0,1,0,0
5,104,2,126,5,0,4,0,0,-61,3,-2,1,3,2,0,0,1,0,0,0,1,0,0,1
4,36,4,-29,1,3,2,7,3,31,3,4,0,2,1,1,0,0,0,0,1,1,1,1,0
5,-56,6,20,1,8,5,2,-2,23,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0
0,36,7,-55,-2,6,5,4,0,6,3,5,1,2,1,0,0,0,1,1,1,0,0,0,1
2,87,5,14,-1,-3,-1,1,0,8,0,0,1,2,0,1,1,1,0,0,1,1,1,0,0
2,15,4,-3,5,5,4,4,1,50,3,5,1,0,1,1,1,0,1,0,1,0,0,1,0
6,79,6,20,1,5,6,4,4,-36,6,4,1,2,0,1,0,0,0,1,0,1,0,0,1
4,24,2,143,6,2,2,4,4,83,-1,1,0,0,1,0,0,0,1,0,1,0,1,0,0
4,27,2,-76,0,5,3,4,0,48,4,-1,2,0,1,1,0,1,0,0,0,0,0,1,0
0,78,2,22,7,10,5,6,5,-11,0,-1,1,3,1,0,1,1,1,0,0,0,0,0,0
2,12,-3,-29,5,3,4,1,1,16,3,1,2,0,2,1,0,1,0,0,0,1,0,0,0
