Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
4.0,,10.0,,10.0,0.0,,,,39.0,1
4.0,0.0,,,,,,,,39.0,0
,4.0,,,,0.0,4.0,1.0,60.0,39.0,1
,,,,,0.0,,,,,1
,4.0,11.0,,4.0,0.0,4.0,1.0,,,1
2.0,,,5.0,,,,,,26.0,0
2.0,4.0,12.0,,,,,1.0,40.0,39.0,1
,7.0,12.0,,10.0,5.0,4.0,0.0,,,1
2.0,4.0,11.0,,12.0,0.0,,1.0,50.0,39.0,0
2.0,,,,4.0,0.0,,,50.0,39.0,1
,4.0,11.0,0.0,3.0,,,,,,0
,4.0,15.0,2.0,,,,1.0,,39.0,1
2.0,4.0,11.0,,,0.0,,1.0,,39.0,1
0.0,4.0,2.0,4.0,11.0,,,0.0,45.0,39.0,0
,4.0,,,,5.0,,,30.0,39.0,1
,4.0,15.0,0.0,1.0,4.0,,,40.0,39.0,0
2.0,4.0,15.0,4.0,,,,0.0,,39.0,1
2.0,2.0,15.0,0.0,,,,,30.0,,0
2.0,,9.0,2.0,1.0,,,0.0,,39.0,1
2.0,4.0,9.0,5.0,13.0,4.0,4.0,0.0,40.0,,0
,,11.0,4.0,8.0,4.0,2.0,,40.0,39.0,0
,4.0,5.0,4.0,3.0,1.0,4.0,1.0,40.0,39.0,0
,,,,9.0,1.0,4.0,0.0,,26.0,0
1.0,,9.0,,10.0,,,,,,0
2.0,,11.0,2.0,1.0,5.0,4.0,0.0,,,1
2.0,4.0,15.0,2.0,4.0,0.0,1.0,,55.0,39.0,0
2.0,4.0,8.0,,5.0,0.0,,,40.0,,1
0.0,,15.0,4.0,14.0,,4.0,,,,0
4.0,6.0,,,,,4.0,,,,0
,,,2.0,,,,,,39.0,1
2.0,,,0.0,,1.0,,,70.0,,0
2.0,,8.0,0.0,,,4.0,,,39.0,0
4.0,4.0,,,4.0,0.0,,1.0,50.0,,1
4.0,,,,12.0,0.0,4.0,,,,1
