Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
69354,2610.9202437149006,373.5001394359256,90.98531062334865,2.7446210954646553,0.7722110353952817,369981,839.9323326609353,0.49690739884570556,0.9804071246819338,0.5802926389076991,0.6446240852726799,0.009998113536095428,0.001331064832467,0.6329947327278372,0.9962676709890208,0
346924,481.85650371317035,1001.3780833018436,242.33685060330265,1.5994575464061158,-0.019955730923734538,74965,306.24218910219184,0.45902562880371084,1.0052505689879865,0.7860617076665206,1.2367657852064289,0.0022862150645622512,0.006638996041453712,1.1791573525331478,0.9591888174860791,0
70924,1079.045,122.41706165898711,232.68399787455573,1.680419169092887,0.18060134430853292,481242,612.1808233774674,0.8273432487605716,0.984535939365335,1.0431525719054004,0.7685418576988189,0.009398594081203148,0.0011864263644046,0.5906565870351516,1.0226378258612876,0
413050,2609.8930535358545,319.51590409274365,232.96705738624811,1.3715068030541404,-0.29996941823761325,59309,-19.47039994673099,0.843475548696316,0.982312971049925,0.8075520297642587,0.8524085930901641,0.011733238410526465,-0.0005503405259278734,0.13550843624200287,1.015886524081796,0
-120314,1048.285,50.94329199474407,234.11210309072325,0.36329215837060824,1.2666436653494653,-84797,-171.29154665946223,0.8533508473493672,0.9526392350975191,1.0178353185140567,0.6573348998290123,0.0054573404927724,0.005941135492606468,0.18849552236947675,0.9605673963481103,0
105542,1265.623,466.1359798509625,106.32849514345867,2.8451375952173583,0.7846102280606252,-92387,108.94018889179017,0.7478883219954648,0.9853424452909104,1.1097448734320716,0.7864209833508249,0.011039498477624799,0.0010420473194899,1.0694931783511674,0.997529983935036,0
85601,1136.7240000000002,1135.6148319734948,602.5734888508589,1.517138216272983,0.7520239985432567,18554,330.13721127566737,0.781594397421499,0.9838856131397768,0.8324892674468901,0.9986023108534187,0.0047634998658988,0.0004816211440766757,0.655509463313865,1.0063180173412076,0
76904,1129.184,-47.93605442253039,246.66028230231305,2.5461817802613793,1.305120255146262,78367,729.1550407241804,0.7070136890588657,0.9813314277693416,1.0415131847549084,0.44309895871896815,0.0051794818553543,0.0012168672232927,1.3435972773424298,0.9966084805102016,0
41488,759.552,-319.63669086228157,186.9854891254084,2.984131200783854,0.19896251437340368,42005,47.88877573339107,0.8888900344325744,0.9876919414355434,0.9036855546927828,0.342443962620349,0.0010444257708007612,0.0018277047354628,1.0871748175375016,0.9494559188316607,0
68725,1130.424,371.8093491396061,128.79774357256605,1.573408891832512,0.7720492582691406,70474,692.7666456446111,0.8761450978964755,0.936030346711054,0.5705933941952904,0.6212017521242372,0.0054101032977752,0.0032440199002371772,0.632971644747974,1.0279664479620048,0
341839,546.3174128950069,363.7363749081276,221.0639331726245,1.6453899543354864,1.1912501695843978,63931,828.7657540827182,0.39808732896343146,0.9479786955596375,1.0380715145609174,0.7761613682885556,0.013008427452057748,0.003551791645005907,0.3997770442937835,0.9507159956714455,0
60340,-579.9437023081316,770.9285076562412,222.9906300836464,1.549195796727572,1.2749790703264743,406716,762.6618835725111,0.8633612496842649,0.987415928913908,0.7879688159252416,0.8023517193155708,0.010694945508189545,0.0014636139219601,0.17954636433353233,1.0218147747288888,0
68136,2451.3634078197674,868.1032190282732,230.3113239516975,1.638576100137204,0.7921811903318035,-61073,602.302394632731,0.46520480868225356,0.9527751821861621,0.8213772514555474,0.7804794426314584,0.0055386672393185,0.0012677420926897,0.6091481603703122,0.9981356170253384,0
352082,1186.252,409.0478139161754,500.5980876111603,0.8996309383474927,1.2668973372410295,-97421,323.1087687924295,0.7677793904208998,0.9494432291779978,1.1796477908543275,1.1535295372291414,0.01264611624126237,0.0011980229624236,0.15093342092726192,0.9633730936716208,0
62504,989.061,1154.2494007877149,230.9493250644952,1.5033348563941002,0.7466760983541281,445051,-40.27827695937799,0.7653613498885705,0.9774650089921024,0.8029186034645904,0.6508880570717057,0.005554751222804,0.0014934494858397,0.6601962921233043,0.992496098011105,0
70341,1168.554,885.3920340606485,223.4911531185705,3.166192851837259,0.37007578081613435,71605,-84.94939842676538,0.40673938942464916,0.9823476014244816,0.5186583112465252,0.5881024479366015,0.009774415646047873,0.0010754080509703,0.5516900529858036,0.9616267900695993,0
60874,-386.78703959392664,769.1142370577201,68.64080639254804,3.050134416818681,1.0366877024952468,61578,140.8799063279006,0.8203821999407024,0.9885673454805288,0.901541464175776,0.4501993550925577,0.002307738371897251,0.002036783023494,0.8047924799015798,0.9593582392913705,0
233573,3315.6166445405506,397.2520370537827,645.1654954584171,0.5629262673163692,0.8092148969126092,73683,304.14162188782103,0.7940520689881304,0.985994055616628,0.8003674839422106,0.7656137502616361,0.0054679500220751,0.005916317090186142,1.4515736063448852,0.9977049830583066,0
63048,2242.9260830313633,-349.400784255398,495.73908240501885,2.3497793967633007,0.9885421532257664,249184,549.8228261905281,0.7517527543282301,0.9867284337047704,0.8470704881983778,0.790209931925553,0.0056869173712436,0.0005421899790410245,0.3578060497801575,0.9978655124404188,0
285857,1144.548,187.5207305499202,249.07045682370625,1.6867909266004384,1.2529598903917836,255945,323.1816615059012,0.7557766721945827,0.9577793187368195,0.7869101416201906,1.0988550629657377,0.005121535335655,0.0011061980268394,0.059898654198926427,0.9981314223066244,0
-91556,1081.712,-155.6874500930113,256.0249979778013,1.4570067627355865,0.23934378100965165,76038,308.8813021301871,0.8996824356044348,0.9854677924195796,1.0782622461538924,0.8280330671559131,0.0049781825561904,0.004564208542815378,1.0723852858960528,1.033541938607261,0
237563,1022.505,-19.807696341617202,242.1072507207248,0.2364124413462395,1.03564593110511,72745,-25.628575250198168,0.8030460251046025,1.0242807206226652,1.11768083604626,0.7971149000744177,0.0006970286200075758,0.0013140527549723,0.3276712192221676,0.9966736882985364,0
69963,1080.634,379.3123889921056,10.579904923406104,1.6006348562659198,0.7808231579624472,298723,298.4621555043556,0.7824613595186436,0.9809043112513144,1.2009146613556279,0.7868505331381815,0.0054216141244958,-0.002536684396589495,0.30340934658433766,1.00771961143017,0
57132,103.54642184994862,335.2396034588863,7.92008528857491,0.4758872753737836,0.7609477087598094,57887,22.61130195548901,0.5828130591817909,1.0023256803993548,0.85803004724299,1.1831671999707207,0.0058678079440398,0.0015163989418364,0.6472602097102957,0.9976063948447024,0
-38094,1015.689,353.441573861264,741.8298298538051,-0.30186749332756657,0.19192611095569115,402700,277.41609730145825,0.7448979591836735,0.9486927583176299,1.3371778934518928,0.784899451048597,0.0005939946461989433,0.0013689900751743,0.6160671482563891,1.0327390906732576,0
-248172,1179.474,415.3573846298596,444.5581789214587,0.6034567032323687,0.7589965096323957,314865,169.06818006312983,0.7136524822695035,0.981981981981982,0.7926026109163408,0.4373239796164634,0.0047336872144265,0.005668145042209408,0.6475728384475216,0.9945908730129048,0
331730,1149.645,418.6997309751655,242.00449261443455,1.7301320585078748,0.3123375607744955,80292,315.4642230999342,0.9217430667201627,0.947823765011419,1.207704288824907,0.643132620663305,0.0053568881024445,0.0010648343726011,1.0768404122945454,0.9821416203002225,0
-351,2635.914825612551,1007.9984119713355,38.22303074674443,0.8933076260095407,0.7496330563532484,77508,48.86844269324641,0.7707922643779254,0.9837178097744748,0.7871591052453379,0.8112030765765323,0.011954509669377748,0.0034315660330660196,0.18736188095749584,0.9330126640358939,0
346450,1106.223,385.9260831196088,587.2094016629627,1.0476497837064351,0.745383344243722,78905,314.1761010421524,0.7907384740922072,0.9401047310328938,0.7960872515065641,0.8140836154491813,0.014199426138327231,0.0013487261493969,0.025032639475183777,0.9550697867246499,0
79669,1142.445,79.99038131337966,588.6515510639822,1.559668524518767,0.10416302697713886,81174,318.4928904850243,0.9240814064504256,0.981459580653904,0.7670587482923795,0.7977633783065565,0.015538299000269113,0.003277612519269669,0.6364264077670899,1.001853669313808,0
67437,1041.175,380.6478801062016,226.56639528586905,0.48327606991616445,-0.14480400884922842,68653,293.0246665014827,1.0074774395662542,0.9822877368796702,1.1197403542874298,0.7698050660881869,-0.0004274897898197804,-0.0016252410403319929,0.5925998397750377,1.03181608633728,0
-78365,1124.602,985.9511239507137,219.29543151341628,0.8539211016980013,0.830088267842368,-207113,167.82366420269346,0.5347707996479298,0.97768530332908,0.4485772103340198,0.7450690728438273,0.0058322369932241,-0.0017768674822306344,0.5551279233083605,0.956558432106696,0
-38257,388.03157535686023,339.1857144688748,23.29657329516425,1.4071322228741403,0.703530294387827,-69688,578.1303946272175,0.794779735135538,0.9777027233548308,0.762093453503415,0.8414390320268785,0.0020375832393757574,0.004682920754495966,0.2952082153235008,0.99627725637035,0
