sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
0.0,,0.52,,,0.5065,,0.412,1
,0.605,0.465,,,,,,1
0.0,,0.525,,1.5965,,,0.3605,1
2.0,0.35,0.255,,0.1915,,,0.063,1
,0.325,0.25,0.075,,0.075,0.0305,,0
,,0.28,0.08,0.2345,0.1125,0.0455,0.067,0
0.0,,,0.165,1.0155,,0.1905,0.289,1
,0.3,0.22,,0.1255,0.055,0.0265,,0
,,0.435,0.15,,0.3475,,,1
1.0,,0.45,0.135,0.8715,0.45,,0.225,1
0.0,0.595,,0.145,0.7955,0.3425,0.1795,0.2425,1
,0.53,0.425,,0.702,0.2975,,0.22,1
2.0,0.74,0.57,,1.8725,0.9115,0.427,0.446,1
0.0,,,,0.9945,,,0.2845,1
1.0,,,,0.2845,,0.0635,0.081,0
1.0,0.405,,0.09,0.269,0.103,,0.11,0
2.0,,0.515,,,,0.241,,1
0.0,,0.475,0.145,,0.4695,0.225,0.27,1
2.0,0.52,0.4,,,0.2745,,,1
1.0,0.725,0.55,,2.0495,,,,1
1.0,0.42,,,0.376,0.169,0.092,0.1,0
,0.635,,0.195,1.172,,,,1
0.0,0.695,0.55,,1.679,,,,1
,0.58,0.455,0.165,,0.369,0.3005,,1
1.0,0.375,,0.09,,0.084,0.06,0.055,0
2.0,,0.395,0.14,,0.2215,,0.15,1
1.0,0.25,,0.06,,,,0.0245,0
,0.55,0.42,0.145,,,0.1485,0.252,1
,0.605,0.49,0.15,1.1345,0.5265,0.2645,,1
,0.465,,0.11,0.393,,0.0735,0.12,0
,0.69,0.54,,,0.624,0.3105,0.39,1
,,0.615,0.205,2.2635,,0.423,0.726,1
0.0,,0.38,0.13,,0.391,0.1195,0.1515,0
0.0,,0.43,,,0.313,0.1715,0.263,1
,,0.445,,0.9525,0.4315,0.1945,0.287,1
,,0.545,,,0.487,0.296,,1
2.0,0.705,0.55,0.21,1.4385,0.655,,,1
,,,,1.098,,,0.375,1
,,0.46,0.15,,0.429,,0.26,1
1.0,,0.275,,,0.093,0.0405,,0
1.0,0.49,0.375,,,,0.1335,0.1765,0
,,0.27,0.095,0.219,0.0835,,0.07,0
1.0,0.5,,0.135,,0.226,0.123,0.209,0
,0.4,0.31,,0.314,,0.0595,,0
,,0.435,0.155,0.782,,,,1
0.0,0.51,,0.135,,0.282,,,0
0.0,0.635,0.505,0.145,,0.505,,0.315,1
,,0.49,0.165,,0.477,,0.3185,1
,,0.41,0.14,,0.3495,,,0
1.0,0.235,0.13,,,0.0685,,,0
0.0,,,0.16,1.1575,0.5005,,,1
,0.54,,,1.217,0.5305,0.3075,0.34,1
