sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
1.0,,,0.17,1.178,0.3935,,0.315,1
,,,,0.836,0.406,0.1605,,1
,,0.4,0.14,0.7165,,,0.1785,0
,0.415,0.315,,,0.1765,0.0795,0.095,0
1.0,0.4,,,0.2775,,,0.08,1
0.0,0.49,0.4,0.145,,,0.1295,,1
,,,0.13,,0.258,,,1
1.0,,,0.08,,,0.022,0.033,0
1.0,0.445,,0.12,0.4035,0.169,,0.13,0
2.0,0.45,,,0.479,0.2125,,,0
2.0,0.725,0.57,,2.55,,,,1
1.0,,,0.07,,0.037,,0.03,0
1.0,0.395,,0.1,0.3075,,,,0
2.0,,0.245,,,,0.034,,0
1.0,,0.335,,0.447,,0.153,,0
1.0,0.33,0.255,,,0.063,0.039,0.06,0
,0.28,,0.08,0.1315,0.066,,0.03,0
1.0,0.38,,0.1,0.237,,,0.082,0
2.0,,,0.155,0.7155,0.2805,0.1685,0.214,1
2.0,0.535,,,0.818,,,0.189,0
0.0,0.565,0.44,0.155,0.9395,0.4275,0.214,,1
0.0,,0.35,,0.5725,0.1965,0.1325,0.175,1
,,0.355,0.115,,0.1585,0.0925,,1
1.0,0.455,,0.135,0.82,,0.1715,,0
2.0,0.72,,0.2,1.787,0.718,,,1
0.0,,,,0.9,,,0.315,1
1.0,,,0.1,0.313,0.139,,0.0965,0
2.0,0.55,0.425,,0.793,,0.2035,0.215,1
,0.595,,0.18,,,,0.39,1
2.0,0.62,0.465,,1.274,0.579,0.3065,,1
2.0,0.625,,0.14,1.195,0.4825,0.205,0.4,1
,0.61,0.495,0.175,1.2635,,,0.3455,1
,0.72,0.565,,1.187,,0.1945,,0
,,0.415,0.175,,,0.1395,0.2645,1
,0.54,0.41,,,0.31,0.177,0.2,0
0.0,0.575,,,0.927,,,,1
,,0.39,0.125,0.6255,0.2525,,0.19,0
1.0,,0.225,,0.1055,0.435,0.015,0.04,0
0.0,,,0.22,2.555,1.1335,,0.6,1
2.0,0.66,0.51,,1.6375,,0.3545,0.3925,1
1.0,0.46,,,,0.193,0.105,0.155,1
,0.695,0.53,0.19,,0.7625,0.436,0.455,1
2.0,0.55,,0.14,,0.327,0.1685,,1
,0.57,0.435,0.17,0.848,0.4,,0.25,1
0.0,,,,1.0645,0.4495,,0.325,1
0.0,,0.515,0.17,1.337,0.615,0.3125,0.3575,1
,,,0.18,,0.7285,,0.431,1
,0.155,0.11,,0.0155,,0.003,,0
,0.445,,,,,,0.1505,1
0.0,,0.48,0.16,1.199,,,0.315,1
0.0,,,,,0.7335,0.2715,0.332,1
,,,0.115,,,,,1
,0.445,,0.12,,,,,1
0.0,0.715,,0.24,2.1995,0.7245,,0.885,1
,,,,0.775,,0.157,,0
2.0,0.525,0.4,0.13,,0.2655,0.147,0.184,1
2.0,0.54,,0.125,,0.4815,,0.202,1
,0.55,0.425,0.15,0.7665,,0.176,,0
1.0,,0.35,,0.547,0.245,0.1405,0.1405,0
0.0,,0.505,,,0.4595,0.216,,1
0.0,0.475,,0.115,0.541,0.186,,0.21,1
2.0,,0.475,,1.1315,0.508,,,1
,0.68,0.515,0.175,1.6185,0.5125,,0.62,1
1.0,,,0.1,,,,,1
0.0,0.405,0.31,0.12,,,0.058,,1
,,0.49,,1.1075,,0.2165,,0
,,,,,0.3895,0.2325,0.245,1
2.0,0.365,,,,,0.0515,,1
,0.53,,,,,,0.196,1
1.0,0.4,,0.085,0.2675,0.116,0.0585,,0
,0.275,0.205,,0.096,,0.0185,0.03,0
1.0,,,0.095,0.1595,0.077,0.032,0.0435,0
2.0,0.695,0.545,,1.5715,0.6645,,0.4505,1
,0.44,,,,,0.0945,0.135,0
,0.725,0.505,0.185,1.978,,,,1
0.0,,0.505,0.175,1.3185,0.6185,0.302,0.3315,1
0.0,0.545,0.43,0.16,0.844,,0.1855,,1
2.0,,0.45,0.155,0.874,0.369,,0.24,0
2.0,0.48,0.37,,0.6315,0.3445,,0.161,0
0.0,,0.405,0.13,,0.277,0.1445,0.21,1
2.0,0.625,,,1.2415,0.6575,,,1
,,0.445,,0.913,,0.2205,,1
0.0,,,,1.454,0.624,0.3105,,1
0.0,0.65,,0.185,1.5055,0.6565,,0.43,1
0.0,,0.525,,1.6465,0.8545,,0.3995,1
,,0.485,0.155,,,0.312,0.38,1
2.0,,,,1.4245,,0.333,,1
,,0.25,0.055,0.166,,,,0
1.0,,0.415,0.135,,0.3195,0.174,,1
,,0.48,0.175,0.957,0.3885,0.215,0.275,1
,,,0.025,0.018,,0.0055,,0
1.0,0.56,0.435,,0.72,,0.103,0.251,1
0.0,,0.21,,,0.113,,0.035,0
,,,0.115,0.4755,,0.105,0.16,0
,,,0.09,0.168,0.05,0.041,0.063,0
0.0,0.72,0.55,0.18,1.52,,,,1
,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,1
,0.575,,0.16,,,0.221,,1
,,,0.15,,,0.1825,,1
,,0.495,,1.254,,0.286,0.3185,1
,0.47,,,0.567,0.2315,,0.1525,1
,,,0.09,0.339,0.155,0.0695,,0
,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,0
2.0,,0.505,0.19,,0.59,0.23,,1
,0.58,0.46,0.15,,,0.1935,,1
2.0,,0.47,,,0.54,0.166,0.279,1
,0.29,,0.06,,0.056,0.0235,0.03,0
2.0,,0.42,,,0.403,,,0
0.0,,0.41,0.115,,,,0.235,1
,,,0.19,,0.799,0.5195,,1
,0.73,0.585,0.225,2.2305,1.2395,0.422,,1
1.0,0.375,,0.085,,,,0.0605,0
2.0,0.635,0.5,0.18,,0.594,,,1
,0.53,,,0.6355,,0.1565,,1
1.0,0.45,,0.12,0.4925,,0.1075,,0
,,0.495,0.18,1.596,,,,1
,0.78,0.6,0.21,,,,0.6745,1
,0.65,0.525,0.165,1.238,0.647,0.2485,,1
2.0,0.525,0.4,,,0.279,,0.195,1
,0.525,,0.14,0.654,,0.16,0.169,0
,0.615,0.5,0.205,1.1055,,,,1
0.0,0.63,0.495,0.19,,,0.2115,0.1625,1
0.0,,0.415,,0.7155,,,0.27,1
1.0,,,,0.533,0.233,,0.185,0
2.0,0.41,,0.095,0.306,0.121,0.0735,,1
,0.325,0.24,0.075,0.187,,0.0445,0.05,0
2.0,,0.365,,0.9605,0.438,,0.276,1
0.0,0.6,0.5,0.155,,,0.2835,,0
1.0,0.4,0.29,0.1,,0.1205,,0.0765,0
0.0,,0.505,0.17,,,,0.365,1
0.0,,,0.155,,,,,1
1.0,0.3,0.235,,0.131,,0.0265,,0
,,0.49,0.175,1.375,,0.2705,0.395,1
1.0,0.575,0.455,,0.9895,,0.195,0.246,1
,,0.28,0.085,0.2145,,,0.072,0
,,0.365,0.125,0.467,,,,1
1.0,0.36,0.27,0.09,0.219,0.097,0.0405,0.065,0
,,,,0.8035,,0.144,0.228,0
,,0.28,0.085,,0.097,,,0
2.0,0.57,0.42,0.14,0.8745,0.416,,,0
2.0,,0.41,,0.662,0.2815,,0.22,1
0.0,0.445,,0.11,,0.2025,,,0
1.0,0.365,0.27,0.105,,0.0915,,,0
,0.605,0.475,0.175,,0.609,0.2325,0.3985,1
1.0,0.595,0.47,0.135,0.9365,,,0.287,1
0.0,0.61,0.43,,0.909,,0.2,,0
1.0,0.57,0.42,0.13,,,,0.2365,1
2.0,0.55,0.45,0.175,,0.3765,0.215,0.4,1
,,,0.065,0.0805,,,,0
,0.385,0.3,0.115,,0.1645,0.085,,0
1.0,0.405,,,0.2645,,,,0
0.0,,,,1.017,,,0.265,1
1.0,0.475,0.36,,0.4555,0.177,,,1
,,0.365,,,0.2395,0.1525,0.145,1
1.0,0.595,,,0.9845,0.4525,0.207,0.2725,0
,,0.31,,0.314,,0.057,,1
2.0,,,,0.3955,,0.0765,,1
2.0,0.625,0.475,,1.0845,0.5005,0.2355,,1
2.0,0.605,0.485,0.175,,,0.27,0.405,1
1.0,,0.355,0.12,0.4975,,0.099,0.14,0
0.0,,,0.16,,0.3155,,0.24,1
1.0,,0.37,0.115,0.4075,0.1515,0.0935,,1
,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,1
0.0,,0.27,0.09,0.1885,0.0845,0.0385,,0
,0.3,0.23,,0.15,,0.042,,0
0.0,0.565,0.44,,0.983,,0.2355,0.2485,1
,0.645,,0.2,1.4285,,,0.36,1
0.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,1
1.0,0.53,,0.14,0.6765,,0.1855,0.208,1
,0.35,,0.095,,,,,0
0.0,0.505,,0.145,,0.2695,0.153,,1
,0.595,0.465,,0.919,0.4335,0.1765,0.262,1
1.0,,0.275,0.09,0.251,,0.053,0.08,0
2.0,0.6,,0.15,,,0.2735,0.29,1
1.0,,0.335,0.135,,0.274,,,0
,,,,,0.6645,0.278,0.512,1
1.0,,0.34,0.12,0.4995,0.2965,0.0945,,0
,0.655,0.515,0.16,,0.553,,0.345,1
,0.655,0.53,0.195,1.388,0.567,,0.41,1
1.0,0.165,,0.03,0.0215,0.007,0.005,0.005,0
,,0.44,,0.755,0.307,0.1525,0.26,1
0.0,0.6,0.47,,0.97,0.4655,,0.264,1
0.0,0.6,,,,0.392,,0.29,1
1.0,,,0.1,,,,,0
0.0,0.705,0.55,,1.219,0.6395,,0.301,1
,0.625,0.5,0.14,1.096,0.5445,,,1
1.0,0.415,0.32,0.115,,0.1215,,0.094,0
0.0,,0.42,,1.6645,,,,1
0.0,0.67,,,1.619,0.74,,,1
,0.48,,,0.6245,0.3395,0.1085,,0
,0.385,0.305,,,0.146,0.0555,,1
,,0.365,,0.528,0.229,,0.1645,1
1.0,0.255,0.18,0.055,,,0.0215,0.02,0
2.0,,,,,0.575,0.273,,1
0.0,0.425,0.335,0.095,0.322,,0.061,0.125,1
2.0,,0.495,,1.3635,,0.2985,,1
2.0,,0.55,,2.165,,0.525,0.404,1
1.0,0.315,0.23,0.07,0.164,0.0625,,,0
0.0,0.62,0.465,0.14,1.011,0.479,,0.255,0
1.0,0.435,,0.105,,,,,0
,0.7,0.55,,1.684,0.7535,0.3265,0.32,1
0.0,0.63,,,,0.4635,,,1
2.0,0.345,0.265,0.09,0.163,0.0615,0.037,,1
0.0,,,,,,0.2995,0.445,1
1.0,0.515,,0.125,0.5805,0.2365,,0.19,1
,0.315,,,0.1375,0.0545,0.031,0.0445,0
1.0,,0.325,0.12,0.3995,,0.061,0.1125,0
0.0,,,,1.6015,,0.365,0.43,1
,,,0.17,1.0225,0.419,0.2405,0.36,1
,0.435,,0.11,,,0.1005,0.125,1
2.0,0.5,,0.12,,,,,1
2.0,,,,1.5165,,0.4105,0.39,1
0.0,0.49,,,,0.2465,0.123,,1
2.0,0.585,0.46,,1.1135,0.5825,,,1
2.0,0.41,0.31,0.125,,0.1415,0.0885,,1
1.0,,,0.075,0.1585,0.075,,0.0455,0
,0.61,,,,0.6895,,0.29,1
0.0,,0.38,,0.6855,0.361,0.1565,0.161,1
,,0.42,,,0.374,,,1
2.0,0.715,0.55,0.19,2.0045,1.0465,,0.5075,1
,0.57,0.45,0.145,0.751,0.2825,,0.2215,1
,0.575,,,0.87,,0.2195,,0
1.0,,0.22,0.065,0.1195,0.052,0.0155,0.035,0
2.0,,0.265,0.085,0.201,0.069,0.053,0.0695,0
0.0,0.475,0.38,0.135,0.486,,0.07,0.185,0
