sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.665,,0.155,,,,0.4485,1
1.0,,,,,,,0.16,1
2.0,,,,,,,,1
2.0,0.57,0.47,,,0.6355,0.2315,,1
2.0,,0.4,0.13,,0.2655,,0.184,1
2.0,,,0.12,0.48,0.234,0.1015,0.135,0
0.0,,0.5,,,,,,1
,0.5,0.385,0.13,0.768,,,0.27,1
2.0,,0.375,0.14,0.5105,,,0.205,1
1.0,,0.3,0.12,,,,,0
,,0.285,0.1,,0.1275,,,0
,0.63,,,,0.659,0.336,,1
,0.645,0.525,,1.449,,,0.505,1
,0.46,0.375,,,,,0.15,0
,,0.48,0.185,1.04,0.434,,0.285,1
,0.555,,0.145,,,0.1685,0.23,0
,,0.47,0.135,1.1685,0.539,0.279,0.28,0
2.0,0.69,0.515,,,0.9815,0.4655,0.341,1
,,0.38,0.135,,,0.1095,,1
0.0,,,,,0.5985,0.246,,1
1.0,,0.235,0.08,0.18,0.08,,0.047,0
2.0,0.565,,,,,,,1
,,0.475,,,0.4905,,0.3035,1
,0.66,,,,,0.318,,1
1.0,,0.22,0.08,0.121,,,,0
,,,,,,0.2195,,1
,,0.23,0.075,0.1455,0.0595,,,0
2.0,0.535,,,,0.3475,0.1445,0.194,1
,0.55,0.42,,,,,0.245,1
0.0,,0.45,0.185,,,,,1
0.0,,0.51,0.175,,0.5415,0.323,,1
,0.655,0.515,0.2,,,0.3375,0.49,1
,0.5,,0.155,0.6675,,,0.18,1
,0.525,,0.105,,0.2875,,,0
,,0.47,,0.966,0.447,0.171,,1
1.0,,0.345,0.105,0.409,0.1675,0.1015,,0
,0.645,,,,0.6745,,,1
2.0,,,0.18,,0.4405,,,1
2.0,0.485,0.385,0.125,,,,,1
,,,,0.6355,0.2185,,,1
,0.725,,,,1.03,,0.503,1
,,,,,0.0105,,0.0125,0
,0.595,,,0.9,,0.17,,0
,0.52,0.405,,0.6915,0.276,0.137,0.215,1
,,0.36,0.135,0.501,,,0.165,1
,0.615,0.475,0.155,,0.4375,,0.31,1
2.0,,,,1.519,0.616,0.388,,1
,,0.435,,0.9815,0.329,0.136,0.39,1
,0.6,0.47,,1.105,0.4865,0.247,0.315,1
1.0,,,,,,,0.11,0
,,0.54,,1.5715,,,,1
,0.625,0.515,0.17,1.331,0.5725,,0.361,1
,,0.28,0.09,,,0.034,0.079,0
1.0,,0.15,,0.04,,,,0
2.0,,,,0.51,0.1915,0.1285,0.1625,1
1.0,0.545,,0.15,,0.3525,,,1
0.0,,0.35,,,0.2025,0.1115,0.1165,0
,0.715,0.525,0.185,1.56,,,0.405,1
0.0,0.67,0.525,,1.42,,,,1
2.0,,0.46,,0.892,0.4415,,0.22,1
,,,,0.966,0.439,,,1
,,,0.155,0.9595,,0.189,,1
,0.47,0.375,,,0.232,0.142,,1
,0.525,,0.14,0.7205,,,0.1735,0
,0.545,0.445,0.15,0.8,,0.163,,1
1.0,,0.28,,0.257,,,0.07,0
,,,0.13,,,,,0
,0.5,,,,,,,0
,,,0.2,,,,,1
1.0,,,0.14,,0.295,,,1
,0.505,,,0.5895,0.2635,0.12,0.167,1
,0.605,,0.145,0.8025,,,,1
1.0,,,0.095,,0.14,0.067,0.0885,0
1.0,0.6,,,,,,0.253,1
,0.41,,,0.361,,,0.103,0
2.0,,0.39,0.135,,,0.096,0.1835,1
2.0,0.61,,,1.2,,,,1
1.0,0.185,,,,0.196,,,0
,0.35,0.275,,,,0.0465,,1
,,0.41,,,0.349,,,1
0.0,,0.495,0.145,1.147,0.5455,0.266,0.2885,1
2.0,,0.37,0.105,0.4665,,0.1015,0.155,1
,,,0.165,1.1775,,,0.292,1
,0.61,,,,0.597,0.246,,0
1.0,,0.3,,0.2665,,0.059,,0
,0.365,0.27,0.085,0.205,0.078,,,0
,,,,,,,0.01,0
,0.605,0.47,0.155,0.974,,0.224,,1
