sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
0.0,0.58,0.475,,0.925,0.391,0.165,,1
2.0,0.475,0.36,0.1,,0.1965,0.099,0.112,0
2.0,,0.485,0.155,1.0295,0.425,0.2315,0.335,1
,0.72,0.57,,1.8275,,0.366,,1
2.0,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,1
0.0,,0.5,0.17,1.5175,0.693,,0.409,1
1.0,0.475,0.375,0.11,0.494,,0.109,0.1545,0
0.0,0.61,0.48,,1.234,0.598,0.238,,1
,0.535,0.405,0.145,,0.2725,0.171,0.205,1
2.0,,,0.115,0.3435,,0.085,0.1025,0
0.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,1
,0.63,,0.165,1.352,0.488,0.349,0.45,1
1.0,0.23,0.18,,,,0.0135,,0
1.0,0.47,,,0.393,0.167,,0.115,0
2.0,0.5,0.4,,0.6725,,0.12,0.1825,0
,0.35,,0.08,,,0.0465,0.0495,0
1.0,0.56,0.435,0.13,0.777,0.354,0.173,0.222,1
,,0.3,0.1,0.2725,0.1115,,,0
0.0,,0.48,,1.0675,0.391,0.216,0.42,1
,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,1
,,0.375,,0.5735,,0.119,,1
,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,1
,,0.57,0.18,1.8725,0.9115,,0.446,1
0.0,0.585,,0.16,0.9045,0.405,0.2215,0.2335,0
2.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,1
0.0,,0.425,0.155,0.746,0.3005,0.152,0.24,0
2.0,0.57,0.435,0.13,0.7535,,0.1755,0.194,1
2.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,1
1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,0
2.0,0.545,0.42,,0.879,,,0.23,1
,0.55,0.405,0.15,,0.3015,0.1465,0.21,1
1.0,,,,0.6115,,0.1265,0.15,0
1.0,,,,0.28,0.141,0.0575,0.075,0
2.0,0.59,0.445,,0.931,0.356,,,1
0.0,,,0.195,,,0.4085,0.71,1
0.0,,0.525,0.175,,0.5855,,0.394,1
2.0,0.61,0.475,0.155,0.983,0.4565,0.228,,1
2.0,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,0
,0.595,,0.16,1.057,0.4255,,,1
1.0,,0.335,0.1,0.4425,0.1895,0.086,0.135,1
,0.52,0.395,0.145,0.77,0.424,,0.1895,0
1.0,0.52,0.41,0.145,,0.2965,0.1595,,1
1.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,0
0.0,,0.55,0.185,1.679,0.805,0.4015,,1
1.0,0.255,,0.065,,0.0305,0.0165,0.02,0
,0.415,0.31,0.09,0.2815,,0.0615,0.085,0
2.0,0.7,0.53,,,0.548,0.233,0.42,1
