sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,,,,,,0.155,1
0.0,0.605,0.47,,,,,0.275,1
1.0,0.46,0.35,,0.471,,,,0
0.0,,,0.15,,0.428,,0.23,0
,0.17,,0.035,,,,,0
,0.64,,,,,0.372,,1
,0.615,,0.13,,0.49,0.182,,1
,0.565,0.45,0.16,,0.3605,,,1
,0.505,0.39,,,0.2575,,0.1535,0
1.0,,,,0.5535,0.266,0.112,0.157,0
1.0,0.52,,0.14,0.6765,0.2865,0.146,0.205,1
,,0.52,0.175,,,,0.37,1
2.0,0.695,0.53,,,,0.4095,,1
,,0.485,0.21,1.3445,0.535,0.2205,,1
1.0,,,,,,,,1
2.0,,,0.175,,,0.247,0.37,1
1.0,0.5,,0.14,0.6615,0.2585,,0.196,1
,,0.32,0.115,,0.1215,,,0
0.0,,0.435,,,,,0.2095,1
,0.535,0.43,,,,,,1
2.0,,0.42,0.16,,,,0.225,1
,,0.48,,,,0.278,0.365,1
,0.375,,,,,,0.067,0
,0.53,,0.205,,,0.2175,,1
,,,,,,0.0425,0.055,0
,,,0.095,,0.194,,0.087,0
,0.47,0.35,0.135,,0.2315,0.1465,0.1525,1
1.0,0.61,,,,,,0.2915,1
,0.65,,,1.4275,,0.306,,1
,,0.375,0.1,0.5785,,,,0
,,0.6,,,,,,1
2.0,,,0.18,1.145,0.48,0.277,0.325,1
,0.625,,,,0.645,0.303,0.3705,1
1.0,0.51,0.38,,,,,0.166,0
0.0,,0.5,0.175,,,,,1
2.0,0.625,0.505,0.185,,,,,1
1.0,,,,,0.248,0.112,0.1585,0
1.0,,0.445,,0.7715,0.328,0.1745,,1
1.0,,0.3,0.09,,,,,0
,,0.44,,0.7665,,0.1785,,1
,,,0.18,1.154,0.4405,,,1
1.0,,0.255,0.075,,0.0745,,0.0525,0
,0.555,,,,0.4985,0.168,0.2385,1
,0.425,0.33,,0.361,0.134,,,0
,,0.455,,,,,,1
0.0,,0.465,,,0.442,,0.2705,1
,,,,,,,,0
2.0,,,,,0.188,0.0845,,1
0.0,0.645,,0.165,1.318,,,0.335,1
,0.29,,,,0.113,,,0
,,,,0.271,0.11,,,0
2.0,,,0.195,1.676,0.693,,,1
,,,,,,0.1585,0.29,1
,,,,1.0645,,,,1
,0.575,,0.16,0.9775,,0.231,,1
0.0,,0.505,,,0.631,,,1
1.0,0.725,0.55,,,,,,1
,,0.42,,,,,,1
,,0.24,,0.187,,,,0
,,,0.165,1.059,,,,1
,0.615,0.475,,,0.4695,0.2355,0.345,1
,0.695,,,,,0.3835,,1
0.0,,0.45,,,,,0.235,1
,,,0.1,,,,0.086,0
,,0.305,,,,,0.095,0
,0.575,,,0.9785,,0.196,0.276,1
,0.62,0.48,0.15,,,,,1
