Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
-3,15,-3,-2,1,5,4,0,-67,-17,0
-2,4,-5,8,24,6,4,1,135,-30,0
8,11,21,-2,16,6,4,1,41,39,0
-1,2,12,9,25,6,0,1,110,39,0
6,4,19,4,-2,5,5,1,40,-2,0
0,13,11,-3,-6,0,-2,1,25,54,0
-2,-2,29,10,17,7,-2,1,137,39,0
5,16,-9,-2,-6,5,6,0,40,-26,0
4,4,17,8,17,-2,6,1,3,39,0
6,7,-4,4,-3,-5,3,0,40,2,0
-1,4,-4,-3,-1,1,-4,1,-2,91,0
5,-1,29,-4,16,4,4,0,40,77,0
5,0,-1,2,1,7,5,0,40,80,0
2,0,-1,2,-5,0,1,1,125,30,0
-1,4,-14,4,20,3,5,1,-122,62,0
-6,1,-3,0,19,8,0,0,-14,41,0
-4,9,-1,4,-7,11,-2,0,-24,-1,0
4,7,11,8,-4,0,5,1,-48,39,0
6,8,-9,7,-4,5,5,0,35,-45,0
2,8,-6,9,-6,0,6,1,40,39,0
5,4,38,-8,17,6,-2,1,-36,41,0
-3,-6,0,9,-3,3,0,1,210,-28,0
2,4,26,7,3,-3,-4,1,193,45,0
6,-2,11,7,29,11,6,0,133,43,0
-1,8,-6,-4,-2,5,4,1,156,39,0
1,-3,-8,4,-9,-1,-2,1,-105,39,0
2,-1,11,-6,-25,9,7,0,-8,57,0
7,4,39,0,-18,6,6,1,-97,-1,0
5,4,23,10,-11,10,-1,0,112,80,0
1,0,-6,0,29,5,4,0,40,56,0
-2,4,11,6,8,-4,4,0,35,-15,0
-3,11,-5,-5,-8,10,4,0,40,39,0
4,4,21,0,18,1,-2,0,-5,39,0
7,4,0,0,-15,0,5,1,-40,39,0
5,4,-6,-6,7,0,4,1,-83,63,0
4,11,19,-2,-17,10,-2,1,40,90,0
5,7,19,-7,-11,-3,-3,1,10,63,0
7,17,-4,-1,-9,0,4,1,-26,-5,0
5,-2,11,2,-4,9,4,1,40,39,0
5,-1,-20,0,19,5,5,1,167,106,0
7,7,1,0,12,12,2,1,17,80,0
-6,4,-12,-6,-10,10,4,0,60,39,0
5,10,17,-1,16,5,9,0,-1,-21,0
4,9,19,6,12,4,1,0,-26,81,0
-1,-5,-20,4,-16,6,8,0,-31,39,0
5,-4,30,8,-12,-4,6,1,240,39,0
-1,8,26,4,8,7,4,0,175,-27,0
10,-4,-3,0,-15,-5,4,1,-3,39,0
-3,4,11,8,-6,10,4,1,149,39,0
4,4,11,2,11,0,4,0,-113,39,0
4,4,-8,6,5,8,7,1,-47,39,0
1,-9,0,-4,-13,9,-3,0,191,-24,0
8,-5,5,4,3,1,6,1,40,74,0
0,7,16,7,8,-1,9,1,25,-58,0
2,4,19,4,-7,5,0,0,-55,81,0
6,7,15,4,10,9,4,1,-59,78,0
2,-1,9,4,-15,3,4,0,126,-34,0
-3,-3,-1,7,9,7,6,1,-74,-38,0
6,4,-5,-7,25,8,6,1,48,66,0
5,7,24,7,31,6,5,0,15,56,0
4,4,11,-6,24,8,5,1,130,-3,0
4,9,20,11,-9,0,-1,0,8,-29,0
2,0,15,-2,31,-1,4,1,57,-18,0
6,0,22,2,-12,-3,7,0,-30,39,0
-4,9,9,10,-3,8,-1,1,-14,-4,0
5,8,36,7,14,9,4,0,53,0,0
-2,7,-21,-1,0,-3,-2,0,112,90,0
1,11,-2,9,4,7,-1,1,123,39,0
0,4,11,4,23,8,4,0,18,-12,0
-3,-8,15,6,7,6,4,1,-11,-5,0
5,4,24,9,14,0,-2,1,147,100,0
4,7,33,-2,16,-1,0,0,40,74,0
-2,4,11,-3,8,6,4,1,-31,-74,0
-2,11,24,8,-5,8,0,1,115,39,0
6,-5,24,6,-15,-1,-2,0,-95,-55,0
4,9,-10,-2,3,-1,-2,1,40,-47,0
5,-6,-13,14,15,-8,4,1,125,39,0
4,-3,15,8,21,8,-1,0,40,39,0
10,-5,9,4,7,1,4,0,103,51,0
