Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
-1,-6,24,0,-24,-6,4,0,-9,78,0
-3,4,17,8,8,11,9,0,-55,-70,0
4,-8,-4,0,20,-2,5,1,-44,-24,0
2,9,-2,9,10,-1,4,1,133,-18,0
6,4,-18,9,-6,-2,10,1,40,61,0
7,1,-12,-7,-11,-1,6,0,25,-18,0
7,7,16,-6,21,5,4,0,40,106,0
-5,4,-8,6,-3,4,-7,0,40,87,0
7,8,17,2,20,0,5,0,201,-49,0
4,7,28,14,-17,1,5,0,40,-26,0
4,-3,15,-3,-8,1,4,1,120,-4,0
2,-4,-2,-1,-20,-1,-1,0,-38,-23,0
6,7,22,2,-11,13,6,1,144,39,0
2,0,9,-1,4,7,7,1,-77,30,0
-3,10,-29,-2,30,-2,2,1,-92,39,0
6,1,31,8,-3,1,8,0,52,-20,0
-2,15,-7,10,25,12,0,0,-53,52,0
6,10,11,7,-6,-3,6,0,165,39,0
-2,0,28,7,25,11,0,0,-60,-17,0
6,4,11,0,23,13,4,0,192,39,0
10,-5,5,2,16,8,7,1,236,39,0
-2,0,-15,9,-3,5,4,0,117,0,0
2,-8,19,2,-12,10,-2,1,50,82,0
-4,4,11,8,-4,8,10,0,40,-3,0
0,4,32,6,-20,6,-1,1,147,-17,0
0,-3,15,9,29,-6,8,0,-18,99,0
7,10,21,5,12,7,-1,1,114,72,0
2,16,-19,6,-2,7,4,0,40,82,0
7,-5,8,6,16,5,-3,1,218,62,0
5,14,23,7,0,9,0,1,-97,55,0
-3,15,11,0,-11,-7,5,0,122,94,0
9,18,-3,9,22,11,4,1,40,39,0
2,-1,2,11,16,1,-1,1,-15,52,0
0,10,22,-7,-4,-2,4,0,271,41,0
4,15,29,7,14,-7,-5,1,146,-16,0
4,10,20,10,-14,5,0,0,-15,39,0
4,-1,21,-1,24,0,0,1,160,74,0
7,-4,33,-2,-18,9,4,1,180,110,0
0,12,-12,-4,0,5,5,1,40,-54,0
4,-3,15,8,-21,0,8,1,128,39,0
5,7,23,12,19,5,-2,1,-51,39,0
1,12,0,-1,-17,5,7,1,60,61,0
6,-3,19,10,-2,7,6,1,155,39,0
2,11,9,0,36,8,-2,1,162,-6,0
0,4,-8,4,1,8,0,1,-75,-2,0
7,-1,-3,10,16,-6,-1,1,-108,-14,0
0,0,-3,-4,8,13,-2,0,-61,39,0
4,0,24,9,-5,11,8,0,-12,83,0
6,4,11,13,-1,0,-3,0,141,87,0
7,-2,11,-2,23,5,-4,0,-29,51,0
5,4,-1,8,20,-4,4,0,226,-5,0
1,0,-2,0,8,-2,-1,0,111,120,0
4,0,18,10,3,10,7,0,241,-41,0
0,10,-13,4,8,3,6,1,25,-25,0
7,-5,9,11,-18,4,7,1,205,39,0
7,4,-14,6,-2,-2,-5,1,166,79,0
8,9,9,7,14,-2,7,0,131,39,0
-2,4,16,-1,9,4,5,0,-7,-20,0
-1,4,-18,-7,30,-1,6,0,-156,39,0
7,-2,21,-3,-10,1,-1,0,-54,39,0
2,4,23,-3,24,-5,4,1,50,68,0
6,8,31,-2,3,9,4,1,131,-41,0
0,4,28,0,14,6,4,1,125,-19,0
2,6,-3,14,-25,-4,5,1,40,39,0
-1,7,-2,-2,-8,8,-2,0,40,39,0
4,-1,-2,2,14,5,7,0,-86,51,0
5,0,-16,10,21,-1,0,1,40,51,0
7,4,22,10,-4,6,4,1,111,-12,0
-4,-3,-6,-2,8,6,4,1,236,-36,0
10,8,15,-4,-16,8,-3,0,-24,59,0
-2,4,23,12,5,6,-1,0,143,97,0
-2,10,-9,4,27,-1,8,1,40,39,0
7,-1,-22,2,-6,10,4,1,106,-3,0
-1,-11,18,4,29,9,-2,0,136,45,0
7,7,-9,-5,21,1,-3,0,38,89,0
0,11,-18,14,-4,2,9,1,40,-14,0
0,4,11,4,-6,9,4,1,-46,-74,0
5,9,15,-3,29,0,-2,0,-13,39,0
0,-2,20,-2,14,7,-2,0,219,72,0
6,-2,24,9,-17,-8,-4,1,-19,-5,0
-1,-3,19,14,18,7,4,1,113,-5,0
7,9,-11,9,-13,5,0,1,136,39,0
0,13,22,-4,-10,0,6,1,-3,70,0
4,-5,24,-2,0,0,-2,1,143,-7,0
0,4,44,6,30,-1,6,1,-10,44,0
-2,4,-1,9,-7,-4,8,1,40,-66,0
4,-8,11,-1,18,-1,4,0,50,-7,0
0,7,23,-1,-20,0,0,0,1,112,0
-1,10,21,-5,-13,6,-3,1,-2,-2,0
-2,0,-3,0,8,7,5,1,146,58,0
4,-8,-25,-1,23,0,4,1,-4,-47,0
0,-1,15,12,-1,8,-7,1,-85,65,0
9,4,2,8,-10,-4,7,1,99,-25,0
5,-2,15,9,21,-2,-4,1,3,40,0
4,-7,27,-4,25,8,6,1,-7,39,0
6,4,11,2,0,8,4,1,99,-64,0
0,14,-20,13,0,1,-5,1,60,47,0
0,-7,28,9,7,12,4,1,40,-5,0
-2,10,-11,-6,-5,3,4,1,-100,-56,0
4,15,9,-7,21,-3,-2,0,-8,14,0
0,10,-11,4,8,6,7,0,-110,-55,0
8,4,-6,-1,7,6,-5,0,0,-30,0
4,-6,25,-1,3,-8,9,1,166,-8,0
0,10,15,6,-8,0,7,1,119,65,0
4,17,26,9,29,-5,7,1,179,39,0
5,10,11,-8,-11,10,4,1,-22,92,0
2,-10,15,10,-7,13,-3,0,106,27,0
6,9,-2,-4,-7,-3,4,1,103,43,0
6,-1,-4,4,16,-3,5,0,212,39,0
2,9,-9,-1,-14,-4,6,0,44,73,0
5,16,18,-1,20,8,0,1,80,-56,0
0,13,11,9,19,-5,6,0,-18,-12,0
-4,11,-8,-1,1,-5,4,0,-92,-22,0
-1,-6,15,7,-3,-8,4,0,105,-17,0
-3,-9,22,-3,-17,7,4,1,101,81,0
4,9,-10,6,38,-1,5,0,80,51,0
5,4,-7,-5,14,-1,2,0,18,39,0
1,7,-19,-3,-12,-7,4,0,40,56,0
1,0,16,8,14,7,6,1,-18,-13,0
-3,12,0,-7,-18,1,4,1,-153,-58,0
4,4,11,-2,35,0,5,1,-143,-13,0
1,0,27,-3,-5,8,8,0,120,39,0
2,-7,-2,10,7,-6,6,1,0,-12,0
7,4,15,-9,-9,-2,5,0,133,39,0
4,5,8,6,25,-3,7,1,157,50,0
8,-3,34,15,-4,1,5,1,116,-44,0
0,0,-7,-6,23,0,7,0,0,-21,0
-1,4,-23,0,20,-1,6,1,110,53,0
4,-8,-13,2,-26,-5,11,1,118,74,0
0,4,11,9,24,6,-7,1,50,39,0
4,4,-15,-2,16,7,5,0,-84,39,0
4,15,-9,12,18,4,2,0,-63,39,0
1,0,-4,-4,-4,-6,2,0,190,56,0
7,-1,-12,-3,-12,4,8,1,-2,-22,0
-1,8,-14,-6,-7,9,-4,1,109,-39,0
0,4,26,12,-4,1,5,1,35,55,0
5,4,20,4,-22,-2,7,1,15,26,0
-1,-1,-14,-5,21,-5,0,1,2,-31,0
-2,-1,17,-3,32,7,8,1,215,47,0
0,-2,-15,-3,7,0,-1,0,148,-18,0
8,-1,-12,4,8,9,-1,1,-17,-55,0
2,-1,-19,11,18,13,5,1,224,-15,0
5,-4,36,4,1,-5,5,0,40,45,0
-2,-2,9,-3,24,0,4,0,-27,70,0
3,13,0,4,8,0,-2,1,40,70,0
6,7,15,15,0,-7,9,0,25,73,0
-1,-3,18,9,3,8,4,0,145,47,0
0,4,-2,-5,16,6,9,0,185,-48,0
5,-1,-13,10,3,-2,0,0,-108,55,0
0,-2,33,-3,-4,0,4,1,-65,49,0
1,14,-20,-7,-6,7,9,0,123,55,0
-1,6,-15,13,20,1,6,1,-66,39,0
5,-7,1,10,-13,-1,10,1,115,73,0
6,15,-18,8,-4,11,10,0,40,64,0
2,12,-21,0,-15,9,4,1,40,108,0
-2,-3,1,4,-1,1,2,0,197,-7,0
6,15,30,6,25,6,4,1,-70,-41,0
1,11,-13,4,-5,2,4,1,112,47,0
-1,-8,34,-6,-5,7,-4,1,101,90,0
5,-3,11,4,7,5,0,1,128,39,0
0,9,-22,11,20,0,0,1,120,-1,0
-3,-4,-13,6,7,-3,-1,1,193,46,0
6,-1,23,-5,14,-4,-7,1,40,39,0
-1,10,11,10,-9,8,6,1,107,39,0
-2,4,-5,0,14,7,-2,0,112,61,0
8,11,37,12,26,-3,4,0,142,-1,0
2,4,-9,10,42,-2,8,1,-73,67,0
10,11,-24,-2,4,10,10,1,98,-4,0
7,10,12,-5,-16,7,4,0,-77,-8,0
-2,-3,-4,2,34,-1,-2,1,169,51,0
7,-5,11,-3,-8,5,-2,0,40,-21,0
6,-4,23,6,5,-6,-2,1,160,97,0
7,-5,-11,-1,-3,0,4,1,102,-42,0
4,0,-4,6,18,-5,5,0,102,-44,0
-2,14,-24,2,-15,5,4,0,-57,39,0
7,9,15,4,-16,-2,5,0,35,39,0
4,-4,26,7,-13,-5,-4,1,37,-5,0
8,-2,19,6,21,5,4,1,154,-20,0
-2,0,25,15,-5,0,-2,1,198,-4,0
-2,7,21,8,12,-3,-4,1,161,-15,0
4,-6,-8,10,15,-2,0,0,150,52,0
7,-3,-8,-8,23,-3,0,1,-21,39,0
7,-6,11,7,32,12,-3,1,112,39,0
9,-1,20,-4,26,5,4,0,-71,-2,0
-3,4,-9,-2,20,0,7,1,149,-41,0
-1,-3,30,9,16,-3,5,0,180,52,0
-3,10,37,-4,10,6,6,1,198,51,0
1,-9,19,8,-10,7,4,1,40,-29,0
0,4,29,0,-14,6,-3,0,98,-72,0
8,9,-5,-1,0,0,-2,1,40,78,0
-5,6,-5,9,16,-5,5,0,-80,-2,0
-2,2,28,-5,-3,6,4,0,-26,39,0
2,4,15,9,-11,-5,0,1,-17,48,0
-2,4,-9,8,-9,-5,4,0,40,-71,0
4,4,39,-6,-16,0,10,1,4,56,0
-3,4,24,0,-14,5,-4,0,121,39,0
0,-2,-16,-3,24,6,-1,0,111,50,0
6,15,-3,9,-16,10,4,0,162,95,0
4,-7,25,7,-4,5,6,0,-10,-30,0
10,-8,-2,8,17,-4,-6,0,122,46,0
-6,4,11,10,4,5,-4,1,220,42,0
-1,0,19,14,16,8,5,0,40,53,0
2,-2,-13,-6,14,1,10,1,161,-17,0
0,-2,-6,-7,24,-3,-3,0,-8,82,0
-2,-5,30,8,-11,-5,6,1,50,59,0
2,4,-1,6,-4,0,-2,1,40,101,0
-4,-1,-7,12,26,0,4,1,-81,55,0
9,-7,-14,7,15,3,11,1,-16,39,0
0,9,-3,6,-8,8,8,0,40,-20,0
0,-3,15,7,-9,14,0,1,-109,-33,0
0,4,16,-5,20,5,0,0,-107,64,0
2,9,21,7,6,13,-1,1,-81,39,0
4,10,21,0,-11,1,-1,1,-24,39,0
-1,13,35,4,13,-7,4,0,-97,39,0
4,0,16,5,26,-5,-3,1,173,79,0
0,11,25,8,37,-4,5,0,102,-41,0
7,0,-8,9,15,11,4,1,-150,39,0
-2,-2,15,-4,-17,-7,5,1,148,-22,0
1,4,15,8,-22,-4,4,1,-6,45,0
-5,16,-17,9,-4,-2,6,0,-51,-46,0
-1,-5,17,-6,25,-2,-2,1,45,-23,0
5,-6,17,-5,1,6,-1,0,-91,43,0
0,-5,42,12,17,5,7,1,40,66,0
-4,9,26,9,16,8,-3,0,183,49,0
4,9,27,-5,12,5,3,0,-62,-17,0
-1,6,18,16,18,-4,7,0,-25,-17,0
5,8,9,-9,-5,8,4,0,30,57,0
-1,-1,35,11,-13,0,8,0,-49,-21,0
6,-1,11,-2,-1,5,4,0,40,-4,0
-1,14,-28,6,24,11,4,1,103,44,0
0,13,15,9,23,5,4,1,130,-42,0
7,7,32,4,13,0,-2,0,-108,-8,0
-2,11,16,8,-4,11,4,1,115,-44,0
2,7,-4,0,26,-6,0,0,-52,-18,0
5,-4,18,-5,8,-4,9,0,197,-36,0
-1,11,45,13,-1,-3,4,1,-149,-19,0
7,7,-4,0,29,-5,-2,0,-49,99,0
7,0,15,-2,18,13,9,0,-88,-38,0
2,-3,35,4,-15,7,4,0,122,52,0
5,-2,11,2,24,-1,6,0,116,89,0
6,-5,9,0,20,7,7,1,3,53,0
6,-3,-9,-2,8,0,-2,1,114,-85,0
4,-2,21,10,15,-6,-2,0,-2,51,0
5,13,15,4,-18,3,6,0,-10,39,0
0,11,-11,2,20,-3,4,0,-8,39,0
-1,11,20,-5,12,-2,0,1,115,81,0
-1,14,19,14,22,-1,0,1,-22,-16,0
0,-4,17,12,-3,-1,0,1,30,40,0
1,-4,21,8,-5,-7,-5,0,100,62,0
7,12,-14,4,7,-3,4,1,145,81,0
2,-2,11,14,0,5,4,0,-65,50,0
8,10,11,-2,-20,-4,6,1,-10,66,0
2,8,-21,9,20,5,-2,1,121,39,0
4,-2,-3,0,21,7,-1,1,3,-70,0
8,12,26,-1,14,0,4,0,-6,-44,0
1,4,21,7,3,0,0,1,-25,-17,0
-5,11,20,7,39,1,-3,1,-38,-31,0
5,-4,-23,2,28,-3,0,1,-12,83,0
4,8,-3,6,29,7,9,1,40,72,0
10,4,-1,-2,-20,-4,4,1,142,64,0
-1,15,-3,12,28,4,-6,1,-110,39,0
4,11,6,-1,9,8,9,1,-19,39,0
5,0,-4,8,27,8,11,1,2,42,0
6,-1,-15,12,11,7,7,1,-61,39,0
5,12,0,4,0,-1,-2,0,134,-3,0
-1,8,17,-2,1,-2,10,1,147,64,0
-3,-5,-9,7,-19,-6,4,1,99,70,0
-2,4,8,-6,-6,5,8,1,-44,-8,0
2,-1,15,-7,6,-4,-4,0,40,-8,0
5,9,29,-3,21,5,4,0,-39,62,0
4,-8,-14,8,8,1,4,1,184,39,0
8,11,-1,6,-13,-7,4,1,43,-3,0
4,-2,-3,10,19,0,5,0,40,-34,0
5,-1,1,-5,-11,7,0,0,118,56,0
0,10,16,2,22,9,-1,0,1,48,0
4,8,-13,-11,15,3,4,0,173,-32,0
-2,-5,-29,4,-4,6,5,1,40,-10,0
5,8,-1,-1,-23,7,2,1,107,57,0
2,-3,29,2,14,0,5,0,158,-22,0
0,-1,15,7,-7,12,2,1,123,39,0
4,10,19,-7,-17,4,-1,0,-38,-57,0
2,-2,-14,-2,19,11,-3,1,100,92,0
-1,-6,15,4,-1,2,0,1,40,-28,0
-2,-2,20,-3,12,5,4,1,18,-18,0
1,-4,-6,7,-7,-8,4,1,-46,-57,0
-1,11,16,7,23,-8,5,0,118,-44,0
6,13,-4,-5,-13,-2,-3,1,-30,-1,0
6,0,11,6,5,5,-1,0,216,-1,0
4,11,15,-1,5,11,0,0,50,43,0
6,4,-9,7,31,14,4,0,-34,-24,0
8,-1,0,15,6,3,-2,1,116,-68,0
1,-1,-25,13,-9,6,0,1,35,39,0
2,7,5,4,3,-1,-1,0,-45,-12,0
-5,-1,17,-1,-12,4,0,1,129,48,0
-3,0,15,-3,20,0,4,0,242,66,0
4,-1,-10,-5,-10,6,4,0,-37,76,0
2,16,17,7,10,0,-1,1,-45,39,0
-1,-7,-13,-4,17,-1,7,0,145,56,0
4,14,-10,8,-14,-1,0,0,-38,39,0
9,0,15,6,15,8,0,1,141,-24,0
-3,7,11,7,-7,-2,-3,0,-23,-17,0
6,-1,11,13,-13,-8,-2,1,-14,-20,0
-1,10,22,-1,0,-5,0,0,-83,48,0
4,13,1,4,27,6,4,0,140,-30,0
9,-2,19,6,41,6,6,1,-9,58,0
0,7,7,9,22,6,4,1,55,72,0
0,4,-1,4,-2,-3,-3,1,40,77,0
2,-5,20,4,6,-1,-4,1,-3,71,0
2,-5,25,5,-7,-4,4,0,129,39,0
2,4,-21,5,21,-4,9,1,237,44,0
-6,-3,-14,13,-13,7,4,1,-79,93,0
-3,7,-16,5,16,10,4,0,134,-37,0
-1,9,11,6,-11,1,4,0,60,75,0
7,4,22,-6,-19,-8,-1,1,50,93,0
4,14,-10,-4,-25,-8,-1,0,117,123,0
4,-2,8,-3,17,0,6,0,-66,53,0
1,13,0,2,-1,8,-4,0,30,39,0
2,-2,-2,-3,-2,0,0,1,187,50,0
-2,0,34,-7,-9,-2,0,0,-5,-19,0
-4,0,15,-2,37,-1,-1,1,-8,47,0
5,9,42,0,-11,1,0,0,-32,42,0
0,0,11,-5,3,-5,-2,1,-13,-4,0
-3,8,10,4,-10,6,4,0,-13,-77,0
-4,-1,17,10,-2,10,-5,1,152,66,0
-1,-6,15,-7,1,9,4,1,40,43,0
-1,-7,-29,-5,21,6,-1,0,206,56,0
0,-5,-7,-1,1,-1,7,0,110,39,0
6,-1,31,-3,23,-2,9,1,45,-11,0
6,0,5,-5,-3,-2,0,1,192,79,0
4,-1,-15,-3,3,0,6,1,115,39,0
0,-3,19,-6,6,0,2,0,40,-26,0
-1,-1,39,11,0,0,6,1,109,55,0
-6,-3,-20,4,31,14,4,1,-101,-34,0
-4,10,-10,0,-5,4,9,0,134,-2,0
-3,-2,15,0,0,3,-3,1,196,-61,0
4,-3,26,-6,3,7,0,1,45,39,0
6,9,-3,-1,28,-6,4,0,175,-16,0
4,7,-9,13,-6,-2,-3,1,40,-33,0
-4,9,32,0,-2,8,8,1,30,-16,0
-3,-1,-9,10,14,-4,8,1,-56,39,0
-4,9,47,5,30,-3,0,1,-68,-1,0
-3,-2,-7,2,-2,10,4,0,-130,-10,0
2,2,-27,-1,-15,9,4,0,40,66,0
5,-2,17,-2,40,1,4,0,228,39,0
