Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
-2,4,15,0,1,1,4,0,136,-13,0
2,4,11,9,8,6,4,0,40,58,0
2,-4,15,2,3,0,4,1,41,-32,0
2,2,23,5,10,4,4,0,50,39,0
2,4,27,6,10,9,-3,0,40,39,0
0,1,11,4,-5,1,-2,0,107,39,0
1,4,8,7,-10,0,4,0,40,-1,0
2,4,-7,6,1,4,4,0,121,39,0
0,10,5,2,3,8,4,1,2,39,0
-2,7,-4,4,-7,1,3,1,40,2,0
8,4,15,7,1,1,4,1,40,39,0
2,7,12,0,-2,4,4,0,40,39,0
2,0,-9,2,1,7,4,0,40,48,0
2,-2,17,7,4,0,5,1,109,30,0
0,4,-4,8,8,3,2,1,116,-12,0
2,1,11,7,-5,1,2,0,52,-43,0
-1,4,11,6,-16,2,2,1,40,39,0
4,4,11,-2,-6,-3,4,1,-38,39,0
1,4,3,2,7,5,0,0,35,-2,0
2,4,11,2,21,0,6,1,40,88,0
4,7,5,8,17,0,4,0,-35,-15,0
3,8,0,4,8,3,4,0,8,39,0
-1,10,11,2,3,10,4,1,50,39,0
0,4,11,4,7,6,0,0,103,39,0
2,4,9,6,13,0,4,0,40,39,0
1,-4,-15,8,-12,1,4,0,40,51,0
7,10,11,5,-5,6,2,0,40,39,0
0,4,16,8,12,4,-1,1,40,39,0
4,0,8,2,-5,0,0,1,-10,39,0
1,0,30,2,20,5,4,0,0,64,0
2,4,11,0,21,-4,0,0,35,-22,0
-2,9,15,0,25,4,4,0,40,-7,0
2,-1,15,8,12,1,4,0,-8,39,0
2,-6,23,9,12,4,4,1,-51,39,0
2,8,11,2,0,0,-1,1,40,39,0
4,0,22,0,8,1,4,1,40,71,0
4,0,-4,8,28,6,4,1,10,-13,0
4,6,5,2,-10,0,4,1,25,39,0
1,5,11,8,26,-2,4,1,40,-3,0
2,4,33,-2,-3,0,-1,1,40,-42,0
0,-5,1,8,12,-4,2,1,172,39,0
5,4,11,4,6,3,7,1,60,39,0
4,4,11,2,9,8,-4,0,-24,39,0
-1,-6,16,0,12,9,1,0,40,45,0
1,7,-4,4,-12,1,4,1,103,61,0
2,-3,15,4,14,1,4,0,40,-33,0
1,4,11,8,8,2,4,0,-1,39,0
2,6,9,2,25,0,4,1,-5,39,0
1,4,11,8,14,11,4,1,-23,39,0
6,-1,11,-5,-8,0,4,1,-43,39,0
6,10,-5,2,5,7,4,1,40,39,0
1,9,0,7,8,3,2,1,32,39,0
-2,4,21,4,19,5,4,0,40,39,0
-2,-2,11,-2,8,6,4,1,25,42,0
0,4,9,4,12,4,4,0,32,39,0
5,4,-8,6,10,-2,4,1,-21,8,0
2,8,29,4,1,3,4,0,37,39,0
2,4,4,5,-7,-2,3,0,-63,26,0
1,4,11,2,17,0,4,0,104,56,0
5,7,15,4,1,1,4,0,-79,39,0
-2,4,11,2,3,0,-2,1,-27,39,0
-3,8,16,8,3,1,4,0,8,39,0
2,4,20,2,-3,-4,4,1,-63,39,0
4,10,24,0,12,0,2,1,40,39,0
1,7,-8,-1,10,9,4,0,40,39,0
4,-5,-7,2,14,0,4,1,53,0,0
6,0,15,2,0,-1,3,1,40,-35,0
4,4,20,2,4,0,4,1,40,39,0
-2,4,11,-3,30,5,4,1,18,39,0
2,0,15,0,7,4,4,1,134,39,0
2,4,-12,2,5,0,4,1,-83,39,0
1,9,11,4,12,0,4,1,-57,39,0
4,8,11,7,8,5,4,1,15,39,0
0,4,15,0,26,3,4,0,40,-23,0
2,7,-10,4,1,1,-1,1,38,39,0
4,4,11,0,3,2,-2,1,40,39,0
0,0,11,4,8,3,4,0,23,39,0
4,7,-4,-5,4,-1,4,1,-15,39,0
2,4,9,4,15,8,4,0,8,39,0
1,9,-18,4,11,4,4,1,45,39,0
4,4,18,-4,1,1,-3,0,-33,-20,0
6,4,11,6,18,-4,5,0,141,-11,0
4,4,20,2,-11,0,-1,1,50,56,0
4,4,4,2,3,0,6,1,-48,39,0
4,4,11,2,8,7,5,1,35,39,0
-2,4,21,4,15,4,6,0,40,0,0
-1,4,11,-5,3,1,-1,1,50,39,0
2,7,9,2,12,0,-2,0,136,39,0
2,-5,25,-2,18,0,4,1,199,39,0
4,0,15,0,-12,4,4,0,112,48,0
0,4,11,-1,20,4,4,1,40,-31,0
5,11,15,-1,8,6,4,1,40,39,0
2,4,2,0,14,6,4,1,-5,39,0
1,4,0,8,-12,-1,4,0,40,81,0
1,9,15,4,24,1,4,0,40,39,0
4,4,11,6,3,0,5,1,-83,-24,0
-1,5,22,8,-7,1,4,1,60,39,0
4,4,19,2,7,-3,-3,0,40,39,0
-2,11,7,0,22,3,4,0,121,39,0
2,4,9,4,-3,6,1,0,-23,14,0
0,7,-6,-3,8,3,-2,0,123,65,0
