Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
7,8,-4,-2,1,11,0,0,196,96,0
0,14,-8,9,8,-5,-1,0,215,58,0
-3,-10,-14,13,3,5,-2,0,152,41,0
8,0,12,6,-2,-6,5,1,-4,63,0
4,-4,19,10,38,-1,0,1,-19,47,0
4,-13,27,-1,-6,-10,-6,1,-109,-50,0
-5,10,-8,-2,-11,8,4,0,121,-15,0
7,-4,17,16,-7,11,4,0,-96,-35,0
-2,-12,-15,0,-5,-1,4,0,167,39,0
9,19,-20,10,30,-5,5,0,-138,88,0
1,4,30,0,41,9,-1,0,194,-38,0
6,-2,-1,-1,-7,5,4,1,-132,81,0
6,-4,27,9,15,6,0,1,-67,39,0
2,0,23,-1,4,-5,4,1,-59,-2,0
0,8,1,0,-22,6,5,1,7,54,0
-3,11,36,-3,27,1,-4,0,176,-42,0
4,-3,33,-1,32,2,5,1,147,69,0
-4,7,-11,-1,-13,-3,6,0,-33,52,0
5,0,-1,-6,28,5,0,0,-121,75,0
-4,-1,-7,-5,-21,5,6,1,109,-9,0
-2,-6,-12,8,10,0,6,1,18,44,0
6,8,-9,-12,37,6,-2,1,222,95,0
4,13,16,-9,-3,-3,5,1,-108,-16,0
4,-3,15,8,7,16,5,1,-69,-21,0
8,-1,-3,-3,21,-9,8,0,40,-9,0
-1,10,-30,13,24,8,4,0,134,49,0
-5,7,17,10,-22,-5,0,1,126,-43,0
8,-4,-1,-2,-6,7,8,1,-59,90,0
-3,14,8,17,-8,8,4,1,40,-36,0
-1,-6,6,9,-12,8,-1,1,-191,-36,0
-1,-6,22,-3,8,12,-1,0,-99,-7,0
-6,0,28,-5,19,-3,4,0,116,-70,0
-1,-2,42,7,-12,-5,5,0,-25,-17,0
2,7,15,-7,-19,9,4,1,121,-13,0
6,18,11,12,20,7,-5,0,244,81,0
-1,10,20,-3,-10,14,7,1,257,52,0
6,-2,38,7,22,-4,-1,1,-93,-13,0
0,15,34,7,8,-4,-4,1,25,-32,0
5,-1,-9,6,-16,16,8,1,-15,61,0
0,17,21,-3,16,7,4,0,-18,99,0
-1,14,-14,4,-7,7,6,1,17,-1,0
1,9,34,6,-9,-8,4,0,60,-24,0
0,4,32,11,9,-1,0,0,151,-17,0
4,-4,-5,10,39,4,5,1,-42,71,0
-5,-6,-16,13,-11,6,7,0,114,-3,0
4,-1,-26,-4,-5,-2,-1,0,-19,-10,0
1,-1,-7,6,-16,9,7,0,229,-2,0
6,11,24,13,5,6,5,0,157,-17,0
4,10,-6,7,0,-3,-3,0,137,73,0
7,-5,-4,-5,-22,15,-3,0,155,70,0
0,-4,44,11,-14,-3,4,1,220,80,0
5,7,28,-6,22,-1,6,1,156,78,0
4,9,30,8,14,6,0,1,-74,39,0
0,12,-8,-4,-10,-6,4,0,-61,-48,0
6,8,17,4,-14,5,-1,1,-65,-1,0
8,-1,-7,-1,-4,9,4,1,102,-3,0
6,-5,-5,-1,-20,6,0,0,109,-42,0
2,10,4,-5,28,5,-3,1,-143,-65,0
1,16,-21,6,-8,7,6,1,-2,46,0
-4,16,-12,9,22,9,7,1,143,39,0
0,-3,21,2,31,-3,-2,1,-35,-49,0
4,9,15,11,16,6,6,0,-10,-14,0
4,-6,-1,8,14,8,-4,0,212,-8,0
0,9,43,-2,-17,-6,-3,1,134,54,0
4,8,-5,0,25,7,-1,0,-57,-4,0
-2,-2,-8,0,20,9,-4,1,162,-3,0
-7,18,15,-1,0,-1,-3,1,142,-18,0
-1,10,0,-1,21,10,4,1,130,-65,0
5,7,-10,9,-2,10,8,1,132,-23,0
-3,6,24,-4,7,4,8,0,138,43,0
2,-12,5,11,-9,0,5,1,-16,40,0
-2,-4,-18,7,-7,11,-4,0,-45,56,0
7,-2,15,-6,28,-3,9,0,-60,48,0
8,-1,28,10,-9,0,-1,0,-17,46,0
0,9,25,-2,14,5,4,0,146,97,0
4,12,-5,0,30,7,10,1,154,-8,0
6,4,-5,14,15,-3,6,1,-110,-19,0
-3,-5,-22,9,-6,-4,4,1,132,-7,0
4,8,-10,4,44,5,4,0,-128,-9,0
8,-10,20,4,-16,5,0,1,225,-26,0
9,-8,-8,0,14,7,-4,0,-107,-11,0
4,14,-4,8,15,0,5,0,-35,39,0
-4,-7,29,8,18,-2,-3,0,182,79,0
5,-9,-17,0,3,0,-4,0,164,46,0
-7,-4,11,0,14,5,5,1,144,71,0
1,0,-5,-2,26,15,5,1,40,72,0
-3,-2,26,-1,-11,0,-1,1,-6,-6,0
-1,16,-14,-2,35,5,-3,1,35,97,0
-1,-2,-1,9,34,0,-3,1,149,-41,0
-1,-5,-22,11,-10,11,4,1,185,-21,0
-4,-1,38,9,15,6,9,1,132,-18,0
9,-3,-3,11,36,7,-2,1,201,-80,0
6,7,2,-7,16,8,0,1,132,56,0
6,4,21,8,-15,8,-2,0,-31,-10,0
1,-1,21,-6,-15,7,4,1,-94,-13,0
4,-6,25,-6,-1,-2,8,1,-84,-29,0
-5,10,-7,-3,4,-2,-7,0,-32,-43,0
-1,-7,-11,-3,25,-4,-3,0,-92,-57,0
5,11,7,10,6,9,-3,1,-23,-28,0
4,7,-21,-1,-5,0,6,1,120,94,0
0,0,-8,-1,-1,5,-3,0,174,-13,0
