Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,class
7,12,-29,0,19,12,0,0,254,-4,0
-4,15,-16,0,21,-1,6,0,136,86,0
4,-10,-5,9,20,-4,10,0,123,39,0
0,0,26,-6,26,-4,-2,0,100,-16,0
-3,11,-8,-2,19,7,-7,1,-44,42,0
-1,1,-4,9,-19,-4,8,1,-52,51,0
8,-3,8,15,22,6,6,1,-13,-1,0
5,12,30,-2,16,8,8,0,40,50,0
-3,-6,-3,9,43,-4,-1,0,260,-64,0
12,-6,19,8,45,-5,-2,1,119,40,0
4,12,26,-3,-20,-7,5,0,221,-50,0
-4,-10,21,12,10,8,-5,1,113,-48,0
4,18,16,0,-5,0,-4,1,1,74,0
4,-10,-7,-4,-10,0,7,0,196,76,0
-1,8,-3,-1,25,-4,0,1,135,54,0
6,0,-7,-2,22,-5,5,1,-94,-16,0
-1,8,0,12,-3,15,4,1,158,85,0
6,8,-15,17,28,11,10,1,-55,76,0
-3,18,-1,10,24,-8,10,1,-10,-23,0
-2,-4,20,16,-2,0,8,0,148,104,0
4,9,-3,-3,-10,-6,-1,1,18,-19,0
5,12,-17,-3,37,0,7,0,8,67,0
4,-5,-2,9,-7,-9,5,0,-59,89,0
7,-10,-20,6,18,6,4,1,-59,107,0
6,-13,28,8,33,6,5,1,-38,-22,0
7,11,-16,0,-2,-1,10,0,-14,96,0
-1,7,22,10,15,11,2,0,98,60,0
0,-2,11,6,-11,-1,5,1,1,39,0
-2,-3,-10,2,20,12,-2,1,136,39,0
-2,11,0,0,17,8,4,1,169,-8,0
-2,-9,27,8,32,6,6,1,124,-17,0
-1,-14,40,8,-10,4,4,1,199,-31,0
-6,8,-8,8,25,-7,4,1,154,-16,0
-5,-6,18,0,23,6,-1,1,118,43,0
-2,-3,19,9,-2,8,-5,1,-97,39,0
-4,-11,20,8,17,6,4,0,203,68,0
7,14,-21,0,-3,5,5,1,-29,39,0
-1,15,32,13,45,-2,6,1,243,-19,0
1,10,-6,-11,-1,-6,-6,0,-114,-19,0
6,-4,39,12,-4,15,5,0,-53,-45,0
4,-9,-8,8,-8,6,-5,0,105,-27,0
-1,-4,22,8,-1,-3,4,0,-132,72,0
1,-7,19,7,16,-2,7,0,220,39,0
-3,4,24,-5,-1,4,4,1,-40,89,0
