Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
,,,,,,,,,,,0.9020995292868168,,,,,5
,,,,,,,,,,,,,,,,2
,,,,,,,,,,0.8768205325692787,,,,,,2
,,,,,0.7921811903318035,,,0.7998309621073391,,,,,,,,0
,,,,,,,,,,,,,,,,4
,,,,,,,,,,0.8804958501072926,,,,,,2
,,,,,,64069.0,,,,,,,,,,4
,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,5
,,,,,,,,,,,,,,,,5
,,,,,,,231.0919432278567,,,,,,,,,6
,,,,2.1574988795455696,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,0.9813725804645252,2
,,,,,,,,,,,,,,,,1
,,,,,0.8680321524077349,,,,,,,,,,,4
,,,190.7525631998383,,,,,,0.989214884481701,,,,,,,3
,,,,,,,,,,,,,,,,0
,,,,,,,,,,0.7703860744328953,,,,,,0
,,,,,,,,,,,,,,,,1
,,,,,,,,0.7454852112386359,,,,,,,,5
,,,,,,,471.9364086843563,,,,,,,,,1
,,,271.4886534575292,,,,,,,,,,,,0.9984288277256586,0
,,,,,,,,,,,0.7953304239465746,,,,,3
,,,,,,,,,,,,,,,,6
,,,,,,,,,,0.85803004724299,,,,,,0
,,,,,,,,0.6809869288883559,,,,,,,,6
,,,,,,,,,,0.8392161602015711,,,,,,2
,,,,1.6555785086031405,,,,,,,,,,,0.9884500005302342,6
,,,173.8389124515525,,,,204.2677975612309,,,,,,,,,3
,,373.0301534830213,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,0.8692376967269335,,,,,,,,,,,4
,,,,,,,,,,,,,,,,4
,,,,,,,297.3916025317357,,,,,,,,,2
,,,354.9426494350731,,,,,,,,0.7410556314151862,0.0036210221881278,,,,1
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,2
,,,,1.8289340594300345,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,0.0062364534839153,,,,0
,,,,,,,,,,,,,,,,5
,,,,,,,283.3063261224768,,,,,,,,,2
,,,,,,,,,,,,,,,,0
,,,,,0.6944327808667121,,,,,,,,,,,1
,,,,,0.7404635725217921,,,,,,,,,,,3
