sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,,0.095,,0.2245,,,1
,0.35,0.265,,0.2255,0.0995,0.0485,0.07,0
,,,,0.677,,,0.21,1
2.0,,,,0.516,,,0.155,1
,,0.255,,0.205,0.0895,0.0395,0.055,0
,0.425,0.3,,0.3515,0.141,0.0775,,0
,,0.415,0.15,0.7775,0.237,0.1415,0.33,1
0.0,0.545,,0.125,,0.294,0.1495,0.26,1
2.0,,,,0.5095,,0.1125,0.165,1
,0.55,0.44,0.15,,0.3145,0.151,,1
0.0,0.525,,,0.6065,0.194,,,1
2.0,0.43,,,,,0.081,,1
2.0,0.49,0.38,,,0.2175,,0.19,1
0.0,0.535,0.405,0.145,,0.2725,0.171,0.205,1
,,0.355,0.1,0.4755,0.1675,,,1
2.0,,,0.13,0.6645,0.258,0.133,0.24,1
1.0,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,0
0.0,0.44,,,,0.188,0.087,0.13,1
,,0.295,,0.2555,0.097,0.043,0.1,0
2.0,0.45,0.32,0.1,,,,0.115,1
2.0,0.355,,0.095,,,,,1
,,0.275,,,0.08,,,1
,0.565,,,,,,,1
,,,,0.7635,,,0.2,1
,0.615,,0.165,1.1615,,0.301,0.305,1
0.0,0.56,0.44,,,0.3825,0.188,0.3,1
0.0,,,,,0.3945,,0.285,1
,,,0.14,,0.356,0.234,,1
,,0.475,,,0.394,0.219,0.295,1
2.0,0.575,0.425,,0.8635,,,0.2,1
,,0.47,,,0.3935,,,1
0.0,0.68,0.56,0.165,,0.6055,0.2805,,1
,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,1
,0.68,0.55,0.175,1.798,,0.3925,0.455,1
,,0.55,0.2,1.7095,0.633,0.4115,0.49,1
2.0,0.465,,0.105,,0.227,,0.125,0
,,,,1.217,0.5305,,,1
,,,,0.5225,0.237,,,0
,,0.445,0.135,0.883,0.381,,0.26,1
,,0.29,0.09,0.3275,0.134,,,1
0.0,,,0.105,,0.1865,,,1
0.0,0.55,0.425,,,0.362,0.196,0.27,1
,,,0.045,,0.0315,0.0235,0.02,0
1.0,0.205,0.15,,0.042,0.0255,,0.012,0
,0.21,0.15,0.05,0.042,,,,0
,,,,0.203,0.0875,,0.075,0
2.0,,0.37,0.12,,,,0.14,1
,,,0.12,0.4605,,0.11,0.15,0
,,0.245,0.07,0.161,,,,0
0.0,,,,,,,,1
,,,0.12,0.595,,0.111,,0
,,0.32,,0.303,0.1335,,,0
,,,,0.5415,0.2595,0.096,0.16,1
0.0,0.47,,,0.4775,,,0.15,1
,,0.31,0.1,,0.173,,0.11,0
0.0,0.5,,0.14,0.6615,,0.1755,,0
,,0.35,0.12,0.4425,0.192,0.0955,0.135,0
2.0,,,0.135,0.5895,,0.12,,0
,,,0.06,,,,0.025,0
0.0,0.505,0.4,,,,,,0
,0.45,,,0.4115,,,0.135,0
2.0,0.505,,,,,0.16,0.175,1
,,0.41,,0.6965,,,,1
2.0,0.425,0.325,0.095,0.3785,,0.08,0.1,0
,0.52,0.4,,0.58,,,,0
2.0,,0.355,0.12,,0.234,,,0
0.0,0.565,,,0.915,,,0.32,1
,,,0.185,,0.416,,0.485,1
0.0,0.475,,,,,0.1155,,1
1.0,0.31,,,0.151,,0.0405,0.045,0
2.0,,0.425,0.13,0.7665,0.264,0.168,0.275,1
0.0,,,0.11,,0.1405,,,0
0.0,0.595,,0.17,1.247,0.48,0.225,0.425,1
,0.57,,,1.185,0.474,0.261,,1
0.0,,0.45,,1.098,,0.2895,0.315,1
,,0.475,0.15,,0.4425,,,1
2.0,,,,0.944,0.3625,,0.315,1
0.0,,0.47,,,0.363,0.194,0.305,1
,,0.425,,0.788,,,,1
,,,,1.1025,0.4695,0.2355,0.345,1
,,0.445,,,0.3845,,,1
2.0,0.62,0.51,,,,0.192,0.675,1
,0.52,,0.165,,,0.225,0.32,1
,0.595,0.475,0.16,1.3175,,,0.58,1
,0.58,,,,,0.216,0.36,1
0.0,,,0.18,1.295,0.339,,,1
2.0,0.625,,0.14,,0.4825,,,1
2.0,,0.44,,,,,,1
,0.46,0.355,,0.517,0.2205,,,1
,0.575,0.45,0.16,,0.3135,0.231,0.33,1
2.0,,,0.135,0.8115,0.341,0.1675,,1
2.0,,0.44,0.15,,,0.1525,,1
,,,,1.115,,,0.39,1
,,0.495,0.165,,,,,1
2.0,,0.56,0.19,1.494,0.588,0.3425,,1
2.0,0.665,0.535,0.195,1.606,,,,1
2.0,,,,0.725,0.269,,,1
,0.47,,,,,0.132,,0
,0.47,0.37,,,,,0.165,0
0.0,,0.375,,,,,,1
,,0.265,,0.2315,,0.046,0.075,0
,,0.435,,0.843,0.328,0.1915,,1
2.0,,,0.16,0.883,,0.164,0.335,1
,0.53,0.415,0.14,,,,,1
2.0,0.605,,,1.1735,,0.2405,0.345,1
0.0,0.52,,,0.727,,0.1835,,1
0.0,0.545,0.43,0.165,0.802,,,0.28,1
,0.5,0.4,,0.6675,0.261,,0.22,1
0.0,,0.39,0.135,0.6335,,,0.2,1
0.0,0.435,0.395,,0.3635,,,,1
2.0,,,0.125,0.5415,0.2375,,0.155,1
,,,,,0.172,,0.175,1
1.0,0.435,,,0.3325,,,0.105,1
,,,0.105,,,,,1
,,0.41,0.125,0.6935,0.2975,0.146,0.21,1
,0.53,0.415,,,0.233,0.1585,0.18,1
0.0,0.49,,0.135,,,,0.22,1
,,0.34,,0.402,,0.0955,,1
0.0,0.56,,,,,0.172,0.31,1
2.0,,0.305,0.085,0.2605,0.1145,,0.085,0
0.0,,0.365,,0.4205,0.163,,,1
,0.385,0.295,0.085,0.2535,,,,0
0.0,,,,,,,,1
2.0,,0.265,,0.214,0.09,,0.07,0
,0.36,,0.08,,0.081,,,0
1.0,,,,,,0.0235,,0
1.0,,,,,0.1075,,,0
1.0,0.385,0.29,,0.2505,0.112,0.061,,0
2.0,0.7,0.535,,,,0.2635,,1
2.0,0.71,0.54,0.165,1.959,0.7665,0.261,,1
2.0,0.595,0.48,0.165,,0.4835,,0.41,1
0.0,,0.35,,,0.175,0.063,0.129,1
,,0.26,0.09,,0.085,,,0
1.0,0.35,0.26,,,0.086,0.056,0.068,0
1.0,0.265,,,,0.04,0.0205,,0
0.0,0.425,0.33,0.115,0.406,,0.081,,0
0.0,,0.23,0.08,,,,0.048,0
,,0.255,0.09,,,0.0295,0.063,1
,0.405,,0.11,0.3555,0.151,0.063,,1
,,,0.095,0.253,,,0.0925,1
,,,,0.826,,,,1
0.0,0.55,,,0.741,0.295,,0.2665,1
2.0,0.65,,0.19,,,,0.4465,1
2.0,,,0.155,,0.34,0.19,,1
2.0,0.475,,,,0.2075,0.1165,,1
0.0,0.49,0.38,0.125,,,0.1075,0.174,1
,0.46,,0.12,0.515,0.224,0.108,,1
1.0,0.28,0.205,,,0.052,,0.042,1
,0.175,,0.055,,,0.0065,,0
1.0,,,0.095,0.03,,0.008,0.01,0
,,,,1.053,,,,1
0.0,0.605,0.5,0.185,1.1185,,,0.335,1
,,0.515,,,0.5065,0.305,0.45,1
0.0,,0.485,,,,,0.355,1
0.0,0.565,,,0.9885,,0.1495,0.31,1
,,,,,0.32,0.131,,1
,,,0.19,0.994,0.392,0.2425,0.34,1
2.0,0.645,,,1.514,,,0.635,1
0.0,,,0.17,,,,,1
,,,0.165,,0.2985,,0.44,1
,0.605,0.465,,,0.4215,,,1
0.0,,,,1.222,,0.2575,0.28,1
,,,,1.2445,,0.297,,1
,,,0.21,2.141,,,1.005,1
0.0,,0.545,,,,,,1
2.0,0.725,0.57,0.19,2.55,1.0705,,0.725,1
0.0,,,,,,0.4515,,1
0.0,0.68,,0.205,1.842,,0.408,0.65,1
2.0,0.705,0.56,,,,,0.76,1
,,,0.175,,0.5125,0.409,0.62,1
,0.695,0.55,0.215,,,,0.59,1
,0.53,0.395,0.145,0.775,0.308,,0.255,0
2.0,0.525,0.435,0.155,1.065,0.486,,0.285,0
0.0,,0.405,,,0.32,0.1845,,0
1.0,,0.16,,,,0.018,,0
1.0,0.36,0.26,0.09,0.1785,0.0645,,,0
,,,0.06,,0.06,0.0375,,0
,,0.245,0.085,,,,0.05,0
,0.225,0.16,,,0.025,,,0
,,,,0.97,0.385,,,1
2.0,,,0.18,,0.399,0.2,,1
,0.64,0.51,,1.368,0.515,0.266,0.57,1
,0.56,,,1.0235,0.429,,0.3,1
,0.62,0.475,,,,0.214,,1
0.0,,,0.2,1.5675,,,,1
,,0.49,0.19,,,,0.355,1
,,,0.15,,0.392,,,1
0.0,,0.5,0.185,1.383,,0.3315,0.38,1
0.0,,,0.16,,0.5265,,,1
0.0,0.585,,0.17,,0.365,,0.29,1
2.0,0.615,,,,,0.2165,,1
2.0,,,0.17,,0.419,,,1
,,0.45,,,,,,1
1.0,0.355,0.275,0.085,,,0.06,0.15,0
,,0.4,,,0.459,,0.195,1
2.0,0.5,,0.155,,0.346,,,1
0.0,,,0.15,,0.285,,,1
,0.64,,,1.3035,,0.2635,,1
,0.56,,0.16,0.922,,,,1
2.0,0.585,,0.185,,,0.213,0.285,1
,0.45,,,0.4165,0.1655,,,1
,,,0.165,,,,,1
0.0,0.5,,,0.63,0.234,0.1465,,1
,0.53,0.435,,0.8155,,0.155,0.275,1
,,,,0.369,0.171,,0.12,0
,0.44,,0.14,,0.186,0.1085,,1
,0.4,0.3,,0.315,0.109,0.067,0.12,1
,,0.34,0.11,,,0.085,,0
0.0,0.525,,,0.8325,,0.1685,,1
1.0,,0.28,,0.2655,,0.052,,0
,,0.365,0.145,,0.1995,,0.22,1
2.0,0.335,,,,,0.0415,,0
,0.415,,0.105,0.38,0.1595,,0.12,1
,0.5,,,,0.241,,0.205,1
,,0.395,,0.66,,0.128,0.235,1
2.0,0.55,,,,,0.1635,0.255,1
2.0,,0.35,0.13,0.46,,,,0
