sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,,,,,,,1
,,,,0.2255,0.0995,,0.07,0
,,0.42,0.135,,0.2565,,,1
,0.44,,0.125,,0.2155,,,1
,,,,0.205,,,0.055,0
,,,,,,,,0
,0.53,,0.15,,,,,1
,0.545,0.425,,,,,,1
2.0,,,0.125,0.5095,,,,1
0.0,,,,,,0.151,0.32,1
,,,,,0.194,0.1475,,1
,,,,,0.1675,,,1
,,,,0.5415,,,0.19,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,0.095,,,0
0.0,,,,0.451,,,,1
,,,,,,0.043,,0
2.0,,,0.1,,,0.075,0.115,1
,,,,0.2455,,,,1
,,,,,,,,1
,,,,,,0.214,,1
,,,,,,,,1
0.0,,,,,0.513,,,1
,,,,0.9285,,,,1
0.0,,0.45,,,,,,1
,0.59,,0.14,0.931,,,,1
,,0.475,,,,,,1
,,,,0.8635,,,,1
,0.58,,,,,,,1
0.0,,,,,,,,1
,,,,1.338,,,0.35,1
,0.68,,,1.798,,,0.455,1
,0.705,,0.2,,,,,1
2.0,0.465,,,,,,,0
,,,,,,,,1
,,,,,,,0.145,0
0.0,,,,0.883,,0.2035,0.26,1
,,,,,,,,1
,,,,,,,0.115,1
,,0.425,,,,,,1
,0.24,,,,,,,0
1.0,,,,,,,,0
,0.21,,0.05,,,0.0125,0.015,0
1.0,,,,,,,,0
,,,,0.5795,0.293,0.227,,1
,,,,,,,0.15,0
,0.325,,0.07,,,0.0255,,0
,0.525,,,,,,,1
,,,,,,,,0
2.0,,,,,,,,0
,,,,,,,0.16,1
,,,,,,,,1
2.0,,0.31,,,,,0.11,0
,,,,,0.2565,,,0
,0.445,,,,,,,0
,,,,,0.2765,,,0
,0.245,,0.06,0.086,0.042,,,0
,,,0.125,,0.246,,,0
,,,,0.4115,,,,0
,0.505,,,,0.305,,,1
,,,,,,,,1
,,,,,,,,0
,,,,,,,,0
,0.475,,,,0.234,,,0
,,0.44,,0.915,,0.1935,,1
0.0,,,0.185,,0.416,0.224,,1
,,,,,0.2135,,,1
1.0,,,,0.151,,0.0405,,0
,,,,0.7665,,,,1
0.0,,,,,0.1405,,0.1,0
,,0.475,,,,,,1
,0.57,,,,,,,1
,,0.45,,,,,,1
,,,0.15,1.0075,,,,1
,,,,,0.3625,,,1
0.0,,0.47,,,,,,1
,0.555,,,,,,,1
,0.615,,,1.1025,0.4695,,,1
0.0,,0.445,,,,,,1
2.0,,,,,,,,1
,0.52,,,,,,,1
2.0,,0.475,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,0.14,,,,,1
,0.56,,,,0.3305,,,1
,,,,,,,,1
,,,,,,,,1
2.0,,,,,,,,1
2.0,,0.44,,0.755,,,0.26,1
2.0,0.595,0.465,,,0.4015,0.254,,1
,,0.495,0.165,,,,,1
2.0,,,,,,,,1
,,,,1.606,,0.388,,1
,,,,0.725,,,,1
2.0,,,,,0.214,,,0
,,,,0.5225,,,,0
,,,,,,,,1
1.0,,0.265,,,,,,0
,,,,,,,,1
,,,,,,0.164,0.335,1
,0.53,0.415,0.14,0.724,,,,1
,0.605,,,,,,,1
,0.52,0.41,0.155,,,0.1835,,1
,0.545,,,,,,,1
,,,0.125,0.6675,,,,1
0.0,,,,,,,0.2,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,0.35,,,,,0.165,1
,,,,,,,0.21,1
0.0,,,0.115,,,0.1585,,1
0.0,,0.375,0.135,0.6125,,,0.22,1
,,,0.105,,,,,1
,,,,,,,,1
,,,,,,,0.085,0
,,,,0.4205,,,,1
,0.385,,,0.2535,,0.0575,0.085,0
,,,,,,,,1
,,,,,,0.051,0.07,0
,,0.28,,,,,,0
,0.27,0.195,,0.073,,,,0
,0.375,,,,,,,0
,0.385,,,0.2505,,,0.08,0
,0.7,,,1.7255,,,,1
,,,,,,,,1
2.0,,,,,,,,1
,,,0.125,,0.175,,0.129,1
0.0,,,,,,,,0
,,,,,,,,0
,0.265,,,,,,,0
,,0.33,,0.406,,,,0
,,,,,,0.0345,,0
,,,,,0.094,,,1
,,0.325,0.11,,,0.063,0.117,1
,,0.285,,,,,,1
,,0.445,,,0.341,,,1
,,,0.145,0.741,,,,1
,,,0.19,,0.519,,,1
,0.56,,,0.797,,0.19,,1
,,0.375,,,,,,1
,,,,,,,0.174,1
,0.46,,,0.515,0.224,,,1
,,,,,,,0.042,1
,,,0.055,,,,,0
,,,,,,0.008,0.01,0
,0.59,,,,,,,1
0.0,0.605,,0.185,,,,0.335,1
,,0.515,,,,,0.45,1
,,,,,,0.2355,,1
,,0.45,,,,0.1495,0.31,1
2.0,0.515,,,,,,,1
,,0.46,,,,,,1
,,,,,,,,1
,0.58,,,,,,,1
,0.575,0.46,,,,,,1
,,0.465,0.165,,0.4215,,,1
,,,,,,,,1
,,,0.175,,,,,1
,,0.56,0.21,,,,,1
,,,,,,0.2895,,1
,,,,2.55,1.0705,,,1
,,,,,,0.4515,,1
,,,,,,,,1
,,,,1.981,0.8175,,0.76,1
,,,,,0.5125,,,1
,,0.55,,,,,0.59,1
,,,0.145,,,,0.255,0
,,,,,,0.233,,0
,0.52,0.405,,,,,,0
,,,,,,,,0
,,,,,,,,0
1.0,,,,,,,,0
1.0,,,,,0.053,,,0
1.0,,,0.045,,,,,0
,,,,0.97,,,,1
,,,,,0.399,0.2,,1
,,0.51,,,,0.266,,1
,,,,1.0235,,0.268,,1
0.0,,,0.175,,,,,1
,,,,1.5675,,,0.46,1
,,,0.19,,,0.2965,,1
,,,,,,,0.285,1
0.0,0.63,,,,,,0.38,1
,,0.48,,1.199,,,,1
,0.585,,0.17,,0.365,,,1
,,,0.18,,,,,1
2.0,,,,,,0.2405,,1
2.0,,,0.15,,0.276,0.1815,0.36,1
,,,,,,,,0
,0.51,0.4,,,0.459,,,1
,,0.405,,,0.346,0.1535,0.245,1
,,,,,0.285,,,1
,,0.5,0.185,,,,,1
,,,,,0.432,,0.26,1
