sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,0.365,,,0.2245,0.101,0.15,1
2.0,,,,,,,,0
0.0,,,,,0.2565,,0.21,1
,0.44,0.365,,,0.2155,,,1
,,,0.08,0.205,,0.0395,,0
,,0.3,,,,,,0
,,,0.15,,,,,1
0.0,0.545,,,,0.294,,0.26,1
,,,0.125,,,,,1
,,,,,,,,1
0.0,,,,,,,,1
2.0,,,,0.406,,0.081,,1
,,,0.135,0.5415,,,,1
0.0,,,,,,,,1
0.0,,0.355,,,,,,1
,,,0.13,,,,,1
1.0,,,,,,0.0395,,0
,,0.34,,,0.188,,,1
,0.365,0.295,,,,,0.1,0
,,,,,,,,1
2.0,0.355,0.28,,,,,0.075,1
1.0,,,0.1,,,,,1
,,,0.155,,,,0.27,1
,,,,,,,,1
,0.615,,,,0.513,,,1
,,,,0.9285,0.3825,0.188,0.3,1
0.0,,0.45,,,,,,1
2.0,,,,0.931,0.356,,,1
,0.605,,,,,0.219,,1
,,,,,,,0.2,1
,,,,,,,,1
,0.68,0.56,,,,,,1
,,0.525,0.165,1.338,0.5515,,,1
,,,,,0.815,0.3925,,1
,,,0.2,,,,,1
2.0,,,0.105,,,,,0
,0.54,,,,0.5305,0.3075,0.34,1
0.0,0.45,,,,,,0.145,0
,,,,,,,,1
,,,0.09,,,,,1
0.0,,,,0.425,,0.091,,1
,,,0.135,0.8515,,,,1
,,,,0.07,,,0.02,0
,,,0.055,,0.0255,0.015,,0
,,,,,,,,0
1.0,,,,,0.0875,,,0
,,,0.12,,0.293,,,1
,0.46,,,,,,,0
,0.325,,0.07,,,,,0
0.0,,,,,,,,1
,0.52,,,,,0.111,0.19,0
,0.4,0.32,,0.303,,,,0
2.0,,,0.13,,,0.096,,1
,,,,0.4775,,0.1055,,1
,,,0.1,,,0.0915,,0
,,,,,0.2565,,,0
,0.445,,,,0.192,,,0
,,,0.135,,0.2765,,,0
1.0,,0.19,0.06,0.086,0.042,0.014,,0
0.0,,,,0.583,,0.13,0.175,0
2.0,,,,,0.18,0.1125,,0
,0.505,0.405,,,,,0.175,1
,,0.41,,,,,,1
2.0,,,,,0.1705,0.08,,0
2.0,,,,,,0.1315,,0
2.0,,,,,,,,0
0.0,,,,,,,0.32,1
0.0,,0.495,,,,,,1
0.0,0.475,,0.12,,,,,1
,,,,,0.063,0.0405,0.045,0
2.0,,,0.13,,0.264,,0.275,1
,,,,,,0.0985,,0
,,,0.17,,,0.225,0.425,1
,,,,1.185,,,,1
,0.605,,,,0.481,0.2895,0.315,1
,,,0.15,,0.4425,0.221,0.28,1
,,0.475,,,,,,1
,,0.47,,,,,,1
,,,,,,,,1
,,,0.17,,,,,1
,,,,,,,,1
,0.62,,0.175,,,,,1
,,,0.165,,,0.225,,1
2.0,0.595,0.475,0.16,,0.408,,,1
,,,,,,,,1
,0.57,,,,,,,1
2.0,,,,1.195,0.4825,,,1
,,,,,0.3305,,,1
0.0,,0.355,,,,,,1
,,,,0.9775,,,0.33,1
2.0,,,0.135,,,0.1675,,1
,0.555,,,,,,,1
,,,0.175,,,,,1
,,0.495,,,,0.318,,1
,0.695,,,,,,,1
,,,,,,,,1
,,,,0.725,,,,1
2.0,,,,0.523,,,0.145,0
,0.47,,,0.5225,,0.133,0.165,0
,0.475,,,,0.2775,,,1
,0.36,,,,,,,0
,,,,,,0.1915,,1
,,,,,,,,1
2.0,0.53,0.415,,,,,0.205,1
,0.605,,0.16,1.1735,,,,1
,0.52,,,0.727,,,,1
,0.545,,,,,,,1
,,0.4,,,0.261,0.1315,,1
,,,0.135,0.6335,,0.179,0.2,1
,,,0.105,0.3635,,,,1
,,,,,,,,1
,,,,,,,0.175,1
,0.435,,0.08,,0.1485,,,1
2.0,0.425,0.35,,,,0.063,,1
0.0,,,0.125,,,0.146,,1
,,,,,,,0.18,1
,,,,,,,,1
2.0,,0.34,0.105,,,,0.165,1
,,0.43,,,,,,1
2.0,,,0.085,,0.1145,,0.085,0
,,,,0.4205,,,,1
,,,,,,,,0
0.0,,,,,0.304,0.1725,,1
,0.37,,0.075,0.214,,,,0
,,,0.08,,0.081,,0.07,0
,,,0.06,,0.0285,0.0235,,0
,,,,0.238,0.1075,,,0
,,,,,,0.061,0.08,0
,0.7,0.535,,,,0.2635,,1
,,,,,,,0.78,1
,0.595,,,,,,0.41,1
,,,,,0.175,,,1
,,,,,0.085,,0.062,0
1.0,,0.26,,0.211,,,,0
1.0,,,,,,,0.028,0
,0.425,,,,,,,0
0.0,,,0.08,,,,,0
