sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,,,,,,,,1
,,,,,,,,0
,,0.42,,,0.2565,,0.21,1
,,0.365,,0.516,,,0.155,1
,,,,,,,,0
,,,,,,,,0
,,,,0.7775,,,,1
0.0,,,,,,,,1
,,,,,,,,1
,0.55,,,0.8945,,,,1
,,,,,,0.1475,0.21,1
,,,,,,,,1
,0.49,,0.135,,,,,1
,0.535,,,,,,,1
,0.47,,0.1,,,0.0805,,1
,,0.4,,0.6645,0.258,0.133,,1
,,,,,,,,0
,,,,,,,,1
,0.365,,,,,0.043,,0
,,,,,,,,1
,,,,,,0.062,0.075,1
,0.38,,,,,,0.085,1
,,,,,,,,1
,,,0.135,,,0.21,,1
,0.615,,0.165,,,,,1
0.0,,,,,0.3825,0.188,0.3,1
,,0.45,,,,,,1
,,,,,,,,1
,,0.475,0.18,,,,,1
,0.575,,,,,0.227,,1
2.0,0.58,,,,,,,1
0.0,,,,,,,,1
,,,,1.338,,,,1
,,,,,,,,1
,,0.55,0.2,,,,,1
,,,,,,0.124,,0
,,,0.155,,,,0.34,1
,,,,,,,,0
,,0.445,,,,,,1
,,0.29,,,0.134,0.086,,1
0.0,,,,,,,,1
,,,,,,,,1
,,,,0.07,,,,0
1.0,,,,0.042,,,,0
,0.21,,0.05,,,,,0
,,,,,,,0.075,0
,0.47,,,,0.293,,,1
0.0,,,0.12,,,,,0
,,,,,,,,0
,,,,0.8355,,,,1
,,,,0.595,,0.111,,0
,,,,,,,,0
,,,,0.5415,,,,1
,,,0.12,,,,,1
,,,,,,,,0
,,,,,,,,0
,,,,,,0.0955,0.135,0
,,,,,,,,0
,,,0.06,,,,,0
,,,,0.583,,,,0
,0.45,0.345,,,,,,0
,,,,,,0.16,,1
,,0.41,,,,,,1
,,,,,,,,0
,,,0.12,0.58,,0.1315,,0
,,,,,0.234,,,0
,,,,,,0.1935,,1
,0.595,,,,,,,1
0.0,,0.39,,,,,0.17,1
,,,,,,,,0
,,0.425,,,,0.168,,1
,,0.32,,0.353,,,,0
,,,0.17,,,0.225,,1
,,,,,,,0.38,1
,,,,,,,,1
,,0.475,,,0.4425,,,1
,0.595,,,0.944,,,,1
,,,,,,,,1
,,,,0.788,0.282,,,1
,0.615,,0.17,,0.4695,,,1
,,,,0.941,,,,1
2.0,,,,,,,,1
,,,,,,,0.32,1
,,0.475,,1.3175,,,,1
,,,,,,,0.36,1
,,,,,,,,1
2.0,,,,,,,0.4,1
2.0,,,,,,,0.26,1
,0.46,,,,,,,1
,,,0.16,,,,,1
,,,,,,,,1
,,,,0.755,,,,1
,,,0.175,,,,,1
,0.625,0.495,,,0.507,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,0.1385,,1
,0.47,,,,,,0.145,0
,,,0.13,,,,,0
,,,,,,,,1
1.0,,,,,,,,0
,,,,,,,,1
,,,,0.883,,,0.335,1
,0.53,,,,,,,1
,,,,,0.4975,0.2405,,1
,0.52,,,,,,,1
,0.545,,,,,,,1
,,,,,,0.1315,,1
,,,,,,,,1
,,,,,0.136,,,1
,,,,,,,,1
,,0.36,,,,,,1
,,,0.08,,,,,1
,,,,0.393,,,,1
,,,,,,,0.21,1
,,0.415,0.115,,,,,1
,,,,,,0.102,,1
,,,0.105,,,,0.165,1
,,,0.15,,0.3465,,,1
,,,,,,,,0
,,,,,,,,1
,,0.295,,,,,,0
,,,,,,,,1
,0.37,,0.075,,,,0.07,0
,,,,,,,,0
1.0,0.27,,,,,,,0
,,,0.09,,,,,0
,0.385,,,,,,,0
,,,,,,,,1
2.0,,,,,,,,1
,,,,,,0.283,,1
,,,,,,,,1
,0.325,,0.09,,,,,0
1.0,,,,,,,,0
1.0,,,,0.0975,,,,0
,,,,0.406,,0.081,,0
0.0,,,,,,,,0
2.0,,,,,,,0.063,1
0.0,0.405,,0.11,,,,,1
2.0,,,,0.253,,,,1
0.0,,,,0.826,,,0.2475,1
,,0.45,,,,,,1
,,,,,,,0.4465,1
,,,0.155,,,,,1
,,,0.13,,,0.1165,,1
,,,,,,,0.174,1
,,,0.12,,,0.108,,1
,0.28,,,0.127,,,,1
,,0.13,,,,,,0
,,,,,,0.008,,0
2.0,,0.475,,1.053,,,0.325,1
,,,,,0.469,,,1
,,,,,,,0.45,1
,0.605,0.485,,,0.37,,,1
0.0,,,0.135,,,,,1
2.0,,,,,0.32,,,1
,,,,,0.392,,,1
,,0.485,,,,,,1
0.0,0.58,,,,0.374,0.2135,,1
,,,,1.124,,,,1
,,,,,,,,1
,,,,,,,,1
,,,0.175,,,,,1
,,,,,,0.398,,1
,,,,,,0.2895,,1
,,,,,,,,1
,,,,,,,,1
,0.68,,0.205,,,,,1
,0.705,,,,,,,1
,0.68,,,1.6185,,0.409,,1
2.0,,,,,,,,1
,,,,,,,0.255,0
,,,0.155,,,,,0
,,,0.115,,,,,0
,,,,,,0.018,0.015,0
,,,,,,,,0
,,,0.06,,0.06,,,0
,0.315,,0.085,,,,,0
,,0.16,,,,,,0
2.0,,,0.15,,,,,1
,0.57,,,,,,,1
,,,,1.368,,,,1
,0.56,,,,,,,1
,,,0.175,,,,,1
,,,0.2,,0.621,,,1
,,0.49,,,,,,1
,,,,1.0525,,0.336,0.285,1
,,,,,,,0.38,1
,0.63,,,,,,,1
,,,0.17,,,,,1
,,0.48,0.18,,,,,1
,,,,,,,0.36,1
,0.58,,,,,,,1
,,,,0.22,,,,0
,,,,,,0.1965,,1
,,,,,,,,1
,,,,,,,,1
,,,0.185,1.3035,,,,1
,,,,,,,,1
,,0.46,,0.922,0.3635,0.213,,1
0.0,,,,,,,0.135,1
,0.5,,,,,0.205,,1
0.0,,,,,,,,1
,,,0.17,,,,,1
,,,,0.369,,,,0
,,0.34,,0.482,,0.1085,0.16,1
,0.4,,,,,,0.12,1
,0.435,,,,,,,0
,,0.415,,,,,,1
,0.37,,,,,,,0
,0.49,,,,,,,1
,,,,,,,,0
0.0,0.415,,,0.38,,0.0785,0.12,1
,,,,,,,,1
,0.485,,,,,,,1
,0.55,,,,,0.1635,,1
,,,,,,,,0
,,,,0.324,,0.07,,0
,,0.36,,,,,0.165,1
,,,,,,,0.105,0
,0.445,,,,,,,1
,,,,,,,,1
,0.49,0.375,0.15,0.5755,,,,1
,,,,,,,,1
,,,0.105,,,,,1
,,0.37,,,0.1715,,,1
,,,,,,,0.09,0
,,,,,,0.0485,,0
,,,,,,,,1
,,,,,,,,1
,,,0.135,0.836,,0.1625,,1
,,,,,,,,1
,0.625,,,,,,,1
,,,,,,0.029,,0
1.0,,,,,,,,1
,,,,,,,0.04,1
,,,,,,,0.0015,0
,,,,0.013,0.0045,,0.004,0
,,0.09,,0.008,,0.002,,0
,,,0.035,,,,,0
2.0,,0.425,,,,0.2185,,1
1.0,,,,,,,,0
,0.23,,,0.0645,,,0.02,0
,,,0.08,,,,0.04,0
,,,,,,,,0
1.0,0.35,,,,,,,1
,0.32,,,,,,,1
1.0,,,,,,,,1
,,,,,,,,0
,0.345,,0.11,,,,,0
1.0,,,,,0.0655,,,0
2.0,,,,1.1235,0.4205,,,1
,,0.455,,,,,,1
,,,,,,,,1
,,,,,0.485,0.2775,0.34,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,0.605,,0.365,1
,,,,,,,,1
,,,0.155,,,,0.26,1
,,,,,,,,1
,,,,,,0.239,0.245,1
,0.245,,,,,,0.026,0
,,0.2,,,,,,0
,0.46,,,,,,,1
,,,,,,,,1
,,,,,0.1225,,,0
,,,,,,0.0885,,1
,0.45,,0.125,0.4995,0.2035,,,1
,,,,,,,,1
,0.59,,,,,0.2705,,1
,,,0.205,1.219,,,,1
,0.63,,,,,0.3335,0.45,1
2.0,,,,,,,,1
,0.655,,0.215,,,,,1
,,,0.185,1.3485,,,,1
,,,0.24,,,,0.69,1
,,,0.205,,,,,1
,,,,,,,,1
,,,,0.8415,,,,1
,,,0.105,,,,0.075,0
,,0.355,,,,,0.15,1
,0.485,,0.14,,,,0.225,1
,,,,,,0.158,0.31,1
,,,,,,,,1
,0.53,,,,0.288,,,1
,,,,,,,,1
,,,,,,,0.19,1
,,,,,0.3155,,,1
,,,,,,0.226,,1
,,,,,0.501,,,1
,,,,,,,,1
,,,,,0.342,,,1
,,,,,,0.19,,1
,,,,,,,,0
,0.275,,,,,,,0
,,,0.085,,,0.0295,0.03,0
,,,,,,,,1
,,,,,,,,1
,0.405,,,0.3485,,,0.1,1
,,,,,,0.174,,1
,,,0.1,,,,0.074,0
,,,,,,,,0
,,,,,,,,1
,,,0.06,,,,,0
,,,,,0.007,0.005,,0
,0.645,,,,,,0.535,1
,,,,,,0.1635,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
0.0,,,,1.2255,,,,1
,,,,,,,,1
,,,,,,,,0
,,,,1.242,,0.2475,,1
,,0.35,0.1,,,,,1
,,,,,,,,1
,,,,,0.066,,,0
,,,0.06,,0.0425,,,0
,,,,0.038,,,,0
,0.385,,0.1,,,,,1
1.0,,,,,,,,0
,,0.265,,0.222,,,,0
,,0.275,,,0.097,0.053,0.08,0
1.0,,,,,,,,0
,0.51,,,0.6435,,,,1
,,,,0.241,,,,0
,,,,,,,,0
,,0.38,,,0.2135,0.161,,1
,,,,,,,,0
,0.3,,,,,,,0
1.0,,,,0.0705,,0.015,0.02,0
0.0,,,0.195,,,0.4085,0.71,1
,,,,,,,0.355,1
,,,,,,,0.325,1
,0.59,,,,,,0.425,1
,,,,1.325,0.6045,,,1
,,,,,,0.2505,,1
,,,,,,,,1
0.0,0.62,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,0.425,0.155,,,,0.24,0
,,,,0.707,,,,1
,0.525,,,,,,,1
1.0,,,,,,,,0
,,,,,,,0.09,0
,,,,1.2,,,,1
,,,,,,,,0
,,,,,0.3325,,,1
,,0.46,0.14,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,,,,,1
,,,,1.587,,,,1
,0.645,,,,,0.3885,,1
,,,0.215,2.499,,,,1
0.0,,,,1.768,,,,1
,,,,,,,0.35,1
,,,,0.997,,,,1
,,,,,,,,1
,,0.48,,,,,,1
,,,,,,,,1
2.0,0.63,,,,,,,1
,,0.465,,,,,,1
,,,,,,,0.265,1
,,,,,0.458,,,1
,,,,1.719,,0.299,,1
0.0,,,,1.566,,0.3455,,1
0.0,,,,,0.692,,,1
,0.68,,,,,,,1
,,,,,,,0.42,1
