sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,class
,0.455,,0.095,0.514,,0.101,0.15,1
,0.35,,,0.2255,,0.0485,0.07,0
0.0,,,0.135,,,0.1415,0.21,1
2.0,0.44,,0.125,0.516,0.2155,0.114,,1
1.0,,,,,0.0895,0.0395,,0
,,0.3,0.095,0.3515,,,,0
,,0.415,,0.7775,0.237,0.1415,,1
,0.545,,0.125,,,0.1495,,1
,,0.37,0.125,,0.2165,,0.165,1
,0.55,,,,0.3145,,0.32,1
,0.525,0.38,0.14,,,,0.21,1
,0.43,0.35,,0.406,,0.081,,1
2.0,,,,,,,0.19,1
,,,,,,,,1
0.0,,,,,,,,1
,0.5,0.4,,,,,,1
,0.355,0.28,,,0.095,0.0395,0.115,0
0.0,,0.34,0.1,0.451,,0.087,0.13,1
2.0,,,0.08,,,0.043,,0
2.0,0.45,0.32,0.1,0.381,,0.075,0.115,1
,,,0.095,,,0.062,0.075,1
1.0,0.38,,,0.2255,,0.049,,1
0.0,0.565,0.44,,0.9395,,0.214,,1
,0.55,,0.135,,,0.21,0.2,1
0.0,,,,1.1615,,,,1
,0.56,0.44,0.14,0.9285,,,,1
0.0,0.58,,0.185,,0.3945,0.272,,1
2.0,0.59,,0.14,0.931,,0.234,,1
,,0.475,,0.9365,,,0.295,1
,0.575,0.425,0.14,0.8635,,,,1
2.0,,0.47,,0.9975,,0.242,,1
,,,0.165,,0.6055,,,1
2.0,,,,,,,,1
0.0,0.68,,,,0.815,,,1
0.0,0.705,,0.2,1.7095,,,,1
,,0.355,,,,,,0
0.0,0.54,,0.155,1.217,0.5305,,0.34,1
,,0.355,,0.5225,,,,0
0.0,0.575,,0.135,,,0.2035,,1
2.0,0.355,,,,,0.086,0.09,1
,,0.335,0.105,,,0.091,,1
,,0.425,,0.8515,0.362,0.196,0.27,1
,0.24,0.175,0.045,,0.0315,0.0235,0.02,0
1.0,,0.15,0.055,,,0.015,0.012,0
1.0,,0.15,,,0.0175,,,0
1.0,0.39,0.295,,,,,0.075,0
2.0,0.47,0.37,,,,,0.14,1
,,0.375,0.12,,0.1775,0.11,,0
1.0,,0.245,,0.161,,,0.045,0
0.0,0.525,0.425,0.16,0.8355,0.3545,,0.245,1
1.0,0.52,,,,,,0.19,0
2.0,0.4,,0.095,,0.1335,0.06,,0
2.0,0.485,,,0.5415,,,0.16,1
0.0,,,0.12,,,,,1
2.0,0.405,,0.1,0.385,,0.0915,,0
0.0,0.5,,,,0.2565,,,0
,,,0.12,0.4425,0.192,,,0
2.0,,0.385,0.135,0.5895,0.2765,,,0
1.0,0.245,,,,,,0.025,0
,,0.4,,,,0.13,,0
2.0,,,0.105,0.4115,,,,0
,,,0.11,,0.305,0.16,,1
0.0,,,,,,,,1
2.0,,,,,,,,0
,,,,0.58,0.234,,,0
,0.475,0.355,0.12,,0.234,,0.135,0
,,,,0.915,0.354,,0.32,1
,,,0.185,,0.416,,0.485,1
,0.475,0.39,,,0.2135,,0.17,1
1.0,,,0.07,,,,,0
,,,,,,,,1
,0.4,0.32,0.11,0.353,,,,0
,,,,,,0.225,0.425,1
2.0,0.57,,,,0.474,0.261,,1
0.0,0.605,,,1.098,,0.2895,,1
,0.6,0.475,0.15,,,,0.28,1
,0.595,,,0.944,,,,1
,,,0.15,0.922,0.363,0.194,,1
,0.555,,0.14,,0.282,,,1
,,,0.17,,,0.2355,,1
,,,,0.941,0.3845,,0.285,1
,,0.51,0.175,,0.5105,0.192,,1
0.0,,,0.165,0.9885,,0.225,0.32,1
,,,0.16,1.3175,0.408,0.234,0.58,1
,0.58,0.45,,,0.38,0.216,,1
0.0,,0.465,,1.295,0.339,0.2225,0.44,1
,,0.465,0.14,,,0.205,,1
,0.56,0.44,,,0.3305,0.2075,,1
,,,0.13,,,0.114,,1
,0.575,,,0.9775,0.3135,,,1
,,,,,,0.1675,0.255,1
2.0,0.555,,0.15,0.755,,0.1525,,1
,,0.465,0.175,1.115,,0.254,0.39,1
,0.625,0.495,0.165,,,0.318,,1
,0.695,,0.19,,,,,1
,,,0.195,1.606,,,0.48,1
,,,,,0.269,,,1
,0.47,,,,,0.132,,0
,,0.37,0.13,,0.201,,0.165,0
0.0,0.475,,,0.5785,,,,1
,,,0.095,,0.105,0.046,0.075,0
,,,0.145,,,,,1
,,0.435,,,0.316,,,1
2.0,0.53,,0.14,,,,0.205,1
,,,,,0.4975,,0.345,1
,,0.41,,0.727,0.291,,0.235,1
0.0,,0.43,,0.802,,0.183,,1
,0.5,,,,0.261,,,1
0.0,0.51,0.39,0.135,0.6335,0.231,,0.2,1
,0.435,0.395,,0.3635,0.136,0.098,,1
,0.495,0.395,,0.5415,0.2375,0.1345,0.155,1
2.0,,,0.105,,,,,1
,0.435,0.32,0.08,0.3325,,,,1
,0.425,0.35,0.105,,0.13,,0.165,1
,0.545,,0.125,,0.2975,,0.21,1
0.0,,0.415,0.115,,,,,1
,0.49,,,0.6125,,0.102,0.22,1
2.0,,0.34,,,0.1305,,,1
,0.56,,,0.8825,,0.172,0.31,1
,,0.305,,,0.1145,0.0595,,0
0.0,0.47,0.365,,,,,,1
1.0,,0.295,,0.2535,0.103,0.0575,,0
,,0.425,0.14,0.766,0.304,0.1725,,1
2.0,0.37,0.265,0.075,0.214,,0.051,,0
,,,,0.1755,,,,0
1.0,0.27,,0.06,0.073,0.0285,0.0235,,0
,,0.275,0.09,0.238,,,0.07,0
1.0,,0.29,0.085,,,,0.08,0
,,,0.16,1.7255,,,,1
2.0,0.71,,,,,,,1
,0.595,0.48,0.165,,,0.283,,1
,,0.35,0.125,0.4035,0.175,0.063,,1
,,0.26,,,0.085,0.036,,0
1.0,,,,,,,,0
,,,,,0.04,0.0205,0.028,0
,,0.33,,0.406,,,,0
,0.305,0.23,0.08,,,0.0345,,0
,,,0.09,0.2005,,,0.063,1
,,,0.11,0.3555,,,0.117,1
,0.375,0.285,0.095,0.253,,,,1
0.0,0.565,0.445,,0.826,0.341,,0.2475,1
0.0,,0.45,,0.741,0.295,0.1435,,1
2.0,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,1
,0.56,,0.155,,,,,1
2.0,,,0.13,0.5175,,,0.17,1
