0,1,2,3,class
9.549406683149748,3.5,1.4,0.2,0
4.9,3.0,1.4,0.2,0
1.4179812294876286,3.2,1.3,0.2,0
4.6,3.1,-4.803731570627491,-0.05220444965590909,0
4.341721960747807,5.244434745937886,1.4,4.224137838016751,0
7.891766491018978,3.9,-2.605641164624661,0.4,0
4.6,5.207181083615346,14.64636733283849,2.510804782608855,0
9.500029607911213,1.7132124970169897,1.5,0.2,0
1.510756683337882,2.9,8.167962419538103,0.2,0
4.9,-0.10467678008780412,1.5,0.1,0
11.007941363356494,5.357580482863789,11.908308028507383,0.2,0
4.2392089739472,3.4,10.74434217831136,-0.19409879298971267,0
4.8,4.568845180018486,1.4,-0.35965553795810434,0
4.3,3.0,-1.276229169832225,2.956948890184567,0
5.8,4.0,9.813518929629085,0.2,0
3.873686890088422,4.4,1.5,2.83449423216562,0
5.4,1.6720716618722153,1.3,0.4,0
10.174326751135371,4.586200379788416,1.4,0.3,0
8.645759343258621,3.8,11.0718323831337,5.929473520080654,0
4.156148323063899,0.9418788675568237,1.5,0.3,0
3.372291541016426,3.4,1.7,0.2,0
4.316070291225799,3.7,1.5,4.9701172769976445,0
4.6,1.9496449357670014,1.0,-1.8023859680038423,0
3.2980662933019618,3.3,1.7,4.641259878325472,0
4.8,4.6554164317026006,1.9,0.2,0
5.0,4.621890631333161,1.6,0.2,0
5.0,3.4,1.6,0.4,0
3.606951256877039,3.5,-2.0924651495061175,0.2,0
9.843572381663705,4.532733118863421,1.4,4.426710997070534,0
4.7,3.2,1.6,-2.2407210532649815,0
4.8,3.1,1.6,0.2,0
2.0666250610986694,0.13854156797033979,1.5,0.4,0
5.2,4.1,1.5,3.8267564250201476,0
2.735440851505487,4.2,1.4,-1.1595332354994055,0
4.125870549574459,1.4319507517573213,10.276770145147648,-0.20100099151792428,0
7.834944510370745,3.2,1.2,0.2,0
5.5,3.5,1.3,0.2,0
4.9,5.35664342436787,-0.08429874591901099,0.1,0
-0.08042284167182995,3.0,1.3,-2.336935763703604,0
5.1,1.917225676277714,1.5,-2.687048511652031,0
5.0,5.067940441513936,1.3,0.3,0
11.267073249575812,2.3,-4.7662555323940685,-0.5965582674736315,0
4.4,3.2,10.650874634480129,3.1324123367587973,0
5.0,1.666836175369023,1.6,2.778307161638696,0
5.1,5.06617118826893,1.9,0.4,0
3.1195773600577104,3.0,10.126295960548877,0.3,0
8.703134923756606,1.3090954532691308,1.6,0.2,0
4.6,3.2,7.90379454385987,4.911101870106734,0
5.3,3.7,10.978087625115442,0.2,0
2.5679688694372835,3.3,7.124992237398383,-1.7271149330721844,0
9.015883525075099,3.2,7.98562340784563,1.4,1
6.4,3.2,8.04018051975957,2.6713111791625788,1
6.9,4.975133692099839,-2.5816603893827628,1.5,1
3.1430725916726283,4.759913591918808,4.0,3.490323096390755,1
6.5,2.8,0.6528161957520959,1.5,1
9.12764211375001,0.6835687707247564,10.915411519393928,2.5478687824086594,1
11.786296511460732,4.341725127298146,4.7,3.7846654711285814,1
4.9,1.3165967478126213,3.3,3.7130905628805237,1
1.5794582974087819,2.9,-0.3544061799011824,-1.068019996291993,1
5.2,2.7,3.9,1.4,1
5.0,2.0,3.5,5.216166257243064,1
9.876785986403704,3.0,4.2,1.5,1
6.0,2.2,4.0,1.0,1
6.1,2.9,4.7,-1.266516672478625,1
3.5392412274170835,2.9,3.6,1.3,1
6.7,4.527259295414382,4.4,2.82493207671055,1
5.6,3.0,4.5,2.645163070390847,1
5.8,2.7,4.1,2.974538751065291,1
6.2,2.2,4.5,1.5,1
5.6,2.5,3.9,1.1,1
2.1189486507894766,3.2,-1.1288109323053384,1.8,1
3.5700523250070093,5.815353456249918,8.496048697334338,3.8827479882506086,1
3.967507237151446,2.077236812908576,8.084900837913292,1.5,1
3.7949541690618998,2.8,0.4743826630484165,4.106542705139694,1
6.4,0.8872392077765368,7.111895728407613,1.3,1
6.6,2.0379651692235923,9.88900358220787,1.4,1
1.7002245992718332,5.5547089022605896,0.30669324734342585,1.4,1
3.861676887889726,3.0,5.0,1.7,1
6.0,2.9,4.5,-1.1152629883969265,1
5.7,4.545072688076388,3.5,-1.0862874331248116,1
5.5,2.4,3.8,3.224174526478051,1
5.5,2.4,11.78829441639915,1.0,1
3.59836803800778,4.7235557155473975,-2.83849540790352,3.2930987575378987,1
6.0,4.743567855196235,5.1,3.6494357187459574,1
5.4,3.0,4.5,2.82330352458466,1
6.0,4.73620741333097,-1.9548038025759347,1.6,1
6.7,1.6237591011786243,4.7,-2.3241513297106646,1
2.983238849801988,4.72080348348816,4.4,-0.38169389919372176,1
1.7703419677246606,3.0,7.6160142284565735,5.122595627063177,1
5.5,2.5,4.0,4.128960402414462,1
1.95112985116629,2.6,4.4,5.4338413421525456,1
9.132591020862332,3.0,7.835425214959885,1.4,1
9.309267358722613,2.6,9.594130313971197,1.2,1
4.304862947159596,2.3,3.3,1.0,1
5.6,2.7,9.671579296169075,4.451716464554507,1
9.608288640586483,5.978467046406972,11.288606232422481,2.8327954732970855,1
5.7,2.9,4.2,1.3,1
8.205133835019875,1.543898952798979,11.914350347464485,1.3,1
5.1,4.53898107288574,3.0,-0.8608085120556743,1
2.316334079977617,1.159166102235011,7.742892337268777,2.988959251243413,1
6.3,3.3,6.0,2.5,2
11.063976949858862,2.7,-0.9215698878489937,1.9,2
8.23063342653281,3.0,5.9,-2.3143617302166857,2
6.3,2.9,5.6,1.8,2
6.5,3.0,5.8,-1.6884024182064252,2
7.6,3.0,0.4765761400617565,4.900896116125953,2
4.076409716926316,1.4263633303554295,4.5,1.7,2
7.3,5.182960743108489,11.356640579451193,1.8,2
3.7632662051819583,2.5,5.8,-1.6142949890779832,2
3.602639247236653,3.6,-0.0050440695138975755,-0.8676213529361008,2
10.266926792558486,3.2,8.468361088120307,2.0,2
6.4,2.7,10.44378635487961,1.9,2
6.8,3.0,5.5,2.1,2
5.7,5.449278267413432,5.0,2.0,2
5.8,0.4845542887104783,5.1,2.4,2
9.148367044932781,4.515592134226725,5.3,2.3,2
6.5,0.6430271680305905,5.5,1.8,2
7.7,3.8,6.7,-0.5308405547371962,2
7.7,2.6,6.9,2.3,2
6.0,2.2,14.249267616140024,3.438255533123618,2
6.9,1.9298407633004904,5.7,2.3,2
10.408666423247803,2.8,4.9,2.7247261054313174,2
10.0285015652439,2.0062406886682878,6.7,2.0,2
10.999936210527988,2.7,-1.5511028637421438,1.8,2
6.7,3.3,5.7,2.1,2
3.70417877633572,3.2,-1.5448535480969592,4.06408603387567,2
9.401494570959574,2.8,-2.6020201071565205,1.8,2
6.1,3.0,4.9,1.8,2
8.265424028872028,2.8,5.6,-1.2538728489293804,2
7.2,3.0,5.8,1.6,2
2.713282166562567,5.994805299034087,6.1,-0.4745015695652389,2
3.307983956231712,3.8,6.4,2.0,2
6.4,6.105020441639358,-3.135262109176444,2.2,2
6.3,5.649799743488468,5.1,-1.2850031171821783,2
8.018381345920599,4.8282960597802855,10.284645903377845,-0.8911067066961962,2
3.4380677414901135,3.0,0.8300514625239424,2.3,2
6.3,1.0322222666278473,5.6,-2.0085007753565343,2
6.4,6.051543446889625,5.5,1.8,2
2.719131179363142,3.0,4.8,-2.1177663292625417,2
2.5523298443076325,2.0322158524787204,5.4,-2.1665424579186325,2
3.6789915934460913,3.1,8.166126971318569,2.4,2
2.7177454922727984,1.505349636517562,-0.13654161596616898,2.3,2
3.8966176251450273,-0.3981151255124873,-4.350594144800753,3.5304311506403363,2
6.8,3.2,9.532777676188838,4.361107526257357,2
10.488798280801191,5.198712281021683,5.7,-0.6806316002528185,2
1.7057366664662907,3.0,5.2,-1.4599695532605048,2
6.3,1.6871519456427508,5.0,-1.8855111858733467,2
9.330923300518398,5.59995776387829,-3.762954605108267,2.0,2
6.2,1.9052035733503332,10.086927887005137,2.3,2
5.9,1.2997745529640299,5.1,1.8,2
